t [s]               T [K]               Xfront [mm]         sdot [mm/s]         dodt [kg/m^2s]      dcodt [kg/m^2s]     dco2dt [kg/m^2s]    dcdt [kg/m^2s]      dc2dt [kg/m^2s]     dc3dt [kg/m^2s]     
0.28                1041.4              1.45902e-05         7.54863e-05         8.52038e-05         0.000309434         5.03689e-06         1.18559e-27         4.9787e-31          7.83369e-29         
0.285               1043.89             1.4972e-05          7.63493e-05         8.3188e-05          0.000313054         4.96374e-06         1.44146e-27         6.23212e-31         9.68619e-29         
0.29                1046.36             1.53581e-05         7.72127e-05         8.11705e-05         0.000316676         4.89255e-06         1.74831e-27         7.77941e-31         1.19453e-28         
0.295               1048.81             1.57484e-05         7.80765e-05         7.91513e-05         0.000320297         4.82323e-06         2.11549e-27         9.68459e-31         1.46936e-28         
0.3                 1051.24             1.61431e-05         7.89407e-05         7.71305e-05         0.00032392          4.75571e-06         2.55391e-27         1.20246e-30         1.80292e-28         
0.305               1053.65             1.65422e-05         7.98054e-05         7.5108e-05          0.000327543         4.68993e-06         3.07632e-27         1.48917e-30         2.20684e-28         
0.31                1056.05             1.69455e-05         8.06705e-05         7.30839e-05         0.000331167         4.62582e-06         3.69752e-27         1.83964e-30         2.69487e-28         
0.315               1058.43             1.73532e-05         8.15361e-05         7.10581e-05         0.000334791         4.56331e-06         4.43476e-27         2.26707e-30         3.28326e-28         
0.32                1060.8              1.77652e-05         8.24021e-05         6.90308e-05         0.000338417         4.50235e-06         5.308e-27           2.78717e-30         3.99114e-28         
0.325               1063.15             1.81816e-05         8.32685e-05         6.70019e-05         0.000342043         4.44288e-06         6.34038e-27         3.41865e-30         4.84102e-28         
0.33                1065.48             1.86022e-05         8.41354e-05         6.49714e-05         0.00034567          4.38484e-06         7.55868e-27         4.18375e-30         5.85935e-28         
0.335               1067.79             1.90272e-05         8.50027e-05         6.29393e-05         0.000349299         4.32818e-06         8.99378e-27         5.10879e-30         7.0771e-28          
0.34                1070.1              1.94566e-05         8.58705e-05         6.09056e-05         0.000352928         4.27287e-06         1.06813e-26         6.22494e-30         8.53054e-28         
0.345               1072.38             1.98903e-05         8.67387e-05         5.88704e-05         0.000356558         4.21884e-06         1.26622e-26         7.56899e-30         1.02621e-27         
0.35                1074.66             2.03283e-05         8.76075e-05         5.68337e-05         0.00036019          4.16605e-06         1.49837e-26         9.18434e-30         1.23211e-27         
0.355               1076.92             2.07707e-05         8.84766e-05         5.47954e-05         0.000363822         4.11447e-06         1.76999e-26         1.11221e-29         1.47651e-27         
0.36                1079.16             2.12174e-05         8.93463e-05         5.27556e-05         0.000367456         4.06405e-06         2.08727e-26         1.34422e-29         1.76611e-27         
0.365               1081.39             2.16685e-05         9.02164e-05         5.07142e-05         0.000371091         4.01475e-06         2.45731e-26         1.62152e-29         2.10869e-27         
0.37                1083.61             2.2124e-05          9.1087e-05          4.86714e-05         0.000374728         3.96654e-06         2.88823e-26         1.95234e-29         2.51324e-27         
0.375               1085.82             2.25837e-05         9.1958e-05          4.6627e-05          0.000378365         3.91938e-06         3.38929e-26         2.34635e-29         2.99021e-27         
0.38                1088.01             2.30479e-05         9.28296e-05         4.45812e-05         0.000382004         3.87324e-06         3.97105e-26         2.8148e-29          3.55165e-27         
0.385               1090.19             2.35164e-05         9.37016e-05         4.25338e-05         0.000385645         3.82808e-06         4.64553e-26         3.37083e-29         4.21148e-27         
0.39                1092.36             2.39893e-05         9.45741e-05         4.0485e-05          0.000389286         3.78388e-06         5.42643e-26         4.02974e-29         4.98576e-27         
0.395               1094.52             2.44665e-05         9.5447e-05          3.84347e-05         0.000392929         3.7406e-06          6.32927e-26         4.80932e-29         5.89297e-27         
0.4                 1096.66             2.49481e-05         9.63205e-05         3.63829e-05         0.000396574         3.69822e-06         7.37169e-26         5.73022e-29         6.95436e-27         
0.405               1098.79             2.54341e-05         9.71944e-05         3.43297e-05         0.00040022          3.65671e-06         8.57368e-26         6.81638e-29         8.19433e-27         
0.41                1100.91             2.59244e-05         9.80689e-05         3.2275e-05          0.000403867         3.61604e-06         9.95787e-26         8.09554e-29         9.64089e-27         
0.415               1103.02             2.64191e-05         9.89438e-05         3.02189e-05         0.000407516         3.57619e-06         1.15498e-25         9.59976e-29         1.13261e-26         
0.42                1105.12             2.69182e-05         9.98192e-05         2.81613e-05         0.000411167         3.53713e-06         1.33785e-25         1.13661e-28         1.32866e-26         
0.425               1107.21             2.74217e-05         0.000100695         2.61022e-05         0.000414819         3.49884e-06         1.54764e-25         1.34372e-28         1.55644e-26         
0.43                1109.29             2.79296e-05         0.000101571         2.40418e-05         0.000418473         3.4613e-06          1.78805e-25         1.58624e-28         1.82074e-26         
0.435               1111.36             2.84418e-05         0.000102448         2.19799e-05         0.000422128         3.42449e-06         2.06319e-25         1.86982e-28         2.12701e-26         
0.44                1113.42             2.89584e-05         0.000103326         1.99166e-05         0.000425784         3.38838e-06         2.37774e-25         2.20098e-28         2.48146e-26         
0.445               1115.46             2.94795e-05         0.000104204         1.78519e-05         0.000429443         3.35296e-06         2.73693e-25         2.58718e-28         2.89117e-26         
0.45                1117.5              3.00049e-05         0.000105082         1.57858e-05         0.000433103         3.31821e-06         3.14663e-25         3.03699e-28         3.36418e-26         
0.455               1119.53             3.05347e-05         0.000105961         1.37183e-05         0.000436764         3.2841e-06          3.61344e-25         3.56022e-28         3.90961e-26         
0.46                1121.55             3.10689e-05         0.00010684          1.16494e-05         0.000440427         3.25063e-06         4.14473e-25         4.1681e-28          4.53781e-26         
0.465               1123.56             3.16075e-05         0.00010772          9.57911e-06         0.000444092         3.21777e-06         4.74878e-25         4.87345e-28         5.26049e-26         
0.47                1125.56             3.21505e-05         0.0001086           7.50746e-06         0.000447759         3.18551e-06         5.43484e-25         5.69091e-28         6.09093e-26         
0.475               1127.55             3.26979e-05         0.000109481         5.43446e-06         0.000451427         3.15383e-06         6.21324e-25         6.63717e-28         7.04412e-26         
0.48                1129.53             3.32497e-05         0.000110362         3.36009e-06         0.000455096         3.12271e-06         7.09551e-25         7.73125e-28         8.137e-26           
0.485               1131.5              3.38059e-05         0.000111244         1.28438e-06         0.000458768         3.09215e-06         8.09455e-25         8.99478e-28         9.3887e-26          
0.49                1133.47             3.43665e-05         0.000112126         -7.92665e-07        0.000462441         3.06212e-06         9.22468e-25         1.04524e-27         1.08208e-25         
0.495               1135.43             3.49316e-05         0.000113009         -2.87104e-06        0.000466116         3.03262e-06         1.05019e-24         1.2132e-27          1.24575e-25         
0.5                 1137.37             3.5501e-05          0.000113892         -4.95073e-06        0.000469792         3.00362e-06         1.1944e-24          1.40652e-27         1.43261e-25         
0.505               1139.31             3.60749e-05         0.000114776         -7.03173e-06        0.00047347          2.97513e-06         1.35707e-24         1.62881e-27         1.64575e-25         
0.51                1141.24             3.66532e-05         0.00011566          -9.11402e-06        0.00047715          2.94711e-06         1.5404e-24          1.88413e-27         1.8886e-25          
0.515               1143.17             3.7236e-05          0.000116545         -1.11976e-05        0.000480831         2.91957e-06         1.74683e-24         2.17708e-27         2.16503e-25         
0.52                1145.08             3.78231e-05         0.00011743          -1.32824e-05        0.000484514         2.89249e-06         1.97906e-24         2.51287e-27         2.4794e-25          
0.525               1146.99             3.84147e-05         0.000118315         -1.53686e-05        0.000488198         2.86586e-06         2.24009e-24         2.89736e-27         2.83657e-25         
0.53                1148.89             3.90107e-05         0.000119201         -1.74559e-05        0.000491885         2.83966e-06         2.53324e-24         3.33719e-27         3.24197e-25         
0.535               1150.78             3.96111e-05         0.000120088         -1.95445e-05        0.000495573         2.8139e-06          2.86219e-24         3.83982e-27         3.70171e-25         
0.54                1152.66             4.0216e-05          0.000120975         -2.16343e-05        0.000499262         2.78855e-06         3.23099e-24         4.41368e-27         4.22258e-25         
0.545               1154.54             4.08253e-05         0.000121862         -2.37254e-05        0.000502953         2.76361e-06         3.64415e-24         5.06823e-27         4.8122e-25          
0.55                1156.41             4.14391e-05         0.00012275          -2.58176e-05        0.000506646         2.73906e-06         4.10661e-24         5.81413e-27         5.47904e-25         
0.555               1158.27             4.20572e-05         0.000123638         -2.7911e-05         0.00051034          2.7149e-06          4.62385e-24         6.66332e-27         6.23257e-25         
0.56                1160.13             4.26799e-05         0.000124527         -3.00055e-05        0.000514035         2.69113e-06         5.20192e-24         7.62925e-27         7.08332e-25         
0.565               1161.98             4.3307e-05          0.000125416         -3.21012e-05        0.000517733         2.66772e-06         5.84745e-24         8.72696e-27         8.04304e-25         
0.57                1163.82             4.39385e-05         0.000126305         -3.4198e-05         0.000521431         2.64467e-06         6.56777e-24         9.97335e-27         9.12476e-25         
0.575               1165.65             4.45745e-05         0.000127195         -3.62959e-05        0.000525132         2.62198e-06         7.37095e-24         1.13873e-26         1.0343e-24          
0.58                1167.48             4.52149e-05         0.000128086         -3.83949e-05        0.000528833         2.59963e-06         8.26586e-24         1.299e-26           1.17139e-24         
0.585               1169.3              4.58598e-05         0.000128976         -4.0495e-05         0.000532537         2.57762e-06         9.26223e-24         1.48051e-26         1.32553e-24         
0.59                1171.12             4.65091e-05         0.000129867         -4.25961e-05        0.000536241         2.55594e-06         1.03708e-23         1.6859e-26          1.49872e-24         
0.595               1172.93             4.71629e-05         0.000130759         -4.46982e-05        0.000539947         2.53458e-06         1.16033e-23         1.91812e-26         1.69314e-24         
0.6                 1174.73             4.78212e-05         0.000131651         -4.68014e-05        0.000543654         2.51354e-06         1.29726e-23         2.18047e-26         1.91124e-24         
0.605               1176.52             4.84839e-05         0.000132543         -4.89054e-05        0.000547363         2.4928e-06          1.44929e-23         2.47661e-26         2.15572e-24         
0.61                1178.31             4.9151e-05          0.000133436         -5.10105e-05        0.000551073         2.47237e-06         1.61796e-23         2.81064e-26         2.42956e-24         
0.615               1180.1              4.98227e-05         0.000134329         -5.31164e-05        0.000554784         2.45223e-06         1.80498e-23         3.1871e-26          2.73607e-24         
0.62                1181.87             5.04988e-05         0.000135222         -5.52233e-05        0.000558496         2.43238e-06         2.01219e-23         3.61107e-26         3.07889e-24         
0.625               1183.64             5.11794e-05         0.000136115         -5.7331e-05         0.000562209         2.41281e-06         2.24164e-23         4.08816e-26         3.46205e-24         
0.63                1185.41             5.18644e-05         0.000137009         -5.94395e-05        0.000565924         2.39352e-06         2.49553e-23         4.62465e-26         3.88999e-24         
0.635               1187.17             5.25539e-05         0.000137903         -6.15488e-05        0.000569639         2.37449e-06         2.77631e-23         5.22747e-26         4.36762e-24         
0.64                1188.92             5.32479e-05         0.000138798         -6.36589e-05        0.000573356         2.35573e-06         3.08661e-23         5.90433e-26         4.90034e-24         
0.645               1190.67             5.39464e-05         0.000139693         -6.57697e-05        0.000577073         2.33723e-06         3.42933e-23         6.66378e-26         5.49409e-24         
0.65                1192.41             5.46493e-05         0.000140588         -6.78812e-05        0.000580792         2.31898e-06         3.80762e-23         7.51529e-26         6.15542e-24         
0.655               1194.15             5.53567e-05         0.000141483         -6.99933e-05        0.000584511         2.30098e-06         4.22492e-23         8.46935e-26         6.89155e-24         
0.66                1195.88             5.60686e-05         0.000142378         -7.2106e-05         0.000588231         2.28322e-06         4.68498e-23         9.53756e-26         7.71039e-24         
0.665               1197.6              5.6785e-05          0.000143274         -7.42193e-05        0.000591951         2.2657e-06          5.19188e-23         1.07328e-25         8.62064e-24         
0.67                1199.32             5.75059e-05         0.00014417          -7.63331e-05        0.000595672         2.24841e-06         5.75006e-23         1.20691e-25         9.63187e-24         
0.675               1201.04             5.82312e-05         0.000145066         -7.84474e-05        0.000599394         2.23135e-06         6.36436e-23         1.35624e-25         1.07546e-23         
0.68                1202.75             5.8961e-05          0.000145962         -8.05621e-05        0.000603116         2.2145e-06          7.04002e-23         1.52298e-25         1.20002e-23         
0.685               1204.45             5.96953e-05         0.000146858         -8.26772e-05        0.000606839         2.19788e-06         7.78277e-23         1.70905e-25         1.33815e-23         
0.69                1206.15             6.04341e-05         0.000147754         -8.47925e-05        0.000610561         2.18147e-06         8.5988e-23          1.91655e-25         1.49122e-23         
0.695               1207.84             6.11773e-05         0.000148651         -8.69082e-05        0.000614284         2.16527e-06         9.49485e-23         2.1478e-25          1.66075e-23         
0.7                 1209.53             6.1925e-05          0.000149547         -8.9024e-05         0.000618008         2.14927e-06         1.04782e-22         2.40536e-25         1.84839e-23         
0.705               1211.21             6.26773e-05         0.000150444         -9.114e-05          0.000621731         2.13348e-06         1.15569e-22         2.69205e-25         2.05596e-23         
0.71                1212.89             6.3434e-05          0.00015134          -9.3256e-05         0.000625453         2.11788e-06         1.27394e-22         3.01096e-25         2.28545e-23         
0.715               1214.56             6.41952e-05         0.000152237         -9.53721e-05        0.000629176         2.10247e-06         1.40351e-22         3.36549e-25         2.53901e-23         
0.72                1216.23             6.49608e-05         0.000153133         -9.7488e-05         0.000632898         2.08725e-06         1.54541e-22         3.7594e-25          2.81902e-23         
0.725               1217.89             6.5731e-05          0.00015403          -9.96039e-05        0.00063662          2.07221e-06         1.70073e-22         4.19678e-25         3.12806e-23         
0.73                1219.55             6.65056e-05         0.000154926         -0.000101719        0.000640342         2.05736e-06         1.87065e-22         4.68216e-25         3.46896e-23         
0.735               1221.21             6.72847e-05         0.000155822         -0.000103835        0.000644062         2.04268e-06         2.05646e-22         5.22049e-25         3.84478e-23         
0.74                1222.86             6.80683e-05         0.000156718         -0.00010595         0.000647782         2.02817e-06         2.25954e-22         5.8172e-25          4.25889e-23         
0.745               1224.5              6.88564e-05         0.000157613         -0.000108064        0.0006515           2.01383e-06         2.48138e-22         6.47824e-25         4.71494e-23         
0.75                1226.14             6.96489e-05         0.000158509         -0.000110178        0.000655218         1.99966e-06         2.7236e-22          7.21014e-25         5.21691e-23         
0.755               1227.78             7.04459e-05         0.000159404         -0.000112291        0.000658934         1.98565e-06         2.98794e-22         8.02004e-25         5.76914e-23         
0.76                1229.41             7.12474e-05         0.000160299         -0.000114404        0.000662648         1.9718e-06          3.2763e-22          8.91576e-25         6.37633e-23         
0.765               1231.03             7.20534e-05         0.000161193         -0.000116516        0.000666361         1.95811e-06         3.59069e-22         9.90586e-25         7.04363e-23         
0.77                1232.65             7.28638e-05         0.000162087         -0.000118626        0.000670072         1.94457e-06         3.93332e-22         1.09997e-24         7.7766e-23          
0.775               1234.27             7.36787e-05         0.00016298          -0.000120736        0.000673781         1.93117e-06         4.30655e-22         1.22075e-24         8.58131e-23         
0.78                1235.88             7.44981e-05         0.000163873         -0.000122845        0.000677488         1.91793e-06         4.71292e-22         1.35404e-24         9.46434e-23         
0.785               1237.49             7.53219e-05         0.000164766         -0.000124952        0.000681192         1.90482e-06         5.15517e-22         1.50106e-24         1.04328e-22         
0.79                1239.1              7.61502e-05         0.000165657         -0.000127058        0.000684894         1.89186e-06         5.63628e-22         1.66315e-24         1.14945e-22         
0.795               1240.7              7.69829e-05         0.000166548         -0.000129162        0.000688593         1.87903e-06         6.1594e-22          1.84175e-24         1.26579e-22         
0.8                 1242.29             7.78201e-05         0.000167439         -0.000131264        0.000692288         1.86634e-06         6.72797e-22         2.03844e-24         1.39319e-22         
0.805               1243.89             7.86618e-05         0.000168328         -0.000133365        0.00069598          1.85377e-06         7.34567e-22         2.25496e-24         1.53267e-22         
0.81                1245.47             7.95079e-05         0.000169217         -0.000135464        0.000699669         1.84134e-06         8.01645e-22         2.49318e-24         1.68527e-22         
0.815               1247.06             8.03584e-05         0.000170105         -0.00013756         0.000703354         1.82903e-06         8.74457e-22         2.75515e-24         1.85217e-22         
0.82                1248.64             8.12133e-05         0.000170992         -0.000139655        0.000707034         1.81684e-06         9.5346e-22          3.0431e-24          2.03462e-22         
0.825               1250.21             8.20727e-05         0.000171877         -0.000141747        0.00071071          1.80478e-06         1.03914e-21         3.35945e-24         2.23398e-22         
0.83                1251.78             8.29365e-05         0.000172762         -0.000143836        0.000714382         1.79283e-06         1.13204e-21         3.70683e-24         2.45171e-22         
0.835               1253.35             8.38048e-05         0.000173645         -0.000145922        0.000718048         1.781e-06           1.2327e-21          4.08811e-24         2.68941e-22         
0.84                1254.91             8.46774e-05         0.000174528         -0.000148006        0.000721709         1.76927e-06         1.34175e-21         4.50641e-24         2.94878e-22         
0.845               1256.47             8.55544e-05         0.000175408         -0.000150086        0.000725364         1.75766e-06         1.45983e-21         4.96511e-24         3.2317e-22          
0.85                1258.03             8.64359e-05         0.000176288         -0.000152163        0.000729014         1.74616e-06         1.58763e-21         5.46787e-24         3.54015e-22         
0.855               1259.58             8.73217e-05         0.000177166         -0.000154236        0.000732657         1.73475e-06         1.72592e-21         6.01868e-24         3.8763e-22          
0.86                1261.13             8.82119e-05         0.000178042         -0.000156306        0.000736293         1.72346e-06         1.87548e-21         6.62186e-24         4.24249e-22         
0.865               1262.67             8.91065e-05         0.000178916         -0.000158372        0.000739922         1.71226e-06         2.03717e-21         7.2821e-24          4.64122e-22         
0.87                1264.21             9.00054e-05         0.000179789         -0.000160433        0.000743544         1.70115e-06         2.21191e-21         8.00447e-24         5.07521e-22         
0.875               1265.75             9.09087e-05         0.00018066          -0.00016249         0.000747157         1.69015e-06         2.40069e-21         8.79449e-24         5.54739e-22         
0.88                1267.29             9.18164e-05         0.000181529         -0.000164542        0.000750763         1.67923e-06         2.60456e-21         9.6581e-24          6.06091e-22         
0.885               1268.82             9.27284e-05         0.000182395         -0.00016659         0.000754359         1.66841e-06         2.82463e-21         1.06018e-23         6.61915e-22         
0.89                1270.34             9.36447e-05         0.00018326          -0.000168632        0.000757947         1.65767e-06         3.06212e-21         1.16325e-23         7.22578e-22         
0.895               1271.86             9.45653e-05         0.000184122         -0.000170669        0.000761525         1.64702e-06         3.3183e-21          1.27578e-23         7.88473e-22         
0.9                 1273.38             9.54902e-05         0.000184982         -0.000172699        0.000765092         1.63645e-06         3.59455e-21         1.39858e-23         8.60022e-22         
0.905               1274.9              9.64194e-05         0.000185839         -0.000174724        0.000768649         1.62596e-06         3.89234e-21         1.53255e-23         9.37681e-22         
0.91                1276.41             9.73529e-05         0.000186694         -0.000176743        0.000772195         1.61555e-06         4.21322e-21         1.67862e-23         1.02194e-21         
0.915               1277.92             9.82906e-05         0.000187545         -0.000178755        0.000775729         1.60522e-06         4.55888e-21         1.83785e-23         1.11332e-21         
0.92                1279.42             9.92325e-05         0.000188394         -0.00018076         0.000779251         1.59496e-06         4.9311e-21          2.01133e-23         1.21239e-21         
0.925               1280.93             0.000100179         0.00018924          -0.000182757        0.000782759         1.58478e-06         5.33176e-21         2.20027e-23         1.31976e-21         
0.93                1282.42             0.000101129         0.000190082         -0.000184748        0.000786255         1.57467e-06         5.76292e-21         2.40596e-23         1.43608e-21         
0.935               1283.92             0.000102084         0.000190921         -0.00018673         0.000789736         1.56462e-06         6.22673e-21         2.62981e-23         1.56205e-21         
0.94                1285.41             0.000103043         0.000191757         -0.000188703        0.000793203         1.55464e-06         6.72549e-21         2.87332e-23         1.69841e-21         
0.945               1286.9              0.000104005         0.000192589         -0.000190669        0.000796655         1.54472e-06         7.26166e-21         3.13812e-23         1.84598e-21         
0.95                1288.38             0.000104973         0.000193417         -0.000192625        0.000800091         1.53487e-06         7.83786e-21         3.42595e-23         2.00561e-21         
0.955               1289.87             0.000105944         0.000194241         -0.000194571        0.00080351          1.52508e-06         8.45687e-21         3.73871e-23         2.17824e-21         
0.96                1291.34             0.000106919         0.000195061         -0.000196508        0.000806911         1.51534e-06         9.12167e-21         4.07843e-23         2.36484e-21         
0.965               1292.82             0.000107898         0.000195876         -0.000198435        0.000810295         1.50566e-06         9.83541e-21         4.44729e-23         2.5665e-21          
0.97                1294.29             0.000108882         0.000196687         -0.00020035         0.00081366          1.49604e-06         1.06014e-20         4.84765e-23         2.78433e-21         
0.975               1295.76             0.000109869         0.000197493         -0.000202255        0.000817005         1.48646e-06         1.14234e-20         5.28204e-23         3.01957e-21         
0.98                1297.23             0.000110861         0.000198295         -0.000204148        0.00082033          1.47694e-06         1.23049e-20         5.75318e-23         3.27352e-21         
