0 0.000352832 0.000176416 8.82079e-05 
0 0.00027671 0.000138355 6.91775e-05 
0 0.000278543 0.000139272 6.96358e-05 
0 0.000290087 0.000145043 7.25216e-05 
0 0.000303339 0.000151669 7.58347e-05 
0 0.000316516 0.000158258 7.9129e-05 
0 0.000329129 0.000164564 8.22822e-05 
0 0.000341057 0.000170529 8.52643e-05 
0 0.000352301 0.000176151 8.80753e-05 
0 0.000362902 0.000181451 9.07254e-05 
0 0.000372911 0.000186456 9.32278e-05 
0 0.000382383 0.000191192 9.55958e-05 
0 0.000391367 0.000195683 9.78417e-05 
0 0.000399907 0.000199954 9.99769e-05 
0 0.000408045 0.000204022 0.000102011 
0 0.000415814 0.000207907 0.000103953 
0 0.000423246 0.000211623 0.000105812 
0 0.000430369 0.000215185 0.000107592 
0 0.000437208 0.000218604 0.000109302 
0 0.000443784 0.000221892 0.000110946 
0 0.000450116 0.000225058 0.000112529 
0 0.000456223 0.000228112 0.000114056 
0 0.00046212 0.00023106 0.00011553 
0 0.00046782 0.00023391 0.000116955 
0 0.000473336 0.000236668 0.000118334 
0 0.000478681 0.000239341 0.00011967 
0 0.000483864 0.000241932 0.000120966 
0 0.000488896 0.000244448 0.000122224 
0 0.000493784 0.000246892 0.000123446 
0 0.000498536 0.000249268 0.000124634 
0 0.000503161 0.000251581 0.00012579 
0 0.000507665 0.000253833 0.000126916 
0 0.000512054 0.000256027 0.000128014 
0 0.000516334 0.000258167 0.000129083 
0 0.00052051 0.000260255 0.000130127 
0 0.000524587 0.000262293 0.000131147 
0 0.00052857 0.000264285 0.000132142 
0 0.000532463 0.000266231 0.000133116 
0 0.00053627 0.000268135 0.000134068 
0 0.000539995 0.000269997 0.000134999 
0 0.000543641 0.000271821 0.00013591 
0 0.000547212 0.000273606 0.000136803 
0 0.000550711 0.000275355 0.000137678 
0 0.00055414 0.00027707 0.000138535 
0 0.000557502 0.000278751 0.000139375 
0 0.0005608 0.0002804 0.0001402 
0 0.000564037 0.000282018 0.000141009 
0 0.000567214 0.000283607 0.000141803 
0 0.000570333 0.000285167 0.000142583 
0 0.000573398 0.000286699 0.000143349 
0 0.000576409 0.000288205 0.000144102 
0 0.000579369 0.000289684 0.000144842 
0 0.000582279 0.000291139 0.00014557 
0 0.000585141 0.00029257 0.000146285 
0 0.000587956 0.000293978 0.000146989 
0 0.000590727 0.000295363 0.000147682 
0 0.000593453 0.000296727 0.000148363 
0 0.000596138 0.000298069 0.000149034 
0 0.000598781 0.000299391 0.000149695 
0 0.000601385 0.000300693 0.000150346 
0 0.000603951 0.000301975 0.000150988 
0 0.000606479 0.000303239 0.00015162 
0 0.00060897 0.000304485 0.000152243 
0 0.000611427 0.000305713 0.000152857 
0 0.000613849 0.000306924 0.000153462 
0 0.000616237 0.000308119 0.000154059 
0 0.000618594 0.000309297 0.000154648 
0 0.000620918 0.000310459 0.00015523 
0 0.000623212 0.000311606 0.000155803 
0 0.000625476 0.000312738 0.000156369 
0 0.000627711 0.000313856 0.000156928 
0 0.000629918 0.000314959 0.000157479 
0 0.000632096 0.000316048 0.000158024 
0 0.000634248 0.000317124 0.000158562 
0 0.000636373 0.000318187 0.000159093 
0 0.000638473 0.000319237 0.000159618 
0 0.000640548 0.000320274 0.000160137 
0 0.000642598 0.000321299 0.000160649 
0 0.000644624 0.000322312 0.000161156 
0 0.000646626 0.000323313 0.000161657 
0 0.000648606 0.000324303 0.000162152 
0 0.000650564 0.000325282 0.000162641 
0 0.000652499 0.00032625 0.000163125 
0 0.000654414 0.000327207 0.000163603 
0 0.000656307 0.000328154 0.000164077 
0 0.00065818 0.00032909 0.000164545 
0 0.000660033 0.000330017 0.000165008 
0 0.000661866 0.000330933 0.000165467 
0 0.000663681 0.00033184 0.00016592 
0 0.000665476 0.000332738 0.000166369 
0 0.000667253 0.000333627 0.000166813 
0 0.000669012 0.000334506 0.000167253 
0 0.000670753 0.000335377 0.000167688 
0 0.000672477 0.000336239 0.000168119 
0 0.000674184 0.000337092 0.000168546 
0 0.000675875 0.000337937 0.000168969 
0 0.000677549 0.000338774 0.000169387 
0 0.000679207 0.000339603 0.000169802 
0 0.000680849 0.000340424 0.000170212 
0 0.000682476 0.000341238 0.000170619 
0 0.000684088 0.000342044 0.000171022 
0 0.000685684 0.000342842 0.000171421 
0 0.000687267 0.000343633 0.000171817 
0 0.000688835 0.000344417 0.000172209 
0 0.000690388 0.000345194 0.000172597 
0 0.000691928 0.000345964 0.000172982 
0 0.000693455 0.000346727 0.000173364 
0 0.000694968 0.000347484 0.000173742 
0 0.000696468 0.000348234 0.000174117 
0 0.000697955 0.000348977 0.000174489 
0 0.000699429 0.000349715 0.000174857 
0 0.000700891 0.000350445 0.000175223 
0 0.000702341 0.00035117 0.000175585 
0 0.000703778 0.000351889 0.000175945 
0 0.000705204 0.000352602 0.000176301 
0 0.000706618 0.000353309 0.000176654 
0 0.00070802 0.00035401 0.000177005 
0 0.000709411 0.000354706 0.000177353 
