3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
6e+02 5e+02 5e+02 4e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
7e+02 6e+02 6e+02 5e+02 4e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
8e+02 7e+02 7e+02 6e+02 5e+02 4e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
9e+02 8e+02 7e+02 7e+02 6e+02 5e+02 4e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
9e+02 9e+02 8e+02 7e+02 6e+02 5e+02 4e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
1e+03 1e+03 9e+02 8e+02 7e+02 6e+02 5e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
1e+03 1e+03 9e+02 8e+02 7e+02 6e+02 5e+02 4e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
1e+03 1e+03 1e+03 9e+02 8e+02 7e+02 6e+02 5e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
1e+03 1e+03 1e+03 9e+02 8e+02 7e+02 6e+02 5e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
1e+03 1e+03 1e+03 9e+02 8e+02 7e+02 6e+02 5e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
1e+03 1e+03 1e+03 9e+02 9e+02 8e+02 6e+02 5e+02 4e+02 4e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02 3e+02
