t [s] , T [K] , Xfront [mm] , sdot [mm/s] , dodt [kg/m^2s] , dcodt [kg/m^2s] , dco2dt [kg/m^2s] , dcdt [kg/m^2s] , dc2dt [kg/m^2s] , dc3dt [kg/m^2s]
44 , 3064.46 , 0.0469667 , 0.0022196 , 0.00464926 , 0.00206446 , 3.38673e-13 , 0.000360916 , 0.000510853 , 0.00218326
44.2 , 3065.47 , 0.0474123 , 0.00223657 , 0.00465002 , 0.0020643 , 3.36706e-13 , 0.000364189 , 0.000516186 , 0.00220484
44.4 , 3066.47 , 0.0478614 , 0.00225358 , 0.00465078 , 0.00206413 , 3.34765e-13 , 0.000367468 , 0.000521534 , 0.00222647
44.6 , 3067.46 , 0.0483138 , 0.00227062 , 0.00465154 , 0.00206397 , 3.32849e-13 , 0.000370751 , 0.000526897 , 0.00224815
44.8 , 3068.45 , 0.0487696 , 0.00228771 , 0.00465228 , 0.0020638 , 3.30959e-13 , 0.000374038 , 0.000532275 , 0.00226988
45 , 3069.43 , 0.0492289 , 0.00230483 , 0.00465303 , 0.00206364 , 3.29093e-13 , 0.00037733 , 0.000537667 , 0.00229165
45.2 , 3070.4 , 0.0496916 , 0.00232198 , 0.00465377 , 0.00206348 , 3.27251e-13 , 0.000380627 , 0.000543073 , 0.00231347
45.4 , 3071.37 , 0.0501577 , 0.00233918 , 0.0046545 , 0.00206332 , 3.25432e-13 , 0.000383927 , 0.000548493 , 0.00233534
45.6 , 3072.33 , 0.0506273 , 0.00235641 , 0.00465523 , 0.00206316 , 3.23637e-13 , 0.000387232 , 0.000553928 , 0.00235725
45.8 , 3073.29 , 0.0511003 , 0.00237367 , 0.00465595 , 0.00206301 , 3.21865e-13 , 0.000390541 , 0.000559376 , 0.0023792
46 , 3074.24 , 0.0515768 , 0.00239097 , 0.00465667 , 0.00206285 , 3.20115e-13 , 0.000393854 , 0.000564837 , 0.0024012
46.2 , 3075.18 , 0.0520567 , 0.0024083 , 0.00465738 , 0.0020627 , 3.18388e-13 , 0.000397171 , 0.000570312 , 0.00242324
46.4 , 3076.11 , 0.0525401 , 0.00242567 , 0.00465809 , 0.00206254 , 3.16681e-13 , 0.000400492 , 0.000575801 , 0.00244532
46.6 , 3077.04 , 0.053027 , 0.00244307 , 0.00465879 , 0.00206239 , 3.14996e-13 , 0.000403817 , 0.000581302 , 0.00246745
46.8 , 3077.97 , 0.0535174 , 0.0024605 , 0.00465949 , 0.00206224 , 3.13332e-13 , 0.000407146 , 0.000586817 , 0.00248961
47 , 3078.88 , 0.0540112 , 0.00247797 , 0.00466019 , 0.00206209 , 3.11688e-13 , 0.000410478 , 0.000592344 , 0.00251182
47.2 , 3079.8 , 0.0545086 , 0.00249547 , 0.00466088 , 0.00206194 , 3.10064e-13 , 0.000413814 , 0.000597884 , 0.00253407
47.4 , 3080.7 , 0.0550094 , 0.002513 , 0.00466156 , 0.0020618 , 3.08459e-13 , 0.000417153 , 0.000603437 , 0.00255635
47.6 , 3081.6 , 0.0555138 , 0.00253056 , 0.00466225 , 0.00206165 , 3.06875e-13 , 0.000420495 , 0.000609002 , 0.00257868
47.8 , 3082.5 , 0.0560217 , 0.00254815 , 0.00466292 , 0.00206151 , 3.05309e-13 , 0.000423841 , 0.000614579 , 0.00260104
48 , 3083.39 , 0.0565331 , 0.00256577 , 0.00466359 , 0.00206136 , 3.03762e-13 , 0.00042719 , 0.000620168 , 0.00262344
48.2 , 3084.27 , 0.057048 , 0.00258342 , 0.00466426 , 0.00206122 , 3.02233e-13 , 0.000430543 , 0.000625769 , 0.00264588
48.4 , 3085.15 , 0.0575664 , 0.0026011 , 0.00466493 , 0.00206108 , 3.00722e-13 , 0.000433898 , 0.000631382 , 0.00266835
48.6 , 3086.02 , 0.0580884 , 0.00261881 , 0.00466559 , 0.00206094 , 2.99229e-13 , 0.000437256 , 0.000637006 , 0.00269086
48.8 , 3086.89 , 0.058614 , 0.00263654 , 0.00466624 , 0.0020608 , 2.97754e-13 , 0.000440617 , 0.000642641 , 0.0027134
49 , 3087.75 , 0.0591431 , 0.0026543 , 0.00466689 , 0.00206066 , 2.96295e-13 , 0.000443981 , 0.000648288 , 0.00273598
49.2 , 3088.6 , 0.0596757 , 0.00267209 , 0.00466754 , 0.00206052 , 2.94854e-13 , 0.000447348 , 0.000653945 , 0.00275859
49.4 , 3089.46 , 0.0602119 , 0.00268991 , 0.00466818 , 0.00206038 , 2.93429e-13 , 0.000450717 , 0.000659614 , 0.00278124
49.6 , 3090.3 , 0.0607517 , 0.00270775 , 0.00466882 , 0.00206025 , 2.9202e-13 , 0.000454089 , 0.000665293 , 0.00280392
49.8 , 3091.14 , 0.0612951 , 0.00272562 , 0.00466946 , 0.00206011 , 2.90628e-13 , 0.000457464 , 0.000670983 , 0.00282663
50 , 3091.98 , 0.061842 , 0.00274352 , 0.00467009 , 0.00205998 , 2.89251e-13 , 0.000460841 , 0.000676683 , 0.00284937
50.2 , 3092.81 , 0.0623925 , 0.00276143 , 0.00467071 , 0.00205985 , 2.8789e-13 , 0.00046422 , 0.000682394 , 0.00287214
50.4 , 3093.63 , 0.0629466 , 0.00277938 , 0.00467134 , 0.00205972 , 2.86544e-13 , 0.000467602 , 0.000688115 , 0.00289494
50.6 , 3094.45 , 0.0635043 , 0.00279735 , 0.00467196 , 0.00205959 , 2.85213e-13 , 0.000470985 , 0.000693846 , 0.00291778
50.8 , 3095.27 , 0.0640655 , 0.00281534 , 0.00467257 , 0.00205946 , 2.83897e-13 , 0.000474371 , 0.000699586 , 0.00294064
51 , 3096.08 , 0.0646304 , 0.00283335 , 0.00467318 , 0.00205933 , 2.82595e-13 , 0.000477759 , 0.000705336 , 0.00296353
51.2 , 3096.89 , 0.0651989 , 0.00285138 , 0.00467379 , 0.0020592 , 2.81308e-13 , 0.000481149 , 0.000711096 , 0.00298645
51.4 , 3097.69 , 0.065771 , 0.00286944 , 0.0046744 , 0.00205907 , 2.80035e-13 , 0.000484541 , 0.000716865 , 0.00300939
51.6 , 3098.48 , 0.0663467 , 0.00288752 , 0.004675 , 0.00205895 , 2.78775e-13 , 0.000487935 , 0.000722643 , 0.00303236
51.8 , 3099.27 , 0.066926 , 0.00290562 , 0.00467559 , 0.00205882 , 2.7753e-13 , 0.00049133 , 0.00072843 , 0.00305536
52 , 3100.06 , 0.067509 , 0.00292374 , 0.00467619 , 0.0020587 , 2.76298e-13 , 0.000494727 , 0.000734226 , 0.00307838
52.2 , 3100.84 , 0.0680955 , 0.00294188 , 0.00467678 , 0.00205857 , 2.75079e-13 , 0.000498126 , 0.00074003 , 0.00310143
52.4 , 3101.62 , 0.0686857 , 0.00296004 , 0.00467736 , 0.00205845 , 2.73873e-13 , 0.000501526 , 0.000745844 , 0.00312451
52.6 , 3102.39 , 0.0692796 , 0.00297822 , 0.00467795 , 0.00205833 , 2.7268e-13 , 0.000504928 , 0.000751666 , 0.00314761
52.8 , 3103.16 , 0.069877 , 0.00299642 , 0.00467853 , 0.00205821 , 2.71499e-13 , 0.000508331 , 0.000757496 , 0.00317073
53 , 3103.93 , 0.0704781 , 0.00301464 , 0.0046791 , 0.00205809 , 2.70332e-13 , 0.000511736 , 0.000763335 , 0.00319387
53.2 , 3104.69 , 0.0710829 , 0.00303287 , 0.00467967 , 0.00205797 , 2.69176e-13 , 0.000515142 , 0.000769181 , 0.00321704
53.4 , 3105.44 , 0.0716913 , 0.00305113 , 0.00468024 , 0.00205785 , 2.68032e-13 , 0.000518549 , 0.000775036 , 0.00324023
53.6 , 3106.19 , 0.0723034 , 0.0030694 , 0.00468081 , 0.00205773 , 2.669e-13 , 0.000521957 , 0.000780898 , 0.00326344
53.8 , 3106.94 , 0.0729191 , 0.00308769 , 0.00468137 , 0.00205762 , 2.6578e-13 , 0.000525366 , 0.000786767 , 0.00328668
54 , 3107.68 , 0.0735385 , 0.00310599 , 0.00468193 , 0.0020575 , 2.64672e-13 , 0.000528776 , 0.000792645 , 0.00330993
54.2 , 3108.42 , 0.0741615 , 0.00312431 , 0.00468249 , 0.00205738 , 2.63575e-13 , 0.000532188 , 0.000798529 , 0.0033332
54.4 , 3109.15 , 0.0747882 , 0.00314265 , 0.00468304 , 0.00205727 , 2.62489e-13 , 0.0005356 , 0.000804421 , 0.00335649
54.6 , 3109.88 , 0.0754186 , 0.003161 , 0.00468359 , 0.00205716 , 2.61414e-13 , 0.000539012 , 0.000810319 , 0.0033798
54.8 , 3110.61 , 0.0760526 , 0.00317936 , 0.00468414 , 0.00205704 , 2.60351e-13 , 0.000542426 , 0.000816224 , 0.00340313
55 , 3111.33 , 0.0766904 , 0.00319774 , 0.00468468 , 0.00205693 , 2.59297e-13 , 0.00054584 , 0.000822136 , 0.00342648
55.2 , 3112.05 , 0.0773318 , 0.00321614 , 0.00468522 , 0.00205682 , 2.58255e-13 , 0.000549255 , 0.000828055 , 0.00344984
55.4 , 3112.76 , 0.0779768 , 0.00323454 , 0.00468576 , 0.00205671 , 2.57223e-13 , 0.00055267 , 0.00083398 , 0.00347322
55.6 , 3113.47 , 0.0786256 , 0.00325296 , 0.00468629 , 0.0020566 , 2.56201e-13 , 0.000556086 , 0.000839912 , 0.00349661
55.8 , 3114.18 , 0.079278 , 0.0032714 , 0.00468682 , 0.00205649 , 2.55189e-13 , 0.000559502 , 0.00084585 , 0.00352003
56 , 3114.88 , 0.0799342 , 0.00328984 , 0.00468735 , 0.00205638 , 2.54188e-13 , 0.000562919 , 0.000851794 , 0.00354346
56.2 , 3115.58 , 0.080594 , 0.0033083 , 0.00468788 , 0.00205627 , 2.53196e-13 , 0.000566336 , 0.000857744 , 0.0035669
56.4 , 3116.27 , 0.0812575 , 0.00332677 , 0.0046884 , 0.00205616 , 2.52214e-13 , 0.000569753 , 0.000863699 , 0.00359036
56.6 , 3116.96 , 0.0819247 , 0.00334526 , 0.00468892 , 0.00205606 , 2.51241e-13 , 0.000573171 , 0.000869661 , 0.00361383
56.8 , 3117.65 , 0.0825956 , 0.00336375 , 0.00468944 , 0.00205595 , 2.50278e-13 , 0.000576588 , 0.000875628 , 0.00363731
57 , 3118.33 , 0.0832702 , 0.00338225 , 0.00468995 , 0.00205585 , 2.49324e-13 , 0.000580006 , 0.000881601 , 0.00366081
57.2 , 3119.01 , 0.0839485 , 0.00340076 , 0.00469046 , 0.00205574 , 2.48379e-13 , 0.000583423 , 0.000887578 , 0.00368432
57.4 , 3119.69 , 0.0846306 , 0.00341929 , 0.00469097 , 0.00205564 , 2.47444e-13 , 0.000586841 , 0.000893561 , 0.00370784
57.6 , 3120.36 , 0.0853163 , 0.00343782 , 0.00469147 , 0.00205553 , 2.46517e-13 , 0.000590258 , 0.000899549 , 0.00373138
57.8 , 3121.03 , 0.0860057 , 0.00345636 , 0.00469197 , 0.00205543 , 2.45599e-13 , 0.000593675 , 0.000905542 , 0.00375492
58 , 3121.69 , 0.0866988 , 0.00347491 , 0.00469247 , 0.00205533 , 2.4469e-13 , 0.000597092 , 0.000911539 , 0.00377848
58.2 , 3122.35 , 0.0873957 , 0.00349347 , 0.00469297 , 0.00205523 , 2.4379e-13 , 0.000600509 , 0.000917541 , 0.00380204
58.4 , 3123.01 , 0.0880963 , 0.00351203 , 0.00469347 , 0.00205513 , 2.42898e-13 , 0.000603925 , 0.000923547 , 0.00382562
58.6 , 3123.67 , 0.0888005 , 0.0035306 , 0.00469396 , 0.00205503 , 2.42014e-13 , 0.000607341 , 0.000929558 , 0.0038492
58.8 , 3124.32 , 0.0895085 , 0.00354919 , 0.00469445 , 0.00205493 , 2.41139e-13 , 0.000610756 , 0.000935573 , 0.00387279
59 , 3124.96 , 0.0902202 , 0.00356777 , 0.00469493 , 0.00205483 , 2.40271e-13 , 0.000614171 , 0.000941593 , 0.00389639
59.2 , 3125.61 , 0.0909356 , 0.00358637 , 0.00469542 , 0.00205473 , 2.39412e-13 , 0.000617585 , 0.000947616 , 0.00392
59.4 , 3126.25 , 0.0916548 , 0.00360497 , 0.0046959 , 0.00205463 , 2.38561e-13 , 0.000620999 , 0.000953644 , 0.00394362
59.6 , 3126.89 , 0.0923776 , 0.00362358 , 0.00469637 , 0.00205454 , 2.37717e-13 , 0.000624412 , 0.000959675 , 0.00396724
59.8 , 3127.52 , 0.0931042 , 0.00364219 , 0.00469685 , 0.00205444 , 2.36881e-13 , 0.000627825 , 0.00096571 , 0.00399087
60 , 3128.15 , 0.0938345 , 0.00366081 , 0.00469732 , 0.00205435 , 2.36053e-13 , 0.000631236 , 0.000971749 , 0.00401451
60.2 , 3128.78 , 0.0945686 , 0.00367943 , 0.00469779 , 0.00205425 , 2.35232e-13 , 0.000634647 , 0.000977791 , 0.00403815
60.4 , 3129.4 , 0.0953063 , 0.00369805 , 0.00469826 , 0.00205416 , 2.34419e-13 , 0.000638057 , 0.000983836 , 0.0040618
60.6 , 3130.02 , 0.0960478 , 0.00371669 , 0.00469873 , 0.00205406 , 2.33613e-13 , 0.000641466 , 0.000989885 , 0.00408545
60.8 , 3130.64 , 0.096793 , 0.00373532 , 0.00469919 , 0.00205397 , 2.32815e-13 , 0.000644874 , 0.000995936 , 0.00410911
61 , 3131.25 , 0.097542 , 0.00375396 , 0.00469965 , 0.00205388 , 2.32023e-13 , 0.000648281 , 0.00100199 , 0.00413277
61.2 , 3131.86 , 0.0982946 , 0.0037726 , 0.00470011 , 0.00205378 , 2.31239e-13 , 0.000651687 , 0.00100805 , 0.00415644
61.4 , 3132.47 , 0.099051 , 0.00379124 , 0.00470057 , 0.00205369 , 2.30461e-13 , 0.000655091 , 0.00101411 , 0.00418011
61.6 , 3133.07 , 0.0998111 , 0.00380989 , 0.00470102 , 0.0020536 , 2.2969e-13 , 0.000658495 , 0.00102017 , 0.00420378
61.8 , 3133.68 , 0.100575 , 0.00382854 , 0.00470147 , 0.00205351 , 2.28927e-13 , 0.000661897 , 0.00102624 , 0.00422745
62 , 3134.27 , 0.101343 , 0.00384719 , 0.00470192 , 0.00205342 , 2.2817e-13 , 0.000665298 , 0.0010323 , 0.00425112
62.2 , 3134.87 , 0.102114 , 0.00386584 , 0.00470237 , 0.00205333 , 2.27419e-13 , 0.000668697 , 0.00103837 , 0.0042748
62.4 , 3135.46 , 0.102889 , 0.00388449 , 0.00470281 , 0.00205324 , 2.26675e-13 , 0.000672095 , 0.00104444 , 0.00429848
62.6 , 3136.05 , 0.103668 , 0.00390315 , 0.00470325 , 0.00205315 , 2.25938e-13 , 0.000675492 , 0.00105052 , 0.00432215
62.8 , 3136.64 , 0.10445 , 0.0039218 , 0.00470369 , 0.00205306 , 2.25206e-13 , 0.000678887 , 0.00105659 , 0.00434583
63 , 3137.22 , 0.105236 , 0.00394046 , 0.00470413 , 0.00205298 , 2.24482e-13 , 0.000682281 , 0.00106267 , 0.00436951
63.2 , 3137.8 , 0.106026 , 0.00395912 , 0.00470457 , 0.00205289 , 2.23763e-13 , 0.000685674 , 0.00106875 , 0.00439319
63.4 , 3138.38 , 0.10682 , 0.00397777 , 0.004705 , 0.0020528 , 2.23051e-13 , 0.000689064 , 0.00107483 , 0.00441687
63.6 , 3138.95 , 0.107618 , 0.00399643 , 0.00470543 , 0.00205272 , 2.22344e-13 , 0.000692454 , 0.00108092 , 0.00444055
63.8 , 3139.53 , 0.108419 , 0.00401508 , 0.00470586 , 0.00205263 , 2.21644e-13 , 0.000695841 , 0.001087 , 0.00446423
64 , 3140.1 , 0.109224 , 0.00403374 , 0.00470628 , 0.00205255 , 2.20949e-13 , 0.000699227 , 0.00109309 , 0.00448791
64.2 , 3140.66 , 0.110032 , 0.00405239 , 0.00470671 , 0.00205246 , 2.20261e-13 , 0.000702611 , 0.00109917 , 0.00451158
64.4 , 3141.22 , 0.110845 , 0.00407104 , 0.00470713 , 0.00205238 , 2.19578e-13 , 0.000705993 , 0.00110526 , 0.00453525
64.6 , 3141.79 , 0.111661 , 0.00408969 , 0.00470755 , 0.00205229 , 2.18901e-13 , 0.000709373 , 0.00111135 , 0.00455892
64.8 , 3142.34 , 0.11248 , 0.00410833 , 0.00470797 , 0.00205221 , 2.1823e-13 , 0.000712751 , 0.00111744 , 0.00458258
65 , 3142.9 , 0.113304 , 0.00412698 , 0.00470838 , 0.00205213 , 2.17564e-13 , 0.000716127 , 0.00112353 , 0.00460624
65.2 , 3143.45 , 0.114131 , 0.00414562 , 0.0047088 , 0.00205205 , 2.16904e-13 , 0.000719502 , 0.00112962 , 0.0046299
65.4 , 3144 , 0.114962 , 0.00416425 , 0.00470921 , 0.00205196 , 2.16249e-13 , 0.000722874 , 0.00113571 , 0.00465355
65.6 , 3144.55 , 0.115797 , 0.00418289 , 0.00470962 , 0.00205188 , 2.156e-13 , 0.000726244 , 0.00114181 , 0.00467719
65.8 , 3145.09 , 0.116635 , 0.00420152 , 0.00471003 , 0.0020518 , 2.14956e-13 , 0.000729612 , 0.0011479 , 0.00470084
66 , 3145.63 , 0.117478 , 0.00422014 , 0.00471043 , 0.00205172 , 2.14317e-13 , 0.000732977 , 0.00115399 , 0.00472447
66.2 , 3146.17 , 0.118324 , 0.00423876 , 0.00471084 , 0.00205164 , 2.13683e-13 , 0.000736341 , 0.00116009 , 0.00474811
66.4 , 3146.71 , 0.119173 , 0.00425738 , 0.00471124 , 0.00205156 , 2.13055e-13 , 0.000739703 , 0.00116618 , 0.00477173
66.6 , 3147.24 , 0.120026 , 0.004276 , 0.00471164 , 0.00205148 , 2.12431e-13 , 0.000743062 , 0.00117227 , 0.00479535
66.8 , 3147.77 , 0.120884 , 0.0042946 , 0.00471203 , 0.00205141 , 2.11813e-13 , 0.000746419 , 0.00117837 , 0.00481896
67 , 3148.3 , 0.121744 , 0.00431321 , 0.00471243 , 0.00205133 , 2.112e-13 , 0.000749773 , 0.00118446 , 0.00484257
67.2 , 3148.83 , 0.122609 , 0.00433181 , 0.00471282 , 0.00205125 , 2.10591e-13 , 0.000753126 , 0.00119055 , 0.00486617
67.4 , 3149.35 , 0.123477 , 0.0043504 , 0.00471321 , 0.00205117 , 2.09988e-13 , 0.000756475 , 0.00119665 , 0.00488976
67.6 , 3149.87 , 0.124349 , 0.00436899 , 0.0047136 , 0.0020511 , 2.09389e-13 , 0.000759823 , 0.00120274 , 0.00491335
67.8 , 3150.39 , 0.125225 , 0.00438757 , 0.00471399 , 0.00205102 , 2.08795e-13 , 0.000763168 , 0.00120883 , 0.00493692
68 , 3150.9 , 0.126104 , 0.00440614 , 0.00471438 , 0.00205094 , 2.08206e-13 , 0.00076651 , 0.00121492 , 0.00496049
68.2 , 3151.42 , 0.126987 , 0.00442471 , 0.00471476 , 0.00205087 , 2.07621e-13 , 0.00076985 , 0.00122101 , 0.00498405
68.4 , 3151.93 , 0.127874 , 0.00444327 , 0.00471514 , 0.00205079 , 2.07041e-13 , 0.000773187 , 0.0012271 , 0.0050076
68.6 , 3152.44 , 0.128764 , 0.00446182 , 0.00471552 , 0.00205072 , 2.06466e-13 , 0.000776521 , 0.00123319 , 0.00503114
68.8 , 3152.94 , 0.129659 , 0.00448036 , 0.0047159 , 0.00205065 , 2.05895e-13 , 0.000779853 , 0.00123928 , 0.00505466
69 , 3153.45 , 0.130557 , 0.0044989 , 0.00471628 , 0.00205057 , 2.05329e-13 , 0.000783182 , 0.00124537 , 0.00507818
69.2 , 3153.95 , 0.131458 , 0.00451743 , 0.00471665 , 0.0020505 , 2.04767e-13 , 0.000786508 , 0.00125145 , 0.00510169
69.4 , 3154.45 , 0.132364 , 0.00453595 , 0.00471703 , 0.00205042 , 2.04209e-13 , 0.000789832 , 0.00125754 , 0.00512519
69.6 , 3154.94 , 0.133273 , 0.00455446 , 0.0047174 , 0.00205035 , 2.03656e-13 , 0.000793152 , 0.00126362 , 0.00514868
69.8 , 3155.44 , 0.134185 , 0.00457297 , 0.00471777 , 0.00205028 , 2.03107e-13 , 0.00079647 , 0.0012697 , 0.00517215
70 , 3155.93 , 0.135102 , 0.00459146 , 0.00471814 , 0.00205021 , 2.02562e-13 , 0.000799785 , 0.00127578 , 0.00519561
