t [s]               T [K]               y_o                 y_co                y_co2               y_c                 y_c2                y_c3                y_o2                y_n2                y_n                 y_no                
0                   800                 0.0217              0                   0                   0                   0                   0                   0.08                0.375               0.0013              0.022               
0.005               814.871             0.0438615           0.000300642         7.52531e-05         4.05715e-37         5.7056e-42          3.75153e-39         0.15986             0.749343            0.00259772          0.0439615           
0.01                826.849             0.0438632           0.000307667         6.73115e-05         1.85349e-36         3.2681e-41          1.95388e-38         0.15986             0.749343            0.00259772          0.0439614           
0.015               836.964             0.0438625           0.000316297         6.1393e-05          6.4633e-36          1.37255e-40         7.58849e-38         0.159859            0.749341            0.00259772          0.0439614           
0.02                845.809             0.0438604           0.000325683         5.67365e-05         1.87983e-35         4.67988e-40         2.41999e-37         0.159859            0.749339            0.00259771          0.0439612           
0.025               853.74              0.0438574           0.000335456         5.29281e-05         4.80508e-35         1.37565e-39         6.70739e-37         0.159859            0.749337            0.0025977           0.0439611           
0.03                860.984             0.0438539           0.000345436         4.97239e-05         1.11534e-34         3.61973e-39         1.6742e-36          0.159858            0.749334            0.00259769          0.0439609           
0.035               867.693             0.04385             0.000355532         4.69701e-05         2.40214e-34         8.73944e-39         3.85243e-36         0.159857            0.749332            0.00259768          0.0439608           
0.04                873.97              0.0438458           0.000365691         4.45643e-05         4.87211e-34         1.96943e-38         8.30508e-36         0.159857            0.749329            0.00259767          0.0439606           
0.045               879.89              0.0438413           0.000375884         4.24352e-05         9.40573e-34         4.19336e-38         1.69691e-35         0.159856            0.749326            0.00259766          0.0439605           
0.05                885.511             0.0438367           0.000386092         4.05312e-05         1.74204e-33         8.5132e-38          3.31445e-35         0.159856            0.749323            0.00259765          0.0439603           
0.055               890.876             0.0438319           0.000396302         3.88137e-05         3.11411e-33         1.65937e-37         6.22942e-35         0.159855            0.74932             0.00259764          0.0439601           
0.06                896.016             0.0438271           0.000406508         3.72532e-05         5.39851e-33         3.12228e-37         1.13239e-34         0.159854            0.749317            0.00259763          0.0439599           
0.065               900.961             0.0438221           0.000416704         3.58265e-05         9.10998e-33         5.69591e-37         1.99912e-34         0.159854            0.749314            0.00259762          0.0439598           
0.07                905.732             0.0438171           0.000426888         3.45153e-05         1.50106e-32         1.01099e-36         3.43894e-34         0.159853            0.749311            0.00259761          0.0439596           
0.075               910.346             0.043812            0.000437057         3.33045e-05         2.42112e-32         1.75103e-36         5.78031e-34         0.159852            0.749308            0.0025976           0.0439594           
0.08                914.82              0.0438068           0.00044721          3.21819e-05         3.83086e-32         2.9666e-36          9.5152e-34          0.159852            0.749305            0.00259759          0.0439592           
0.085               919.166             0.0438016           0.000457348         3.11372e-05         5.95687e-32         4.92652e-36         1.537e-33           0.159851            0.749302            0.00259758          0.0439591           
0.09                923.395             0.0437963           0.000467469         3.01619e-05         9.11694e-32         8.03352e-36         2.44032e-33         0.15985             0.749299            0.00259757          0.0439589           
0.095               927.517             0.043791            0.000477574         2.92487e-05         1.3752e-31          1.2883e-35          3.81382e-33         0.15985             0.749296            0.00259756          0.0439587           
0.1                 931.54              0.0437857           0.000487663         2.83913e-05         2.04677e-31         2.03446e-35         5.87434e-33         0.159849            0.749293            0.00259755          0.0439585           
0.105               935.471             0.0437804           0.000497738         2.75844e-05         3.00885e-31         3.16744e-35         8.92732e-33         0.159849            0.74929             0.00259754          0.0439583           
0.11                939.317             0.043775            0.000507797         2.68234e-05         4.37266e-31         4.86677e-35         1.33989e-32         0.159848            0.749287            0.00259753          0.0439582           
0.115               943.083             0.0437696           0.000517843         2.6104e-05          6.28708e-31         7.38652e-35         1.9878e-32          0.159847            0.749284            0.00259752          0.043958            
0.12                946.775             0.0437642           0.000527876         2.54229e-05         8.9499e-31          1.10831e-34         2.91721e-32         0.159847            0.749281            0.00259751          0.0439578           
0.125               950.398             0.0437587           0.000537895         2.47768e-05         1.2622e-30          1.64518e-34         4.23793e-32         0.159846            0.749278            0.0025975           0.0439576           
0.13                953.954             0.0437533           0.000547903         2.41629e-05         1.76451e-30         2.41763e-34         6.09816e-32         0.159845            0.749275            0.00259748          0.0439574           
0.135               957.449             0.0437478           0.0005579           2.35787e-05         2.44643e-30         3.51919e-34         8.69654e-32         0.159845            0.749271            0.00259747          0.0439573           
0.14                960.885             0.0437423           0.000567886         2.3022e-05          3.36556e-30         5.077e-34           1.22975e-31         0.159844            0.749268            0.00259746          0.0439571           
0.145               964.266             0.0437368           0.000577863         2.24909e-05         4.59601e-30         7.26266e-34         1.72509e-31         0.159843            0.749265            0.00259745          0.0439569           
0.15                967.594             0.0437313           0.00058783          2.19834e-05         6.23269e-30         1.03063e-33         2.40168e-31         0.159843            0.749262            0.00259744          0.0439567           
0.155               970.873             0.0437258           0.000597788         2.14981e-05         8.39641e-30         1.45146e-33         3.31967e-31         0.159842            0.749259            0.00259743          0.0439565           
0.16                974.103             0.0437203           0.000607739         2.10333e-05         1.12403e-29         2.02941e-33         4.55728e-31         0.159841            0.749256            0.00259742          0.0439563           
0.165               977.289             0.0437147           0.000617682         2.05878e-05         1.49577e-29         2.81802e-33         6.21571e-31         0.159841            0.749253            0.00259741          0.0439562           
0.17                980.431             0.0437092           0.000627618         2.01604e-05         1.9791e-29          3.8875e-33          8.42525e-31         0.15984             0.74925             0.0025974           0.043956            
0.175               983.531             0.0437036           0.000637547         1.97499e-05         2.60439e-29         5.32938e-33         1.13528e-30         0.159839            0.749247            0.00259739          0.0439558           
0.18                986.592             0.0436981           0.000647471         1.93553e-05         3.40942e-29         7.26246e-33         1.52113e-30         0.159839            0.749244            0.00259738          0.0439556           
0.185               989.615             0.0436925           0.00065739          1.89756e-05         4.44109e-29         9.84016e-33         2.0271e-30          0.159838            0.74924             0.00259737          0.0439554           
0.19                992.602             0.0436869           0.000667303         1.86101e-05         5.75736e-29         1.32598e-32         2.68739e-30         0.159837            0.749237            0.00259736          0.0439553           
0.195               995.553             0.0436813           0.000677213         1.82579e-05         7.42962e-29         1.7774e-32          3.54506e-30         0.159837            0.749234            0.00259735          0.0439551           
0.2                 998.47              0.0436757           0.000687118         1.79182e-05         9.54549e-29         2.37048e-32         4.65415e-30         0.159836            0.749231            0.00259733          0.0439549           
0.205               1001.36             0.0436701           0.00069702          1.75905e-05         1.22122e-28         3.14613e-32         6.08222e-30         0.159835            0.749228            0.00259732          0.0439547           
0.21                1004.21             0.0436645           0.000706918         1.7274e-05          1.55604e-28         4.15611e-32         7.91341e-30         0.159835            0.749225            0.00259731          0.0439545           
0.215               1007.03             0.0436589           0.000716814         1.69682e-05         1.9749e-28          5.46565e-32         1.02522e-29         0.159834            0.749222            0.0025973           0.0439543           
0.22                1009.83             0.0436533           0.000726707         1.66725e-05         2.49706e-28         7.15668e-32         1.32278e-29         0.159833            0.749219            0.00259729          0.0439542           
0.225               1012.59             0.0436476           0.000736598         1.63865e-05         3.1458e-28          9.33175e-32         1.69996e-29         0.159833            0.749215            0.00259728          0.043954            
0.23                1015.33             0.043642            0.000746487         1.61097e-05         3.94917e-28         1.21188e-31         2.17636e-29         0.159832            0.749212            0.00259727          0.0439538           
0.235               1018.04             0.0436364           0.000756375         1.58415e-05         4.94088e-28         1.56769e-31         2.776e-29           0.159831            0.749209            0.00259726          0.0439536           
0.24                1020.73             0.0436307           0.000766262         1.55817e-05         6.16136e-28         2.02034e-31         3.52825e-29         0.159831            0.749206            0.00259725          0.0439534           
0.245               1023.39             0.0436251           0.000776148         1.53297e-05         7.65893e-28         2.59418e-31         4.46888e-29         0.15983             0.749203            0.00259724          0.0439532           
0.25                1026.03             0.0436194           0.000786033         1.50854e-05         9.49126e-28         3.31926e-31         5.64141e-29         0.159829            0.7492              0.00259723          0.0439531           
0.255               1028.65             0.0436138           0.000795918         1.48483e-05         1.17269e-27         4.23248e-31         7.09856e-29         0.159829            0.749197            0.00259722          0.0439529           
0.26                1031.24             0.0436081           0.000805803         1.4618e-05          1.44475e-27         5.37908e-31         8.90409e-29         0.159828            0.749194            0.0025972           0.0439527           
0.265               1033.81             0.0436024           0.000815688         1.43944e-05         1.77493e-27         6.81432e-31         1.11349e-28         0.159827            0.74919             0.00259719          0.0439525           
0.27                1036.36             0.0435967           0.000825574         1.41771e-05         2.17465e-27         8.60559e-31         1.38836e-28         0.159827            0.749187            0.00259718          0.0439523           
0.275               1038.89             0.0435911           0.00083546          1.39658e-05         2.65737e-27         1.08348e-30         1.72613e-28         0.159826            0.749184            0.00259717          0.0439521           
0.28                1041.4              0.0435854           0.000845347         1.37604e-05         3.23893e-27         1.36014e-30         2.1401e-28          0.159825            0.749181            0.00259716          0.043952            
0.285               1043.89             0.0435797           0.000855235         1.35605e-05         3.93793e-27         1.70256e-30         2.64617e-28         0.159825            0.749178            0.00259715          0.0439518           
0.29                1046.36             0.043574            0.000865124         1.33659e-05         4.7762e-27          2.12525e-30         3.26332e-28         0.159824            0.749175            0.00259714          0.0439516           
0.295               1048.81             0.0435683           0.000875015         1.31765e-05         5.77926e-27         2.64572e-30         4.01411e-28         0.159823            0.749172            0.00259713          0.0439514           
0.3                 1051.24             0.0435626           0.000884907         1.2992e-05          6.97696e-27         3.28497e-30         4.92534e-28         0.159823            0.749169            0.00259712          0.0439512           
0.305               1053.65             0.0435569           0.000894801         1.28122e-05         8.40407e-27         4.06821e-30         6.02877e-28         0.159822            0.749165            0.00259711          0.043951            
0.31                1056.05             0.0435512           0.000904697         1.2637e-05          1.01011e-26         5.02563e-30         7.36198e-28         0.159821            0.749162            0.0025971           0.0439509           
0.315               1058.43             0.0435455           0.000914595         1.24662e-05         1.2115e-26          6.19325e-30         8.96933e-28         0.159821            0.749159            0.00259708          0.0439507           
0.32                1060.8              0.0435397           0.000924495         1.22996e-05         1.45005e-26         7.61405e-30         1.09031e-27         0.15982             0.749156            0.00259707          0.0439505           
0.325               1063.15             0.043534            0.000934398         1.21371e-05         1.73207e-26         9.33913e-30         1.32248e-27         0.159819            0.749153            0.00259706          0.0439503           
0.33                1065.48             0.0435283           0.000944303         1.19785e-05         2.06488e-26         1.14292e-29         1.60066e-27         0.159819            0.74915             0.00259705          0.0439501           
0.335               1067.79             0.0435225           0.00095421          1.18237e-05         2.45691e-26         1.39561e-29         1.93331e-27         0.159818            0.749147            0.00259704          0.0439499           
0.34                1070.1              0.0435168           0.000964121         1.16725e-05         2.91789e-26         1.70051e-29         2.33036e-27         0.159817            0.749143            0.00259703          0.0439497           
0.345               1072.38             0.0435111           0.000974034         1.15249e-05         3.45903e-26         2.06767e-29         2.80335e-27         0.159817            0.74914             0.00259702          0.0439496           
0.35                1074.66             0.0435053           0.00098395          1.13806e-05         4.09319e-26         2.50894e-29         3.36581e-27         0.159816            0.749137            0.00259701          0.0439494           
0.355               1076.92             0.0434996           0.00099387          1.12397e-05         4.83516e-26         3.03827e-29         4.03345e-27         0.159815            0.749134            0.002597            0.0439492           
0.36                1079.16             0.0434938           0.00100379          1.11019e-05         5.70186e-26         3.67205e-29         4.82455e-27         0.159815            0.749131            0.00259699          0.043949            
0.365               1081.39             0.0434881           0.00101372          1.09672e-05         6.71269e-26         4.42953e-29         5.76035e-27         0.159814            0.749128            0.00259698          0.0439488           
0.37                1083.61             0.0434823           0.00102365          1.08354e-05         7.8898e-26          5.33323e-29         6.86545e-27         0.159813            0.749124            0.00259696          0.0439486           
0.375               1085.82             0.0434765           0.00103358          1.07066e-05         9.25851e-26         6.40951e-29         8.16835e-27         0.159813            0.749121            0.00259695          0.0439484           
0.38                1088.01             0.0434707           0.00104352          1.05805e-05         1.08476e-25         7.68914e-29         9.70199e-27         0.159812            0.749118            0.00259694          0.0439483           
0.385               1090.19             0.043465            0.00105346          1.04571e-05         1.26901e-25         9.20801e-29         1.15044e-26         0.159811            0.749115            0.00259693          0.0439481           
0.39                1092.36             0.0434592           0.0010634           1.03363e-05         1.48232e-25         1.10079e-28         1.36194e-26         0.159811            0.749112            0.00259692          0.0439479           
0.395               1094.52             0.0434534           0.00107335          1.0218e-05          1.72893e-25         1.31374e-28         1.60975e-26         0.15981             0.749109            0.00259691          0.0439477           
0.4                 1096.66             0.0434476           0.0010833           1.01022e-05         2.01368e-25         1.56529e-28         1.89968e-26         0.159809            0.749105            0.0025969           0.0439475           
0.405               1098.79             0.0434418           0.00109325          9.98876e-06         2.34201e-25         1.86198e-28         2.23839e-26         0.159808            0.749102            0.00259689          0.0439473           
0.41                1100.91             0.043436            0.00110321          9.87762e-06         2.72011e-25         2.21139e-28         2.63352e-26         0.159808            0.749099            0.00259688          0.0439471           
0.415               1103.02             0.0434302           0.00111317          9.76872e-06         3.15496e-25         2.62227e-28         3.09384e-26         0.159807            0.749096            0.00259687          0.043947            
0.42                1105.12             0.0434244           0.00112314          9.66199e-06         3.65446e-25         3.10475e-28         3.62936e-26         0.159806            0.749093            0.00259685          0.0439468           
0.425               1107.21             0.0434186           0.00113311          9.55736e-06         4.22752e-25         3.67048e-28         4.25155e-26         0.159806            0.74909             0.00259684          0.0439466           
0.43                1109.29             0.0434128           0.00114309          9.45478e-06         4.88417e-25         4.33292e-28         4.97347e-26         0.159805            0.749086            0.00259683          0.0439464           
0.435               1111.36             0.043407            0.00115307          9.35419e-06         5.63573e-25         5.10752e-28         5.81004e-26         0.159804            0.749083            0.00259682          0.0439462           
0.44                1113.42             0.0434012           0.00116305          9.25552e-06         6.49492e-25         6.01207e-28         6.77822e-26         0.159804            0.74908             0.00259681          0.043946            
0.445               1115.46             0.0433953           0.00117304          9.15873e-06         7.47603e-25         7.06697e-28         7.89734e-26         0.159803            0.749077            0.0025968           0.0439458           
0.45                1117.5              0.0433895           0.00118303          9.06376e-06         8.5951e-25          8.29561e-28         9.18934e-26         0.159802            0.749074            0.00259679          0.0439457           
0.455               1119.53             0.0433837           0.00119303          8.97057e-06         9.87015e-25         9.72479e-28         1.06791e-25         0.159802            0.74907             0.00259678          0.0439455           
0.46                1121.55             0.0433778           0.00120303          8.87909e-06         1.13213e-24         1.13852e-27         1.2395e-25          0.159801            0.749067            0.00259677          0.0439453           
0.465               1123.56             0.043372            0.00121303          8.7893e-06          1.29712e-24         1.33118e-27         1.4369e-25          0.1598              0.749064            0.00259676          0.0439451           
0.47                1125.56             0.0433662           0.00122304          8.70114e-06         1.48451e-24         1.55446e-27         1.66372e-25         0.1598              0.749061            0.00259674          0.0439449           
0.475               1127.55             0.0433603           0.00123306          8.61457e-06         1.69712e-24         1.81292e-27         1.92408e-25         0.159799            0.749058            0.00259673          0.0439447           
0.48                1129.53             0.0433545           0.00124307          8.52954e-06         1.93811e-24         2.11175e-27         2.22258e-25         0.159798            0.749054            0.00259672          0.0439445           
0.485               1131.5              0.0433486           0.0012531           8.44602e-06         2.21098e-24         2.45687e-27         2.56447e-25         0.159798            0.749051            0.00259671          0.0439443           
0.49                1133.47             0.0433427           0.00126312          8.36397e-06         2.51966e-24         2.85499e-27         2.95561e-25         0.159797            0.749048            0.0025967           0.0439441           
0.495               1135.43             0.0433369           0.00127316          8.28334e-06         2.8685e-24          3.31375e-27         3.40265e-25         0.159796            0.749045            0.00259669          0.043944            
0.5                 1137.37             0.043331            0.00128319          8.20411e-06         3.26238e-24         3.84179e-27         3.91305e-25         0.159796            0.749042            0.00259668          0.0439438           
0.505               1139.31             0.0433251           0.00129323          8.12624e-06         3.70669e-24         4.44893e-27         4.49518e-25         0.159795            0.749038            0.00259667          0.0439436           
0.51                1141.24             0.0433193           0.00130328          8.04969e-06         4.20742e-24         5.14628e-27         5.15847e-25         0.159794            0.749035            0.00259666          0.0439434           
0.515               1143.17             0.0433134           0.00131333          7.97443e-06         4.77123e-24         5.94642e-27         5.91351e-25         0.159793            0.749032            0.00259664          0.0439432           
0.52                1145.08             0.0433075           0.00132338          7.90043e-06         5.40552e-24         6.86354e-27         6.77214e-25         0.159793            0.749029            0.00259663          0.043943            
0.525               1146.99             0.0433016           0.00133344          7.82765e-06         6.11846e-24         7.91369e-27         7.74765e-25         0.159792            0.749026            0.00259662          0.0439428           
0.53                1148.89             0.0432957           0.0013435           7.75607e-06         6.91913e-24         9.11498e-27         8.85491e-25         0.159791            0.749022            0.00259661          0.0439426           
0.535               1150.78             0.0432899           0.00135357          7.68566e-06         7.81756e-24         1.04878e-26         1.01106e-24         0.159791            0.749019            0.0025966           0.0439425           
0.54                1152.66             0.043284            0.00136364          7.61639e-06         8.82485e-24         1.20551e-26         1.15332e-24         0.15979             0.749016            0.00259659          0.0439423           
0.545               1154.54             0.0432781           0.00137372          7.54824e-06         9.95326e-24         1.38429e-26         1.31436e-24         0.159789            0.749013            0.00259658          0.0439421           
0.55                1156.41             0.0432722           0.00138379          7.48116e-06         1.12163e-23         1.58801e-26         1.49648e-24         0.159789            0.749009            0.00259657          0.0439419           
0.555               1158.27             0.0432663           0.00139388          7.41515e-06         1.2629e-23          1.81994e-26         1.70229e-24         0.159788            0.749006            0.00259655          0.0439417           
0.56                1160.13             0.0432604           0.00140397          7.35018e-06         1.42078e-23         2.08375e-26         1.93464e-24         0.159787            0.749003            0.00259654          0.0439415           
0.565               1161.98             0.0432544           0.00141406          7.28621e-06         1.59708e-23         2.38355e-26         2.19676e-24         0.159787            0.749               0.00259653          0.0439413           
0.57                1163.82             0.0432485           0.00142415          7.22324e-06         1.79382e-23         2.72396e-26         2.49219e-24         0.159786            0.748997            0.00259652          0.0439411           
0.575               1165.65             0.0432426           0.00143425          7.16123e-06         2.01318e-23         3.11014e-26         2.82491e-24         0.159785            0.748993            0.00259651          0.0439409           
0.58                1167.48             0.0432367           0.00144436          7.10016e-06         2.25758e-23         3.54786e-26         3.19932e-24         0.159785            0.74899             0.0025965           0.0439407           
0.585               1169.3              0.0432308           0.00145447          7.04001e-06         2.52971e-23         4.04358e-26         3.6203e-24          0.159784            0.748987            0.00259649          0.0439406           
0.59                1171.12             0.0432248           0.00146458          6.98077e-06         2.83246e-23         4.60452e-26         4.09329e-24         0.159783            0.748984            0.00259648          0.0439404           
0.595               1172.93             0.0432189           0.00147469          6.9224e-06          3.16906e-23         5.23874e-26         4.62427e-24         0.159782            0.74898             0.00259647          0.0439402           
0.6                 1174.73             0.043213            0.00148481          6.8649e-06          3.54303e-23         5.95523e-26         5.21993e-24         0.159782            0.748977            0.00259645          0.04394             
0.605               1176.52             0.0432071           0.00149493          6.80824e-06         3.95823e-23         6.76402e-26         5.88761e-24         0.159781            0.748974            0.00259644          0.0439398           
0.61                1178.31             0.0432011           0.00150506          6.7524e-06          4.41888e-23         7.67626e-26         6.63549e-24         0.15978             0.748971            0.00259643          0.0439396           
0.615               1180.1              0.0431952           0.00151519          6.69737e-06         4.92963e-23         8.7044e-26          7.47258e-24         0.15978             0.748967            0.00259642          0.0439394           
0.62                1181.87             0.0431892           0.00152532          6.64312e-06         5.49554e-23         9.86226e-26         8.40882e-24         0.159779            0.748964            0.00259641          0.0439392           
0.625               1183.64             0.0431833           0.00153546          6.58965e-06         6.12215e-23         1.11652e-25         9.45524e-24         0.159778            0.748961            0.0025964           0.043939            
0.63                1185.41             0.0431773           0.00154559          6.53693e-06         6.81554e-23         1.26304e-25         1.0624e-23          0.159778            0.748958            0.00259639          0.0439388           
0.635               1187.17             0.0431714           0.00155573          6.48494e-06         7.58233e-23         1.42767e-25         1.19283e-23         0.159777            0.748954            0.00259638          0.0439387           
0.64                1188.92             0.0431654           0.00156588          6.43368e-06         8.42975e-23         1.61252e-25         1.33832e-23         0.159776            0.748951            0.00259636          0.0439385           
0.645               1190.67             0.0431595           0.00157602          6.38312e-06         9.3657e-23          1.81992e-25         1.50047e-23         0.159776            0.748948            0.00259635          0.0439383           
0.65                1192.41             0.0431535           0.00158617          6.33326e-06         1.03988e-22         2.05246e-25         1.68108e-23         0.159775            0.748945            0.00259634          0.0439381           
0.655               1194.15             0.0431476           0.00159632          6.28406e-06         1.15384e-22         2.31301e-25         1.88211e-23         0.159774            0.748941            0.00259633          0.0439379           
0.66                1195.88             0.0431416           0.00160647          6.23554e-06         1.27948e-22         2.60473e-25         2.10573e-23         0.159773            0.748938            0.00259632          0.0439377           
0.665               1197.6              0.0431357           0.00161663          6.18766e-06         1.41791e-22         2.93113e-25         2.35431e-23         0.159773            0.748935            0.00259631          0.0439375           
0.67                1199.32             0.0431297           0.00162678          6.14041e-06         1.57034e-22         3.29609e-25         2.63047e-23         0.159772            0.748932            0.0025963           0.0439373           
0.675               1201.04             0.0431238           0.00163694          6.09378e-06         1.7381e-22          3.70387e-25         2.93706e-23         0.159771            0.748928            0.00259629          0.0439371           
0.68                1202.75             0.0431178           0.0016471           6.04776e-06         1.92262e-22         4.15922e-25         3.27724e-23         0.159771            0.748925            0.00259627          0.0439369           
0.685               1204.45             0.0431118           0.00165726          6.00234e-06         2.12545e-22         4.66735e-25         3.65445e-23         0.15977             0.748922            0.00259626          0.0439368           
0.69                1206.15             0.0431059           0.00166742          5.9575e-06          2.34829e-22         5.234e-25           4.07246e-23         0.159769            0.748919            0.00259625          0.0439366           
0.695               1207.84             0.0430999           0.00167758          5.91323e-06         2.59299e-22         5.86551e-25         4.53541e-23         0.159769            0.748915            0.00259624          0.0439364           
0.7                 1209.53             0.0430939           0.00168774          5.86952e-06         2.86153e-22         6.56887e-25         5.04783e-23         0.159768            0.748912            0.00259623          0.0439362           
0.705               1211.21             0.043088            0.0016979           5.82636e-06         3.15609e-22         7.35177e-25         5.61467e-23         0.159767            0.748909            0.00259622          0.043936            
0.71                1212.89             0.043082            0.00170806          5.78373e-06         3.47902e-22         8.22264e-25         6.24134e-23         0.159767            0.748906            0.00259621          0.0439358           
0.715               1214.56             0.043076            0.00171821          5.74162e-06         3.83284e-22         9.19081e-25         6.93377e-23         0.159766            0.748902            0.00259619          0.0439356           
0.72                1216.23             0.0430701           0.00172837          5.70003e-06         4.22034e-22         1.02665e-24         7.69841e-23         0.159765            0.748899            0.00259618          0.0439354           
0.725               1217.89             0.0430641           0.00173853          5.65895e-06         4.64448e-22         1.14609e-24         8.54234e-23         0.159764            0.748896            0.00259617          0.0439352           
0.73                1219.55             0.0430581           0.00174868          5.61835e-06         5.1085e-22          1.27863e-24         9.47324e-23         0.159764            0.748893            0.00259616          0.043935            
0.735               1221.21             0.0430522           0.00175884          5.57824e-06         5.61589e-22         1.42564e-24         1.04995e-22         0.159763            0.748889            0.00259615          0.0439348           
0.74                1222.86             0.0430462           0.00176899          5.5386e-06          6.17043e-22         1.58858e-24         1.16303e-22         0.159762            0.748886            0.00259614          0.0439347           
0.745               1224.5              0.0430403           0.00177913          5.49942e-06         6.77621e-22         1.76909e-24         1.28757e-22         0.159762            0.748883            0.00259613          0.0439345           
0.75                1226.14             0.0430343           0.00178928          5.4607e-06          7.43764e-22         1.96895e-24         1.42464e-22         0.159761            0.74888             0.00259612          0.0439343           
0.755               1227.78             0.0430283           0.00179942          5.42242e-06         8.15948e-22         2.19011e-24         1.57544e-22         0.15976             0.748876            0.0025961           0.0439341           
0.76                1229.41             0.0430224           0.00180955          5.38457e-06         8.94688e-22         2.43471e-24         1.74124e-22         0.15976             0.748873            0.00259609          0.0439339           
0.765               1231.03             0.0430164           0.00181968          5.34715e-06         9.80538e-22         2.70507e-24         1.92346e-22         0.159759            0.74887             0.00259608          0.0439337           
0.77                1232.65             0.0430105           0.00182981          5.31015e-06         1.0741e-21          3.00376e-24         2.12361e-22         0.159758            0.748867            0.00259607          0.0439335           
0.775               1234.27             0.0430045           0.00183993          5.27355e-06         1.17601e-21         3.33356e-24         2.34334e-22         0.159758            0.748863            0.00259606          0.0439333           
0.78                1235.88             0.0429986           0.00185004          5.23736e-06         1.28698e-21         3.69753e-24         2.58446e-22         0.159757            0.74886             0.00259605          0.0439331           
0.785               1237.49             0.0429926           0.00186015          5.20155e-06         1.40774e-21         4.09899e-24         2.84892e-22         0.159756            0.748857            0.00259604          0.0439329           
0.79                1239.1              0.0429867           0.00187025          5.16612e-06         1.53911e-21         4.54158e-24         3.13883e-22         0.159755            0.748854            0.00259603          0.0439327           
0.795               1240.7              0.0429808           0.00188034          5.13107e-06         1.68195e-21         5.02926e-24         3.45649e-22         0.159755            0.74885             0.00259601          0.0439326           
0.8                 1242.29             0.0429748           0.00189043          5.09639e-06         1.8372e-21          5.56636e-24         3.80439e-22         0.159754            0.748847            0.002596            0.0439324           
0.805               1243.89             0.0429689           0.0019005           5.06206e-06         2.00587e-21         6.15758e-24         4.18522e-22         0.159753            0.748844            0.00259599          0.0439322           
0.81                1245.47             0.042963            0.00191056          5.02809e-06         2.18903e-21         6.80806e-24         4.60192e-22         0.159753            0.748841            0.00259598          0.043932            
0.815               1247.06             0.0429571           0.00192062          4.99446e-06         2.38784e-21         7.52338e-24         5.05764e-22         0.159752            0.748838            0.00259597          0.0439318           
0.82                1248.64             0.0429512           0.00193066          4.96116e-06         2.60356e-21         8.30963e-24         5.55582e-22         0.159751            0.748834            0.00259596          0.0439316           
0.825               1250.21             0.0429453           0.00194069          4.92819e-06         2.83752e-21         9.17342e-24         6.10017e-22         0.159751            0.748831            0.00259595          0.0439314           
0.83                1251.78             0.0429394           0.00195071          4.89554e-06         3.09116e-21         1.0122e-23          6.69469e-22         0.15975             0.748828            0.00259594          0.0439312           
0.835               1253.35             0.0429335           0.00196071          4.86321e-06         3.36603e-21         1.1163e-23          7.34372e-22         0.159749            0.748825            0.00259593          0.043931            
0.84                1254.91             0.0429277           0.0019707           4.83118e-06         3.66378e-21         1.23052e-23         8.05194e-22         0.159749            0.748821            0.00259591          0.0439309           
0.845               1256.47             0.0429218           0.00198067          4.79945e-06         3.98619e-21         1.35577e-23         8.82443e-22         0.159748            0.748818            0.0025959           0.0439307           
0.85                1258.03             0.0429159           0.00199063          4.76801e-06         4.33516e-21         1.49304e-23         9.66664e-22         0.159747            0.748815            0.00259589          0.0439305           
0.855               1259.58             0.0429101           0.00200057          4.73686e-06         4.71273e-21         1.64344e-23         1.05845e-21         0.159747            0.748812            0.00259588          0.0439303           
0.86                1261.13             0.0429043           0.00201049          4.70598e-06         5.12108e-21         1.80813e-23         1.15843e-21         0.159746            0.748809            0.00259587          0.0439301           
0.865               1262.67             0.0428984           0.00202039          4.67538e-06         5.56257e-21         1.98841e-23         1.2673e-21          0.159745            0.748806            0.00259586          0.0439299           
0.87                1264.21             0.0428926           0.00203027          4.64505e-06         6.03969e-21         2.18564e-23         1.3858e-21          0.159745            0.748802            0.00259585          0.0439297           
0.875               1265.75             0.0428868           0.00204013          4.61497e-06         6.55513e-21         2.40135e-23         1.51472e-21         0.159744            0.748799            0.00259584          0.0439296           
0.88                1267.29             0.042881            0.00204996          4.58515e-06         7.11176e-21         2.63715e-23         1.65493e-21         0.159743            0.748796            0.00259583          0.0439294           
0.885               1268.82             0.0428753           0.00205977          4.55557e-06         7.71264e-21         2.89481e-23         1.80736e-21         0.159742            0.748793            0.00259582          0.0439292           
0.89                1270.34             0.0428695           0.00206956          4.52623e-06         8.36106e-21         3.17622e-23         1.97299e-21         0.159742            0.74879             0.0025958           0.043929            
0.895               1271.86             0.0428638           0.00207932          4.49713e-06         9.06052e-21         3.48347e-23         2.1529e-21          0.159741            0.748787            0.00259579          0.0439288           
0.9                 1273.38             0.0428581           0.00208905          4.46826e-06         9.81478e-21         3.81877e-23         2.34825e-21         0.15974             0.748784            0.00259578          0.0439286           
0.905               1274.9              0.0428524           0.00209876          4.4396e-06          1.06278e-20         4.18454e-23         2.56029e-21         0.15974             0.74878             0.00259577          0.0439285           
0.91                1276.41             0.0428467           0.00210843          4.41117e-06         1.15039e-20         4.58338e-23         2.79034e-21         0.159739            0.748777            0.00259576          0.0439283           
0.915               1277.92             0.042841            0.00211807          4.38294e-06         1.24477e-20         5.0181e-23          3.03984e-21         0.159738            0.748774            0.00259575          0.0439281           
