t [s]               T [K]               y_o                 y_co                y_co2               y_c                 y_c2                y_c3                y_o2                y_n2                y_n                 y_no                
0.515               1142.98             0.0428341           0.0129644           7.88605e-05         4.67521e-24         5.82557e-27         5.76999e-25         0.157913            0.740217            0.00256609          0.0434261           
0.52                1144.89             0.0428299           0.0130623           7.8123e-05          5.29573e-24         6.72275e-27         6.60633e-25         0.157898            0.740145            0.00256583          0.0434218           
0.525               1146.8              0.0428257           0.0131603           7.73978e-05         5.99307e-24         7.74984e-27         7.55629e-25         0.157882            0.740072            0.00256558          0.0434175           
0.53                1148.7              0.0428214           0.0132583           7.66845e-05         6.77606e-24         8.92451e-27         8.63431e-25         0.157866            0.739999            0.00256533          0.0434133           
0.535               1150.59             0.0428172           0.0133563           7.5983e-05          7.65447e-24         1.02666e-26         9.85651e-25         0.157851            0.739926            0.00256508          0.043409            
0.54                1152.47             0.042813            0.0134544           7.52929e-05         8.63912e-24         1.17986e-26         1.12409e-24         0.157835            0.739853            0.00256482          0.0434047           
0.545               1154.34             0.0428088           0.0135525           7.4614e-05          9.74194e-24         1.35456e-26         1.28077e-24         0.15782             0.739779            0.00256457          0.0434004           
0.55                1156.21             0.0428046           0.0136506           7.3946e-05          1.09761e-23         1.5536e-26          1.45792e-24         0.157804            0.739706            0.00256432          0.0433961           
0.555               1158.07             0.0428004           0.0137487           7.32886e-05         1.23562e-23         1.78016e-26         1.65805e-24         0.157788            0.739633            0.00256406          0.0433918           
0.56                1159.92             0.0427962           0.0138469           7.26416e-05         1.38983e-23         2.03781e-26         1.88395e-24         0.157773            0.73956             0.00256381          0.0433875           
0.565               1161.77             0.0427919           0.0139451           7.20048e-05         1.562e-23           2.33054e-26         2.13872e-24         0.157757            0.739487            0.00256355          0.0433832           
0.57                1163.61             0.0427877           0.0140433           7.13779e-05         1.75407e-23         2.66285e-26         2.42582e-24         0.157742            0.739414            0.0025633           0.0433789           
0.575               1165.44             0.0427835           0.0141416           7.07607e-05         1.9682e-23          3.03977e-26         2.74907e-24         0.157726            0.739341            0.00256305          0.0433746           
0.58                1167.27             0.0427793           0.0142398           7.0153e-05          2.20672e-23         3.46689e-26         3.11273e-24         0.15771             0.739267            0.00256279          0.0433703           
0.585               1169.08             0.0427751           0.0143381           6.95546e-05         2.47224e-23         3.95052e-26         3.52154e-24         0.157695            0.739194            0.00256254          0.043366            
0.59                1170.9              0.0427709           0.0144365           6.89652e-05         2.7676e-23          4.49766e-26         3.98073e-24         0.157679            0.739121            0.00256228          0.0433617           
0.595               1172.7              0.0427666           0.0145348           6.83847e-05         3.0959e-23          5.11615e-26         4.49612e-24         0.157663            0.739047            0.00256203          0.0433574           
0.6                 1174.5              0.0427624           0.0146332           6.7813e-05          3.46057e-23         5.81471e-26         5.07413e-24         0.157648            0.738974            0.00256178          0.0433531           
0.605               1176.29             0.0427582           0.0147316           6.72496e-05         3.86536e-23         6.6031e-26          5.72189e-24         0.157632            0.7389              0.00256152          0.0433488           
0.61                1178.08             0.042754            0.01483             6.66947e-05         4.31438e-23         7.49214e-26         6.44728e-24         0.157616            0.738827            0.00256127          0.0433445           
0.615               1179.86             0.0427498           0.0149285           6.61478e-05         4.81213e-23         8.49392e-26         7.259e-24           0.157601            0.738754            0.00256101          0.0433402           
0.62                1181.64             0.0427455           0.015027            6.56089e-05         5.36352e-23         9.62186e-26         8.16666e-24         0.157585            0.73868             0.00256076          0.0433359           
0.625               1183.4              0.0427413           0.0151255           6.50778e-05         5.97393e-23         1.08909e-25         9.18088e-24         0.157569            0.738607            0.0025605           0.0433316           
0.63                1185.17             0.0427371           0.015224            6.45543e-05         6.64926e-23         1.23176e-25         1.03134e-23         0.157554            0.738533            0.00256025          0.0433273           
0.635               1186.92             0.0427329           0.0153226           6.40382e-05         7.39591e-23         1.39203e-25         1.1577e-23          0.157538            0.738459            0.00255999          0.043323            
0.64                1188.67             0.0427287           0.0154212           6.35295e-05         8.22092e-23         1.57195e-25         1.29861e-23         0.157522            0.738386            0.00255974          0.0433186           
0.645               1190.42             0.0427244           0.0155198           6.3028e-05          9.13191e-23         1.77378e-25         1.45562e-23         0.157507            0.738312            0.00255948          0.0433143           
0.65                1192.16             0.0427202           0.0156184           6.25335e-05         1.01373e-22         2.00002e-25         1.63047e-23         0.157491            0.738239            0.00255923          0.04331             
0.655               1193.89             0.042716            0.0157171           6.20458e-05         1.1246e-22          2.25346e-25         1.82503e-23         0.157475            0.738165            0.00255897          0.0433057           
0.66                1195.62             0.0427118           0.0158158           6.15649e-05         1.24682e-22         2.53716e-25         2.04141e-23         0.157459            0.738091            0.00255872          0.0433014           
0.665               1197.34             0.0427076           0.0159145           6.10906e-05         1.38145e-22         2.85451e-25         2.28189e-23         0.157444            0.738018            0.00255846          0.043297            
0.67                1199.06             0.0427034           0.0160132           6.06227e-05         1.52966e-22         3.20927e-25         2.54897e-23         0.157428            0.737944            0.00255821          0.0432927           
0.675               1200.77             0.0426992           0.016112            6.01612e-05         1.69274e-22         3.60559e-25         2.84543e-23         0.157412            0.73787             0.00255795          0.0432884           
0.68                1202.47             0.042695            0.0162108           5.9706e-05          1.87208e-22         4.04804e-25         3.17428e-23         0.157397            0.737796            0.00255769          0.043284            
0.685               1204.18             0.0426908           0.0163096           5.92568e-05         2.06918e-22         4.54165e-25         3.53883e-23         0.157381            0.737722            0.00255744          0.0432797           
0.69                1205.87             0.0426865           0.0164084           5.88135e-05         2.28568e-22         5.09201e-25         3.94272e-23         0.157365            0.737649            0.00255718          0.0432754           
0.695               1207.56             0.0426823           0.0165073           5.83762e-05         2.52336e-22         5.70523e-25         4.38993e-23         0.157349            0.737575            0.00255693          0.0432711           
0.7                 1209.25             0.0426781           0.0166061           5.79446e-05         2.78415e-22         6.38807e-25         4.88481e-23         0.157334            0.737501            0.00255667          0.0432667           
0.705               1210.93             0.0426739           0.016705            5.75186e-05         3.07014e-22         7.14795e-25         5.4321e-23          0.157318            0.737427            0.00255641          0.0432624           
0.71                1212.6              0.0426698           0.016804            5.70982e-05         3.38361e-22         7.99305e-25         6.03703e-23         0.157302            0.737353            0.00255616          0.043258            
0.715               1214.27             0.0426656           0.0169029           5.66832e-05         3.727e-22           8.93236e-25         6.70526e-23         0.157286            0.737279            0.0025559           0.0432537           
0.72                1215.94             0.0426614           0.0170018           5.62735e-05         4.10299e-22         9.97573e-25         7.44301e-23         0.15727             0.737205            0.00255564          0.0432494           
0.725               1217.6              0.0426572           0.0171008           5.5869e-05          4.51445e-22         1.1134e-24          8.25705e-23         0.157255            0.737131            0.00255539          0.043245            
0.73                1219.25             0.042653            0.0171998           5.54697e-05         4.9645e-22          1.24191e-24         9.15477e-23         0.157239            0.737057            0.00255513          0.0432407           
0.735               1220.9              0.0426488           0.0172988           5.50754e-05         5.45652e-22         1.38441e-24         1.01442e-22         0.157223            0.736983            0.00255487          0.0432363           
0.74                1222.55             0.0426446           0.0173979           5.4686e-05          5.99414e-22         1.54233e-24         1.12342e-22         0.157207            0.736909            0.00255462          0.043232            
0.745               1224.19             0.0426405           0.0174969           5.43015e-05         6.58132e-22         1.71723e-24         1.24343e-22         0.157191            0.736835            0.00255436          0.0432276           
0.75                1225.83             0.0426363           0.017596            5.39218e-05         7.2223e-22          1.91084e-24         1.37549e-22         0.157176            0.736761            0.0025541           0.0432233           
0.755               1227.46             0.0426321           0.0176951           5.35467e-05         7.92168e-22         2.12503e-24         1.52074e-22         0.15716             0.736687            0.00255385          0.0432189           
0.76                1229.09             0.042628            0.0177942           5.31762e-05         8.68441e-22         2.36187e-24         1.6804e-22          0.157144            0.736612            0.00255359          0.0432146           
0.765               1230.71             0.0426238           0.0178933           5.28102e-05         9.51585e-22         2.6236e-24          1.85582e-22         0.157128            0.736538            0.00255333          0.0432102           
0.77                1232.33             0.0426197           0.0179924           5.24487e-05         1.04218e-21         2.91269e-24         2.04846e-22         0.157112            0.736464            0.00255308          0.0432059           
0.775               1233.94             0.0426155           0.0180916           5.20915e-05         1.14083e-21         3.23182e-24         2.2599e-22          0.157097            0.73639             0.00255282          0.0432015           
0.78                1235.55             0.0426114           0.0181907           5.17385e-05         1.24823e-21         3.58394e-24         2.49187e-22         0.157081            0.736316            0.00255256          0.0431972           
0.785               1237.16             0.0426073           0.0182899           5.13898e-05         1.36509e-21         3.97224e-24         2.74622e-22         0.157065            0.736241            0.0025523           0.0431928           
0.79                1238.76             0.0426031           0.0183891           5.10452e-05         1.49218e-21         4.40023e-24         3.02498e-22         0.157049            0.736167            0.00255205          0.0431885           
0.795               1240.36             0.042599            0.0184883           5.07046e-05         1.63034e-21         4.87172e-24         3.33035e-22         0.157033            0.736093            0.00255179          0.0431841           
0.8                 1241.95             0.0425949           0.0185875           5.0368e-05          1.78048e-21         5.39087e-24         3.6647e-22          0.157017            0.736019            0.00255153          0.0431798           
0.805               1243.54             0.0425908           0.0186867           5.00353e-05         1.94355e-21         5.96221e-24         4.03063e-22         0.157001            0.735944            0.00255127          0.0431754           
0.81                1245.12             0.0425867           0.0187859           4.97065e-05         2.12059e-21         6.59068e-24         4.43091e-22         0.156986            0.73587             0.00255102          0.043171            
0.815               1246.7              0.0425826           0.0188852           4.93814e-05         2.31273e-21         7.28164e-24         4.86857e-22         0.15697             0.735796            0.00255076          0.0431667           
0.82                1248.28             0.0425785           0.0189844           4.90601e-05         2.52116e-21         8.04094e-24         5.34689e-22         0.156954            0.735721            0.0025505           0.0431623           
0.825               1249.85             0.0425744           0.0190837           4.87424e-05         2.74717e-21         8.87495e-24         5.86941e-22         0.156938            0.735647            0.00255024          0.043158            
0.83                1251.42             0.0425704           0.0191829           4.84283e-05         2.99214e-21         9.79057e-24         6.43994e-22         0.156922            0.735573            0.00254998          0.0431536           
0.835               1252.98             0.0425663           0.0192822           4.81177e-05         3.25755e-21         1.07953e-23         7.06264e-22         0.156906            0.735498            0.00254973          0.0431492           
0.84                1254.55             0.0425623           0.0193815           4.78106e-05         3.54499e-21         1.18974e-23         7.74196e-22         0.15689             0.735424            0.00254947          0.0431449           
0.845               1256.1              0.0425582           0.0194807           4.75069e-05         3.85617e-21         1.31055e-23         8.48274e-22         0.156875            0.735349            0.00254921          0.0431405           
0.85                1257.65             0.0425542           0.01958             4.72065e-05         4.19291e-21         1.44295e-23         9.29019e-22         0.156859            0.735275            0.00254895          0.0431361           
0.855               1259.2              0.0425502           0.0196793           4.69094e-05         4.55718e-21         1.58797e-23         1.01699e-21         0.156843            0.7352              0.00254869          0.0431318           
0.86                1260.75             0.0425462           0.0197785           4.66156e-05         4.95106e-21         1.74673e-23         1.1128e-21          0.156827            0.735126            0.00254844          0.0431274           
0.865               1262.29             0.0425422           0.0198778           4.6325e-05          5.37681e-21         1.92048e-23         1.2171e-21          0.156811            0.735051            0.00254818          0.043123            
0.87                1263.83             0.0425382           0.019977            4.60375e-05         5.83682e-21         2.11053e-23         1.33059e-21         0.156795            0.734977            0.00254792          0.0431187           
0.875               1265.36             0.0425343           0.0200763           4.5753e-05          6.33367e-21         2.31834e-23         1.45404e-21         0.156779            0.734903            0.00254766          0.0431143           
0.88                1266.89             0.0425303           0.0201756           4.54716e-05         6.87011e-21         2.54545e-23         1.58826e-21         0.156763            0.734828            0.0025474           0.0431099           
0.885               1268.42             0.0425264           0.0202748           4.51932e-05         7.44907e-21         2.79355e-23         1.73414e-21         0.156747            0.734754            0.00254715          0.0431055           
0.89                1269.94             0.0425225           0.020374            4.49177e-05         8.07369e-21         3.06448e-23         1.89262e-21         0.156732            0.734679            0.00254689          0.0431012           
0.895               1271.46             0.0425186           0.0204733           4.46451e-05         8.74735e-21         3.36021e-23         2.06472e-21         0.156716            0.734604            0.00254663          0.0430968           
0.9                 1272.97             0.0425147           0.0205725           4.43754e-05         9.47362e-21         3.68286e-23         2.25155e-21         0.1567              0.73453             0.00254637          0.0430924           
0.905               1274.49             0.0425108           0.0206717           4.41084e-05         1.02563e-20         4.03475e-23         2.45428e-21         0.156684            0.734455            0.00254611          0.0430881           
0.91                1276                0.0425069           0.0207709           4.38442e-05         1.10996e-20         4.41838e-23         2.67418e-21         0.156668            0.734381            0.00254585          0.0430837           
0.915               1277.5              0.0425031           0.02087             4.35827e-05         1.20077e-20         4.83643e-23         2.91261e-21         0.156652            0.734306            0.0025456           0.0430793           
0.92                1279                0.0424993           0.0209692           4.33238e-05         1.29854e-20         5.2918e-23          3.17104e-21         0.156636            0.734232            0.00254534          0.0430749           
0.925               1280.5              0.0424955           0.0210683           4.30676e-05         1.40376e-20         5.78764e-23         3.45105e-21         0.15662             0.734157            0.00254508          0.0430706           
