t [s]               T [K]               y_o                 y_co                y_co2               y_c                 y_c2                y_c3                y_o2                y_n2                y_n                 y_no                
0.205               1001.36             0.043427            6.97692e-05         1.7606e-06          1.2226e-28          3.14949e-32         6.09107e-30         0.159984            0.749923            0.00259973          0.0439955           
0.21                1004.22             0.0434265           7.07603e-05         1.72893e-06         1.55782e-28         4.16061e-32         7.92504e-30         0.159983            0.749922            0.00259973          0.0439954           
0.215               1007.04             0.0434259           7.17512e-05         1.69833e-06         1.97719e-28         5.47165e-32         1.02674e-29         0.159983            0.749922            0.00259973          0.0439954           
0.22                1009.83             0.0434253           7.27419e-05         1.66874e-06         2.5e-28             7.16465e-32         1.32476e-29         0.159983            0.749922            0.00259973          0.0439954           
0.225               1012.6              0.0434248           7.37324e-05         1.64011e-06         3.14954e-28         9.34229e-32         1.70253e-29         0.159983            0.749921            0.00259973          0.0439954           
0.23                1015.34             0.0434242           7.47227e-05         1.6124e-06          3.95392e-28         1.21327e-31         2.17969e-29         0.159983            0.749921            0.00259973          0.0439954           
0.235               1018.05             0.0434237           7.57129e-05         1.58557e-06         4.94689e-28         1.56951e-31         2.78029e-29         0.159983            0.749921            0.00259973          0.0439954           
0.24                1020.74             0.0434231           7.6703e-05          1.55956e-06         6.16894e-28         2.02271e-31         3.53376e-29         0.159983            0.749921            0.00259972          0.0439953           
0.245               1023.4              0.0434225           7.7693e-05          1.53435e-06         7.66846e-28         2.59726e-31         4.47593e-29         0.159983            0.74992             0.00259972          0.0439953           
0.25                1026.04             0.043422            7.86829e-05         1.50989e-06         9.5032e-28          3.32326e-31         5.65039e-29         0.159983            0.74992             0.00259972          0.0439953           
0.255               1028.66             0.0434214           7.96729e-05         1.48616e-06         1.17419e-27         4.23765e-31         7.10997e-29         0.159983            0.74992             0.00259972          0.0439953           
0.26                1031.25             0.0434208           8.06628e-05         1.46312e-06         1.4466e-27          5.38572e-31         8.91855e-29         0.159983            0.749919            0.00259972          0.0439953           
0.265               1033.82             0.0434203           8.16528e-05         1.44073e-06         1.77724e-27         6.82284e-31         1.11532e-28         0.159983            0.749919            0.00259972          0.0439952           
0.27                1036.37             0.0434197           8.26429e-05         1.41898e-06         2.17751e-27         8.61648e-31         1.39066e-28         0.159983            0.749919            0.00259972          0.0439952           
0.275               1038.9              0.0434191           8.3633e-05          1.39784e-06         2.6609e-27          1.08487e-30         1.72901e-28         0.159983            0.749918            0.00259972          0.0439952           
0.28                1041.41             0.0434186           8.46233e-05         1.37727e-06         3.24327e-27         1.3619e-30          2.1437e-28          0.159983            0.749918            0.00259972          0.0439952           
0.285               1043.89             0.043418            8.56136e-05         1.35726e-06         3.94327e-27         1.70479e-30         2.65067e-28         0.159982            0.749918            0.00259971          0.0439952           
0.29                1046.36             0.0434174           8.66041e-05         1.33779e-06         4.78274e-27         2.12807e-30         3.26892e-28         0.159982            0.749917            0.00259971          0.0439952           
0.295               1048.82             0.0434168           8.75948e-05         1.31883e-06         5.78726e-27         2.64927e-30         4.02106e-28         0.159982            0.749917            0.00259971          0.0439951           
0.3                 1051.25             0.0434163           8.85856e-05         1.30036e-06         6.98671e-27         3.28943e-30         4.93394e-28         0.159982            0.749917            0.00259971          0.0439951           
0.305               1053.66             0.0434157           8.95766e-05         1.28236e-06         8.41593e-27         4.0738e-30          6.0394e-28          0.159982            0.749916            0.00259971          0.0439951           
0.31                1056.06             0.0434151           9.05678e-05         1.26482e-06         1.01155e-26         5.03261e-30         7.37507e-28         0.159982            0.749916            0.00259971          0.0439951           
0.315               1058.44             0.0434146           9.15593e-05         1.24772e-06         1.21325e-26         6.20195e-30         8.98542e-28         0.159982            0.749916            0.00259971          0.0439951           
0.32                1060.81             0.043414            9.2551e-05          1.23104e-06         1.45216e-26         7.62486e-30         1.09228e-27         0.159982            0.749916            0.00259971          0.043995            
0.325               1063.16             0.0434134           9.35429e-05         1.21477e-06         1.73462e-26         9.35253e-30         1.32489e-27         0.159982            0.749915            0.00259971          0.043995            
0.33                1065.49             0.0434128           9.45351e-05         1.19889e-06         2.06794e-26         1.14458e-29         1.6036e-27          0.159982            0.749915            0.0025997           0.043995            
0.335               1067.81             0.0434123           9.55276e-05         1.18339e-06         2.46059e-26         1.39766e-29         1.93691e-27         0.159982            0.749915            0.0025997           0.043995            
0.34                1070.11             0.0434117           9.65204e-05         1.16825e-06         2.9223e-26          1.70303e-29         2.33472e-27         0.159982            0.749914            0.0025997           0.043995            
0.345               1072.4              0.0434111           9.75134e-05         1.15346e-06         3.4643e-26          2.07077e-29         2.80865e-27         0.159982            0.749914            0.0025997           0.043995            
0.35                1074.67             0.0434105           9.85068e-05         1.13901e-06         4.09949e-26         2.51273e-29         3.37222e-27         0.159982            0.749914            0.0025997           0.0439949           
0.355               1076.93             0.04341             9.95005e-05         1.12489e-06         4.84267e-26         3.04291e-29         4.04119e-27         0.159982            0.749913            0.0025997           0.0439949           
0.36                1079.17             0.0434094           0.000100495         1.11109e-06         5.7108e-26          3.67772e-29         4.83389e-27         0.159981            0.749913            0.0025997           0.0439949           
0.365               1081.41             0.0434088           0.000101489         1.0976e-06          6.7233e-26          4.43644e-29         5.77159e-27         0.159981            0.749913            0.0025997           0.0439949           
0.37                1083.62             0.0434082           0.000102484         1.0844e-06          7.90239e-26         5.34164e-29         6.87896e-27         0.159981            0.749912            0.0025997           0.0439949           
0.375               1085.83             0.0434077           0.000103479         1.07148e-06         9.27342e-26         6.41971e-29         8.18455e-27         0.159981            0.749912            0.0025997           0.0439948           
0.38                1088.02             0.0434071           0.000104474         1.05885e-06         1.08653e-25         7.7015e-29          9.72139e-27         0.159981            0.749912            0.00259969          0.0439948           
0.385               1090.2              0.0434065           0.00010547          1.04648e-06         1.27109e-25         9.22296e-29         1.15276e-26         0.159981            0.749911            0.00259969          0.0439948           
0.39                1092.37             0.0434059           0.000106466         1.03437e-06         1.48477e-25         1.10259e-28         1.36471e-26         0.159981            0.749911            0.00259969          0.0439948           
0.395               1094.53             0.0434053           0.000107462         1.02252e-06         1.73182e-25         1.31591e-28         1.61305e-26         0.159981            0.749911            0.00259969          0.0439948           
0.4                 1096.67             0.0434048           0.000108459         1.0109e-06          2.01707e-25         1.5679e-28          1.9036e-26          0.159981            0.74991             0.00259969          0.0439947           
0.405               1098.81             0.0434042           0.000109456         9.99526e-07         2.34598e-25         1.86512e-28         2.24304e-26         0.159981            0.74991             0.00259969          0.0439947           
0.41                1100.93             0.0434036           0.000110454         9.88379e-07         2.72476e-25         2.21516e-28         2.63904e-26         0.159981            0.74991             0.00259969          0.0439947           
0.415               1103.04             0.043403            0.000111452         9.77453e-07         3.1604e-25          2.62678e-28         3.10038e-26         0.159981            0.749909            0.00259969          0.0439947           
0.42                1105.14             0.0434024           0.00011245          9.66743e-07         3.66082e-25         3.11013e-28         3.63709e-26         0.159981            0.749909            0.00259969          0.0439947           
0.425               1107.23             0.0434019           0.000113449         9.56242e-07         4.23493e-25         3.67691e-28         4.26067e-26         0.159981            0.749909            0.00259968          0.0439947           
0.43                1109.31             0.0434013           0.000114448         9.45944e-07         4.89281e-25         4.34057e-28         4.98422e-26         0.15998             0.749909            0.00259968          0.0439946           
0.435               1111.37             0.0434007           0.000115447         9.35842e-07         5.64578e-25         5.11662e-28         5.82269e-26         0.15998             0.749908            0.00259968          0.0439946           
0.44                1113.43             0.0434001           0.000116447         9.25932e-07         6.5066e-25          6.02288e-28         6.79309e-26         0.15998             0.749908            0.00259968          0.0439946           
0.445               1115.48             0.0433995           0.000117447         9.16207e-07         7.48958e-25         7.07978e-28         7.91479e-26         0.15998             0.749908            0.00259968          0.0439946           
0.45                1117.52             0.0433989           0.000118447         9.06662e-07         8.61081e-25         8.31079e-28         9.2098e-26          0.15998             0.749907            0.00259968          0.0439946           
0.455               1119.55             0.0433984           0.000119448         8.97293e-07         9.88833e-25         9.74275e-28         1.07031e-25         0.15998             0.749907            0.00259968          0.0439945           
0.46                1121.57             0.0433978           0.000120449         8.88093e-07         1.13424e-24         1.14064e-27         1.2423e-25          0.15998             0.749907            0.00259968          0.0439945           
0.465               1123.57             0.0433972           0.00012145          8.79059e-07         1.29955e-24         1.33368e-27         1.44017e-25         0.15998             0.749906            0.00259968          0.0439945           
0.47                1125.57             0.0433966           0.000122452         8.70185e-07         1.48731e-24         1.5574e-27          1.66754e-25         0.15998             0.749906            0.00259967          0.0439945           
0.475               1127.57             0.043396            0.000123454         8.61467e-07         1.70035e-24         1.81638e-27         1.92852e-25         0.15998             0.749906            0.00259967          0.0439945           
0.48                1129.55             0.0433954           0.000124456         8.52902e-07         1.94182e-24         2.11582e-27         2.22775e-25         0.15998             0.749905            0.00259967          0.0439944           
0.485               1131.52             0.0433949           0.000125458         8.44484e-07         2.21524e-24         2.46165e-27         2.57047e-25         0.15998             0.749905            0.00259967          0.0439944           
0.49                1133.49             0.0433943           0.000126461         8.36209e-07         2.52455e-24         2.86059e-27         2.96258e-25         0.15998             0.749905            0.00259967          0.0439944           
0.495               1135.44             0.0433937           0.000127464         8.28074e-07         2.87412e-24         3.32029e-27         3.41073e-25         0.15998             0.749904            0.00259967          0.0439944           
0.5                 1137.39             0.0433931           0.000128466         8.20075e-07         3.26882e-24         3.84944e-27         3.9224e-25          0.15998             0.749904            0.00259967          0.0439944           
0.505               1139.33             0.0433925           0.00012947          8.12208e-07         3.71406e-24         4.45786e-27         4.506e-25           0.159979            0.749904            0.00259967          0.0439944           
0.51                1141.26             0.0433919           0.000130473         8.04469e-07         4.21585e-24         5.1567e-27          5.17098e-25         0.159979            0.749903            0.00259967          0.0439943           
0.515               1143.18             0.0433913           0.000131476         7.96856e-07         4.78086e-24         5.95855e-27         5.92794e-25         0.159979            0.749903            0.00259966          0.0439943           
0.52                1145.1              0.0433907           0.00013248          7.89364e-07         5.41651e-24         6.87766e-27         6.78877e-25         0.159979            0.749903            0.00259966          0.0439943           
0.525               1147.01             0.0433902           0.000133483         7.81991e-07         6.13099e-24         7.9301e-27          7.76681e-25         0.159979            0.749902            0.00259966          0.0439943           
0.53                1148.91             0.0433896           0.000134486         7.74732e-07         6.93341e-24         9.13402e-27         8.87695e-25         0.159979            0.749902            0.00259966          0.0439943           
0.535               1150.8              0.043389            0.00013549          7.67586e-07         7.83381e-24         1.05099e-26         1.01359e-24         0.159979            0.749902            0.00259966          0.0439942           
0.54                1152.68             0.0433884           0.000136493         7.60549e-07         8.84332e-24         1.20807e-26         1.15623e-24         0.159979            0.749901            0.00259966          0.0439942           
0.545               1154.56             0.0433878           0.000137496         7.53618e-07         9.97424e-24         1.38725e-26         1.31769e-24         0.159979            0.749901            0.00259966          0.0439942           
0.55                1156.43             0.0433872           0.000138499         7.4679e-07          1.12401e-23         1.59143e-26         1.50031e-24         0.159979            0.749901            0.00259966          0.0439942           
0.555               1158.29             0.0433866           0.000139501         7.40063e-07         1.2656e-23          1.82389e-26         1.70667e-24         0.159979            0.749901            0.00259966          0.0439942           
0.56                1160.15             0.0433861           0.000140504         7.33433e-07         1.42384e-23         2.08831e-26         1.93965e-24         0.159979            0.7499              0.00259965          0.0439941           
0.565               1162                0.0433855           0.000141506         7.26899e-07         1.60055e-23         2.38881e-26         2.20248e-24         0.159979            0.7499              0.00259965          0.0439941           
0.57                1163.84             0.0433849           0.000142507         7.20457e-07         1.79773e-23         2.73001e-26         2.49873e-24         0.159979            0.7499              0.00259965          0.0439941           
0.575               1165.68             0.0433843           0.000143508         7.14105e-07         2.0176e-23          3.1171e-26          2.83237e-24         0.159979            0.749899            0.00259965          0.0439941           
0.58                1167.5              0.0433837           0.000144509         7.0784e-07          2.26258e-23         3.55585e-26         3.20782e-24         0.159978            0.749899            0.00259965          0.0439941           
0.585               1169.33             0.0433831           0.000145509         7.01661e-07         2.53534e-23         4.05276e-26         3.62999e-24         0.159978            0.749899            0.00259965          0.0439941           
0.59                1171.14             0.0433825           0.000146508         6.95564e-07         2.83882e-23         4.61505e-26         4.1043e-24          0.159978            0.749898            0.00259965          0.043994            
0.595               1172.95             0.043382            0.000147506         6.89548e-07         3.17622e-23         5.25081e-26         4.6368e-24          0.159978            0.749898            0.00259965          0.043994            
0.6                 1174.75             0.0433814           0.000148504         6.83609e-07         3.55109e-23         5.96905e-26         5.23415e-24         0.159978            0.749898            0.00259965          0.043994            
0.605               1176.55             0.0433808           0.0001495           6.77747e-07         3.96729e-23         6.77983e-26         5.90376e-24         0.159978            0.749897            0.00259964          0.043994            
0.61                1178.34             0.0433802           0.000150496         6.71958e-07         4.42907e-23         7.69433e-26         6.6538e-24          0.159978            0.749897            0.00259964          0.043994            
0.615               1180.12             0.0433796           0.00015149          6.66241e-07         4.94106e-23         8.72503e-26         7.49332e-24         0.159978            0.749897            0.00259964          0.0439939           
0.62                1181.9              0.043379            0.000152483         6.60594e-07         5.50837e-23         9.8858e-26          8.43231e-24         0.159978            0.749896            0.00259964          0.0439939           
0.625               1183.67             0.0433785           0.000153474         6.55014e-07         6.13654e-23         1.11921e-25         9.4818e-24          0.159978            0.749896            0.00259964          0.0439939           
0.63                1185.43             0.0433779           0.000154464         6.49499e-07         6.83166e-23         1.26609e-25         1.0654e-23          0.159978            0.749896            0.00259964          0.0439939           
0.635               1187.19             0.0433773           0.000155453         6.44048e-07         7.60038e-23         1.43115e-25         1.19623e-23         0.159978            0.749895            0.00259964          0.0439939           
0.64                1188.95             0.0433767           0.000156439         6.38658e-07         8.44995e-23         1.61647e-25         1.34215e-23         0.159978            0.749895            0.00259964          0.0439938           
0.645               1190.69             0.0433761           0.000157424         6.33328e-07         9.38828e-23         1.82442e-25         1.50479e-23         0.159978            0.749895            0.00259964          0.0439938           
0.65                1192.44             0.0433756           0.000158406         6.28055e-07         1.0424e-22          2.05757e-25         1.68594e-23         0.159977            0.749894            0.00259963          0.0439938           
0.655               1194.17             0.043375            0.000159386         6.22838e-07         1.15666e-22         2.31881e-25         1.88759e-23         0.159977            0.749894            0.00259963          0.0439938           
0.66                1195.9              0.0433744           0.000160364         6.17676e-07         1.28262e-22         2.6113e-25          2.1119e-23          0.159977            0.749894            0.00259963          0.0439938           
0.665               1197.63             0.0433739           0.000161339         6.12565e-07         1.42142e-22         2.93857e-25         2.36125e-23         0.159977            0.749894            0.00259963          0.0439938           
0.67                1199.35             0.0433733           0.000162312         6.07505e-07         1.57425e-22         3.30451e-25         2.63826e-23         0.159977            0.749893            0.00259963          0.0439937           
0.675               1201.06             0.0433727           0.000163281         6.02494e-07         1.74245e-22         3.7134e-25          2.94582e-23         0.159977            0.749893            0.00259963          0.0439937           
0.68                1202.77             0.0433721           0.000164247         5.97529e-07         1.92746e-22         4.16999e-25         3.28707e-23         0.159977            0.749893            0.00259963          0.0439937           
0.685               1204.48             0.0433716           0.00016521          5.9261e-07          2.13083e-22         4.67951e-25         3.66547e-23         0.159977            0.749892            0.00259963          0.0439937           
0.69                1206.18             0.043371            0.00016617          5.87734e-07         2.35428e-22         5.24773e-25         4.08481e-23         0.159977            0.749892            0.00259963          0.0439937           
0.695               1207.87             0.0433705           0.000167125         5.829e-07           2.59964e-22         5.881e-25           4.54925e-23         0.159977            0.749892            0.00259962          0.0439936           
0.7                 1209.56             0.0433699           0.000168077         5.78106e-07         2.86892e-22         6.58633e-25         5.06331e-23         0.159977            0.749891            0.00259962          0.0439936           
0.705               1211.24             0.0433693           0.000169024         5.73351e-07         3.16429e-22         7.37143e-25         5.63199e-23         0.159977            0.749891            0.00259962          0.0439936           
0.71                1212.92             0.0433688           0.000169967         5.68633e-07         3.4881e-22          8.24478e-25         6.2607e-23          0.159977            0.749891            0.00259962          0.0439936           
0.715               1214.59             0.0433682           0.000170905         5.6395e-07          3.84291e-22         9.2157e-25          6.9554e-23          0.159977            0.74989             0.00259962          0.0439936           
0.72                1216.26             0.0433677           0.000171837         5.59301e-07         4.23149e-22         1.02945e-24         7.72256e-23         0.159977            0.74989             0.00259962          0.0439936           
0.725               1217.92             0.0433672           0.000172765         5.54684e-07         4.65682e-22         1.14923e-24         8.56928e-23         0.159977            0.74989             0.00259962          0.0439935           
0.73                1219.58             0.0433666           0.000173687         5.50098e-07         5.12215e-22         1.28216e-24         9.50328e-23         0.159976            0.74989             0.00259962          0.0439935           
0.735               1221.24             0.0433661           0.000174602         5.45541e-07         5.63099e-22         1.4296e-24          1.0533e-22          0.159976            0.749889            0.00259962          0.0439935           
0.74                1222.89             0.0433655           0.000175512         5.41012e-07         6.18712e-22         1.59302e-24         1.16676e-22         0.159976            0.749889            0.00259962          0.0439935           
0.745               1224.53             0.043365            0.000176415         5.36509e-07         6.79465e-22         1.77407e-24         1.29172e-22         0.159976            0.749889            0.00259961          0.0439935           
0.75                1226.17             0.0433645           0.000177311         5.32031e-07         7.45799e-22         1.97452e-24         1.42926e-22         0.159976            0.749888            0.00259961          0.0439935           
0.755               1227.81             0.043364            0.000178199         5.27576e-07         8.18193e-22         2.19634e-24         1.58057e-22         0.159976            0.749888            0.00259961          0.0439934           
0.76                1229.44             0.0433634           0.00017908          5.23143e-07         8.97164e-22         2.44168e-24         1.74695e-22         0.159976            0.749888            0.00259961          0.0439934           
0.765               1231.06             0.0433629           0.000179953         5.1873e-07          9.83267e-22         2.71286e-24         1.92979e-22         0.159976            0.749888            0.00259961          0.0439934           
0.77                1232.69             0.0433624           0.000180817         5.14337e-07         1.0771e-21          3.01246e-24         2.13064e-22         0.159976            0.749887            0.00259961          0.0439934           
0.775               1234.3              0.0433619           0.000181672         5.09961e-07         1.17932e-21         3.34328e-24         2.35114e-22         0.159976            0.749887            0.00259961          0.0439934           
0.78                1235.92             0.0433614           0.000182519         5.05602e-07         1.29062e-21         3.70837e-24         2.59311e-22         0.159976            0.749887            0.00259961          0.0439934           
0.785               1237.53             0.0433609           0.000183355         5.01257e-07         1.41174e-21         4.11108e-24         2.8585e-22          0.159976            0.749886            0.00259961          0.0439933           
0.79                1239.13             0.0433605           0.000184181         4.96927e-07         1.54351e-21         4.55505e-24         3.14944e-22         0.159976            0.749886            0.00259961          0.0439933           
0.795               1240.73             0.04336             0.000184997         4.92608e-07         1.68679e-21         5.04427e-24         3.46824e-22         0.159976            0.749886            0.0025996           0.0439933           
0.8                 1242.33             0.0433595           0.000185801         4.88301e-07         1.84252e-21         5.58306e-24         3.81738e-22         0.159976            0.749886            0.0025996           0.0439933           
0.805               1243.92             0.043359            0.000186594         4.84004e-07         2.0117e-21          6.17617e-24         4.19959e-22         0.159976            0.749885            0.0025996           0.0439933           
0.81                1245.51             0.0433586           0.000187375         4.79716e-07         2.19543e-21         6.82873e-24         4.6178e-22          0.159976            0.749885            0.0025996           0.0439933           
0.815               1247.09             0.0433581           0.000188143         4.75435e-07         2.39486e-21         7.54635e-24         5.07519e-22         0.159975            0.749885            0.0025996           0.0439932           
0.82                1248.67             0.0433577           0.000188898         4.7116e-07          2.61126e-21         8.33514e-24         5.5752e-22          0.159975            0.749885            0.0025996           0.0439932           
0.825               1250.25             0.0433573           0.00018964          4.66891e-07         2.84596e-21         9.20175e-24         6.12155e-22         0.159975            0.749884            0.0025996           0.0439932           
0.83                1251.82             0.0433568           0.000190367         4.62626e-07         3.1004e-21          1.01534e-23         6.71827e-22         0.159975            0.749884            0.0025996           0.0439932           
0.835               1253.39             0.0433564           0.00019108          4.58363e-07         3.37614e-21         1.11979e-23         7.36971e-22         0.159975            0.749884            0.0025996           0.0439932           
0.84                1254.95             0.043356            0.000191777         4.54103e-07         3.67485e-21         1.23439e-23         8.08059e-22         0.159975            0.749884            0.0025996           0.0439932           
0.845               1256.51             0.0433556           0.000192459         4.49844e-07         3.99829e-21         1.36005e-23         8.85598e-22         0.159975            0.749884            0.0025996           0.0439932           
0.85                1258.07             0.0433552           0.000193125         4.45585e-07         4.34839e-21         1.49778e-23         9.70138e-22         0.159975            0.749883            0.0025996           0.0439932           
0.855               1259.62             0.0433548           0.000193773         4.41325e-07         4.72718e-21         1.64869e-23         1.06227e-21         0.159975            0.749883            0.00259959          0.0439931           
0.86                1261.17             0.0433545           0.000194404         4.37063e-07         5.13688e-21         1.81394e-23         1.16264e-21         0.159975            0.749883            0.00259959          0.0439931           
0.865               1262.71             0.0433541           0.000195017         4.32798e-07         5.57981e-21         1.99482e-23         1.27192e-21         0.159975            0.749883            0.00259959          0.0439931           
0.87                1264.25             0.0433538           0.000195611         4.2853e-07          6.05851e-21         2.19274e-23         1.39088e-21         0.159975            0.749883            0.00259959          0.0439931           
0.875               1265.79             0.0433534           0.000196185         4.24258e-07         6.57566e-21         2.40919e-23         1.5203e-21          0.159975            0.749882            0.00259959          0.0439931           
0.88                1267.32             0.0433531           0.00019674          4.19981e-07         7.13414e-21         2.6458e-23          1.66106e-21         0.159975            0.749882            0.00259959          0.0439931           
0.885               1268.85             0.0433528           0.000197275         4.15698e-07         7.73704e-21         2.90435e-23         1.81407e-21         0.159975            0.749882            0.00259959          0.0439931           
0.89                1270.38             0.0433525           0.000197788         4.1141e-07          8.38764e-21         3.18676e-23         1.98036e-21         0.159975            0.749882            0.00259959          0.0439931           
0.895               1271.9              0.0433522           0.000198279         4.07114e-07         9.08947e-21         3.49508e-23         2.16098e-21         0.159975            0.749882            0.00259959          0.0439931           
0.9                 1273.42             0.0433519           0.000198748         4.02811e-07         9.8463e-21          3.83157e-23         2.35711e-21         0.159975            0.749882            0.00259959          0.0439931           
0.905               1274.94             0.0433517           0.000199195         3.98501e-07         1.06621e-20         4.19863e-23         2.56999e-21         0.159975            0.749881            0.00259959          0.043993            
