t [s]               T [K]               y_o                 y_co                y_co2               y_c                 y_c2                y_c3                y_o2                y_n2                y_n                 y_no                
8.105               2356.31             0.0434329           6.19741e-05         1.83363e-14         2.1149e-07          8.14372e-08         7.14075e-07         0.159984            0.749925            0.00259974          0.0439956           
8.11                2356.7              0.0434329           6.19693e-05         1.82672e-14         2.12756e-07         8.19984e-08         7.18721e-07         0.159984            0.749925            0.00259974          0.0439956           
8.115               2357.09             0.0434329           6.19645e-05         1.81985e-14         2.14029e-07         8.25629e-08         7.23392e-07         0.159984            0.749925            0.00259974          0.0439956           
8.12                2357.48             0.0434329           6.19596e-05         1.81301e-14         2.15308e-07         8.31306e-08         7.28089e-07         0.159984            0.749925            0.00259974          0.0439956           
8.125               2357.87             0.0434329           6.19548e-05         1.8062e-14          2.16593e-07         8.37016e-08         7.3281e-07          0.159984            0.749925            0.00259974          0.0439956           
8.13                2358.26             0.0434329           6.195e-05           1.79942e-14         2.17884e-07         8.42759e-08         7.37558e-07         0.159984            0.749925            0.00259974          0.0439956           
8.135               2358.65             0.0434329           6.19452e-05         1.79268e-14         2.19182e-07         8.48535e-08         7.4233e-07          0.159984            0.749925            0.00259974          0.0439956           
8.14                2359.04             0.0434329           6.19404e-05         1.78597e-14         2.20486e-07         8.54345e-08         7.47129e-07         0.159984            0.749925            0.00259974          0.0439956           
8.145               2359.43             0.0434329           6.19356e-05         1.77929e-14         2.21796e-07         8.60188e-08         7.51953e-07         0.159984            0.749925            0.00259974          0.0439956           
8.15                2359.82             0.0434329           6.19308e-05         1.77264e-14         2.23113e-07         8.66064e-08         7.56803e-07         0.159984            0.749925            0.00259974          0.0439956           
8.155               2360.2              0.0434329           6.1926e-05          1.76603e-14         2.24436e-07         8.71975e-08         7.61679e-07         0.159984            0.749925            0.00259974          0.0439956           
8.16                2360.59             0.0434329           6.19212e-05         1.75944e-14         2.25766e-07         8.77919e-08         7.66581e-07         0.159984            0.749925            0.00259974          0.0439956           
8.165               2360.98             0.0434329           6.19165e-05         1.75289e-14         2.27101e-07         8.83897e-08         7.7151e-07          0.159984            0.749925            0.00259974          0.0439956           
8.17                2361.37             0.0434329           6.19117e-05         1.74637e-14         2.28444e-07         8.89909e-08         7.76465e-07         0.159984            0.749925            0.00259974          0.0439956           
8.175               2361.76             0.0434329           6.19069e-05         1.73988e-14         2.29793e-07         8.95956e-08         7.81446e-07         0.159984            0.749925            0.00259974          0.0439956           
8.18                2362.14             0.0434329           6.19022e-05         1.73343e-14         2.31148e-07         9.02038e-08         7.86454e-07         0.159984            0.749925            0.00259974          0.0439956           
8.185               2362.53             0.0434329           6.18975e-05         1.727e-14           2.3251e-07          9.08153e-08         7.91488e-07         0.159984            0.749925            0.00259974          0.0439956           
8.19                2362.92             0.0434329           6.18927e-05         1.7206e-14          2.33878e-07         9.14304e-08         7.96549e-07         0.159984            0.749925            0.00259974          0.0439956           
8.195               2363.3              0.0434329           6.1888e-05          1.71424e-14         2.35253e-07         9.2049e-08          8.01637e-07         0.159984            0.749925            0.00259974          0.0439956           
8.2                 2363.69             0.0434329           6.18833e-05         1.7079e-14          2.36635e-07         9.26711e-08         8.06752e-07         0.159984            0.749925            0.00259974          0.0439956           
8.205               2364.07             0.0434329           6.18785e-05         1.7016e-14          2.38023e-07         9.32967e-08         8.11894e-07         0.159984            0.749925            0.00259974          0.0439956           
8.21                2364.46             0.0434329           6.18738e-05         1.69532e-14         2.39418e-07         9.39259e-08         8.17063e-07         0.159984            0.749925            0.00259974          0.0439956           
8.215               2364.84             0.0434329           6.18691e-05         1.68907e-14         2.40819e-07         9.45586e-08         8.2226e-07          0.159984            0.749925            0.00259974          0.0439956           
8.22                2365.23             0.0434329           6.18644e-05         1.68286e-14         2.42227e-07         9.51949e-08         8.27484e-07         0.159984            0.749925            0.00259974          0.0439956           
8.225               2365.61             0.043433            6.18597e-05         1.67667e-14         2.43642e-07         9.58348e-08         8.32736e-07         0.159984            0.749925            0.00259974          0.0439956           
8.23                2366                0.043433            6.1855e-05          1.67051e-14         2.45064e-07         9.64783e-08         8.38015e-07         0.159984            0.749925            0.00259974          0.0439956           
8.235               2366.38             0.043433            6.18503e-05         1.66439e-14         2.46492e-07         9.71254e-08         8.43322e-07         0.159984            0.749925            0.00259974          0.0439956           
8.24                2366.77             0.043433            6.18457e-05         1.65829e-14         2.47927e-07         9.77761e-08         8.48656e-07         0.159984            0.749925            0.00259974          0.0439956           
8.245               2367.15             0.043433            6.1841e-05          1.65222e-14         2.49369e-07         9.84305e-08         8.54019e-07         0.159984            0.749925            0.00259974          0.0439956           
8.25                2367.53             0.043433            6.18363e-05         1.64617e-14         2.50818e-07         9.90886e-08         8.5941e-07          0.159984            0.749925            0.00259974          0.0439956           
8.255               2367.91             0.043433            6.18317e-05         1.64016e-14         2.52274e-07         9.97504e-08         8.64829e-07         0.159984            0.749925            0.00259974          0.0439956           
8.26                2368.3              0.043433            6.1827e-05          1.63418e-14         2.53736e-07         1.00416e-07         8.70276e-07         0.159984            0.749925            0.00259974          0.0439956           
8.265               2368.68             0.043433            6.18224e-05         1.62822e-14         2.55206e-07         1.01085e-07         8.75752e-07         0.159984            0.749925            0.00259974          0.0439956           
8.27                2369.06             0.043433            6.18177e-05         1.62229e-14         2.56682e-07         1.01758e-07         8.81256e-07         0.159984            0.749925            0.00259974          0.0439956           
8.275               2369.44             0.043433            6.18131e-05         1.61639e-14         2.58165e-07         1.02435e-07         8.86789e-07         0.159984            0.749925            0.00259974          0.0439956           
8.28                2369.82             0.043433            6.18085e-05         1.61052e-14         2.59655e-07         1.03115e-07         8.92351e-07         0.159984            0.749925            0.00259974          0.0439956           
8.285               2370.2              0.043433            6.18038e-05         1.60467e-14         2.61153e-07         1.03799e-07         8.97941e-07         0.159984            0.749925            0.00259974          0.0439956           
8.29                2370.59             0.043433            6.17992e-05         1.59885e-14         2.62657e-07         1.04487e-07         9.03561e-07         0.159984            0.749925            0.00259974          0.0439956           
8.295               2370.97             0.043433            6.17946e-05         1.59306e-14         2.64168e-07         1.05179e-07         9.0921e-07          0.159984            0.749925            0.00259974          0.0439956           
8.3                 2371.35             0.043433            6.179e-05           1.5873e-14          2.65687e-07         1.05875e-07         9.14888e-07         0.159984            0.749925            0.00259974          0.0439956           
8.305               2371.73             0.043433            6.17854e-05         1.58156e-14         2.67212e-07         1.06575e-07         9.20595e-07         0.159984            0.749925            0.00259974          0.0439956           
8.31                2372.11             0.043433            6.17808e-05         1.57585e-14         2.68745e-07         1.07278e-07         9.26332e-07         0.159984            0.749925            0.00259974          0.0439956           
8.315               2372.48             0.043433            6.17762e-05         1.57016e-14         2.70284e-07         1.07985e-07         9.32098e-07         0.159984            0.749925            0.00259974          0.0439956           
8.32                2372.86             0.043433            6.17717e-05         1.56451e-14         2.71831e-07         1.08697e-07         9.37894e-07         0.159984            0.749925            0.00259974          0.0439956           
8.325               2373.24             0.043433            6.17671e-05         1.55888e-14         2.73385e-07         1.09412e-07         9.4372e-07          0.159984            0.749925            0.00259974          0.0439956           
8.33                2373.62             0.043433            6.17625e-05         1.55327e-14         2.74947e-07         1.10131e-07         9.49575e-07         0.159984            0.749925            0.00259974          0.0439956           
8.335               2374                0.043433            6.1758e-05          1.54769e-14         2.76515e-07         1.10854e-07         9.55461e-07         0.159984            0.749925            0.00259974          0.0439956           
8.34                2374.38             0.043433            6.17534e-05         1.54214e-14         2.78091e-07         1.11581e-07         9.61377e-07         0.159984            0.749925            0.00259974          0.0439956           
8.345               2374.76             0.043433            6.17488e-05         1.53661e-14         2.79674e-07         1.12312e-07         9.67323e-07         0.159984            0.749925            0.00259974          0.0439956           
8.35                2375.13             0.043433            6.17443e-05         1.53111e-14         2.81264e-07         1.13047e-07         9.733e-07           0.159984            0.749925            0.00259974          0.0439956           
8.355               2375.51             0.043433            6.17398e-05         1.52563e-14         2.82862e-07         1.13786e-07         9.79307e-07         0.159984            0.749925            0.00259974          0.0439956           
8.36                2375.89             0.043433            6.17352e-05         1.52018e-14         2.84467e-07         1.14529e-07         9.85344e-07         0.159984            0.749925            0.00259974          0.0439956           
8.365               2376.26             0.043433            6.17307e-05         1.51476e-14         2.8608e-07          1.15276e-07         9.91413e-07         0.159984            0.749925            0.00259974          0.0439956           
8.37                2376.64             0.043433            6.17262e-05         1.50936e-14         2.877e-07           1.16027e-07         9.97512e-07         0.159984            0.749925            0.00259974          0.0439956           
8.375               2377.02             0.043433            6.17217e-05         1.50398e-14         2.89327e-07         1.16782e-07         1.00364e-06         0.159984            0.749925            0.00259974          0.0439956           
8.38                2377.39             0.043433            6.17172e-05         1.49863e-14         2.90962e-07         1.17542e-07         1.0098e-06          0.159984            0.749925            0.00259974          0.0439956           
8.385               2377.77             0.043433            6.17127e-05         1.49331e-14         2.92604e-07         1.18305e-07         1.016e-06           0.159984            0.749925            0.00259974          0.0439956           
8.39                2378.14             0.043433            6.17082e-05         1.488e-14           2.94254e-07         1.19073e-07         1.02222e-06         0.159984            0.749925            0.00259974          0.0439956           
8.395               2378.52             0.043433            6.17037e-05         1.48273e-14         2.95911e-07         1.19844e-07         1.02848e-06         0.159984            0.749925            0.00259974          0.0439956           
8.4                 2378.89             0.043433            6.16992e-05         1.47747e-14         2.97576e-07         1.2062e-07          1.03476e-06         0.159984            0.749925            0.00259974          0.0439956           
8.405               2379.26             0.043433            6.16947e-05         1.47224e-14         2.99249e-07         1.21401e-07         1.04108e-06         0.159984            0.749925            0.00259974          0.0439956           
8.41                2379.64             0.043433            6.16902e-05         1.46704e-14         3.00929e-07         1.22185e-07         1.04743e-06         0.159984            0.749925            0.00259974          0.0439956           
8.415               2380.01             0.043433            6.16858e-05         1.46186e-14         3.02616e-07         1.22973e-07         1.05382e-06         0.159984            0.749925            0.00259974          0.0439956           
8.42                2380.39             0.043433            6.16813e-05         1.4567e-14          3.04312e-07         1.23766e-07         1.06023e-06         0.159984            0.749925            0.00259974          0.0439956           
8.425               2380.76             0.043433            6.16768e-05         1.45157e-14         3.06015e-07         1.24563e-07         1.06668e-06         0.159984            0.749925            0.00259974          0.0439956           
8.43                2381.13             0.043433            6.16724e-05         1.44646e-14         3.07726e-07         1.25365e-07         1.07316e-06         0.159984            0.749925            0.00259974          0.0439956           
8.435               2381.5              0.0434331           6.1668e-05          1.44137e-14         3.09444e-07         1.26171e-07         1.07967e-06         0.159984            0.749925            0.00259974          0.0439956           
8.44                2381.88             0.0434331           6.16635e-05         1.4363e-14          3.11171e-07         1.26981e-07         1.08621e-06         0.159984            0.749925            0.00259974          0.0439956           
8.445               2382.25             0.0434331           6.16591e-05         1.43126e-14         3.12905e-07         1.27795e-07         1.09279e-06         0.159984            0.749925            0.00259974          0.0439956           
8.45                2382.62             0.0434331           6.16547e-05         1.42625e-14         3.14647e-07         1.28614e-07         1.0994e-06          0.159984            0.749925            0.00259974          0.0439956           
8.455               2382.99             0.0434331           6.16502e-05         1.42125e-14         3.16396e-07         1.29437e-07         1.10604e-06         0.159984            0.749925            0.00259974          0.0439956           
8.46                2383.36             0.0434331           6.16458e-05         1.41628e-14         3.18154e-07         1.30264e-07         1.11272e-06         0.159984            0.749925            0.00259974          0.0439956           
8.465               2383.73             0.0434331           6.16414e-05         1.41133e-14         3.1992e-07          1.31096e-07         1.11943e-06         0.159984            0.749925            0.00259974          0.0439956           
8.47                2384.11             0.0434331           6.1637e-05          1.4064e-14          3.21693e-07         1.31932e-07         1.12617e-06         0.159984            0.749925            0.00259974          0.0439956           
8.475               2384.48             0.0434331           6.16326e-05         1.4015e-14          3.23474e-07         1.32773e-07         1.13294e-06         0.159984            0.749925            0.00259974          0.0439956           
8.48                2384.85             0.0434331           6.16282e-05         1.39661e-14         3.25264e-07         1.33618e-07         1.13975e-06         0.159984            0.749925            0.00259974          0.0439956           
8.485               2385.22             0.0434331           6.16238e-05         1.39175e-14         3.27061e-07         1.34468e-07         1.14659e-06         0.159984            0.749924            0.00259974          0.0439956           
8.49                2385.59             0.0434331           6.16194e-05         1.38691e-14         3.28866e-07         1.35322e-07         1.15347e-06         0.159984            0.749924            0.00259974          0.0439956           
8.495               2385.95             0.0434331           6.16151e-05         1.3821e-14          3.3068e-07          1.36181e-07         1.16038e-06         0.159984            0.749924            0.00259974          0.0439956           
8.5                 2386.32             0.0434331           6.16107e-05         1.3773e-14          3.32501e-07         1.37044e-07         1.16733e-06         0.159984            0.749924            0.00259974          0.0439956           
8.505               2386.69             0.0434331           6.16063e-05         1.37253e-14         3.34331e-07         1.37912e-07         1.17431e-06         0.159984            0.749924            0.00259974          0.0439956           
8.51                2387.06             0.0434331           6.1602e-05          1.36778e-14         3.36169e-07         1.38784e-07         1.18132e-06         0.159984            0.749924            0.00259974          0.0439956           
8.515               2387.43             0.0434331           6.15976e-05         1.36304e-14         3.38015e-07         1.39661e-07         1.18837e-06         0.159984            0.749924            0.00259974          0.0439956           
8.52                2387.8              0.0434331           6.15933e-05         1.35833e-14         3.39869e-07         1.40543e-07         1.19545e-06         0.159984            0.749924            0.00259974          0.0439956           
8.525               2388.17             0.0434331           6.15889e-05         1.35365e-14         3.41731e-07         1.41429e-07         1.20257e-06         0.159984            0.749924            0.00259974          0.0439956           
8.53                2388.53             0.0434331           6.15846e-05         1.34898e-14         3.43602e-07         1.4232e-07          1.20972e-06         0.159984            0.749924            0.00259974          0.0439956           
8.535               2388.9              0.0434331           6.15803e-05         1.34433e-14         3.4548e-07          1.43215e-07         1.2169e-06          0.159984            0.749924            0.00259974          0.0439956           
8.54                2389.27             0.0434331           6.15759e-05         1.33971e-14         3.47368e-07         1.44116e-07         1.22413e-06         0.159984            0.749924            0.00259974          0.0439956           
8.545               2389.63             0.0434331           6.15716e-05         1.3351e-14          3.49263e-07         1.45021e-07         1.23138e-06         0.159984            0.749924            0.00259974          0.0439956           
8.55                2390                0.0434331           6.15673e-05         1.33052e-14         3.51167e-07         1.4593e-07          1.23868e-06         0.159984            0.749924            0.00259974          0.0439956           
8.555               2390.37             0.0434331           6.1563e-05          1.32595e-14         3.53079e-07         1.46845e-07         1.246e-06           0.159984            0.749924            0.00259974          0.0439956           
8.56                2390.73             0.0434331           6.15587e-05         1.32141e-14         3.54999e-07         1.47764e-07         1.25337e-06         0.159984            0.749924            0.00259974          0.0439956           
8.565               2391.1              0.0434331           6.15544e-05         1.31689e-14         3.56928e-07         1.48688e-07         1.26077e-06         0.159984            0.749924            0.00259974          0.0439956           
8.57                2391.46             0.0434331           6.15501e-05         1.31238e-14         3.58865e-07         1.49616e-07         1.2682e-06          0.159984            0.749924            0.00259974          0.0439956           
8.575               2391.83             0.0434331           6.15458e-05         1.3079e-14          3.60811e-07         1.5055e-07          1.27567e-06         0.159984            0.749924            0.00259974          0.0439956           
8.58                2392.19             0.0434331           6.15415e-05         1.30344e-14         3.62766e-07         1.51488e-07         1.28318e-06         0.159984            0.749924            0.00259974          0.0439956           
8.585               2392.56             0.0434331           6.15373e-05         1.29899e-14         3.64728e-07         1.52432e-07         1.29072e-06         0.159984            0.749924            0.00259974          0.0439956           
8.59                2392.92             0.0434331           6.1533e-05          1.29457e-14         3.667e-07           1.5338e-07          1.2983e-06          0.159984            0.749924            0.00259974          0.0439956           
8.595               2393.28             0.0434331           6.15287e-05         1.29017e-14         3.6868e-07          1.54333e-07         1.30592e-06         0.159984            0.749924            0.00259974          0.0439956           
8.6                 2393.65             0.0434331           6.15245e-05         1.28578e-14         3.70668e-07         1.55291e-07         1.31357e-06         0.159984            0.749924            0.00259974          0.0439956           
8.605               2394.01             0.0434331           6.15202e-05         1.28142e-14         3.72666e-07         1.56254e-07         1.32126e-06         0.159984            0.749924            0.00259974          0.0439956           
8.61                2394.37             0.0434331           6.1516e-05          1.27707e-14         3.74671e-07         1.57222e-07         1.32899e-06         0.159984            0.749924            0.00259974          0.0439956           
8.615               2394.74             0.0434331           6.15117e-05         1.27275e-14         3.76686e-07         1.58194e-07         1.33675e-06         0.159984            0.749924            0.00259974          0.0439956           
8.62                2395.1              0.0434331           6.15075e-05         1.26844e-14         3.78709e-07         1.59172e-07         1.34455e-06         0.159984            0.749924            0.00259974          0.0439956           
8.625               2395.46             0.0434331           6.15032e-05         1.26415e-14         3.80741e-07         1.60155e-07         1.35239e-06         0.159984            0.749924            0.00259974          0.0439956           
8.63                2395.82             0.0434331           6.1499e-05          1.25988e-14         3.82782e-07         1.61143e-07         1.36027e-06         0.159984            0.749924            0.00259974          0.0439956           
8.635               2396.19             0.0434331           6.14948e-05         1.25563e-14         3.84832e-07         1.62136e-07         1.36818e-06         0.159984            0.749924            0.00259974          0.0439956           
8.64                2396.55             0.0434331           6.14906e-05         1.2514e-14          3.8689e-07          1.63134e-07         1.37613e-06         0.159984            0.749924            0.00259974          0.0439956           
8.645               2396.91             0.0434331           6.14864e-05         1.24719e-14         3.88957e-07         1.64137e-07         1.38412e-06         0.159984            0.749924            0.00259974          0.0439956           
8.65                2397.27             0.0434331           6.14822e-05         1.24299e-14         3.91034e-07         1.65145e-07         1.39215e-06         0.159984            0.749924            0.00259974          0.0439956           
8.655               2397.63             0.0434331           6.1478e-05          1.23881e-14         3.93119e-07         1.66158e-07         1.40021e-06         0.159984            0.749924            0.00259974          0.0439956           
8.66                2397.99             0.0434331           6.14738e-05         1.23466e-14         3.95213e-07         1.67177e-07         1.40832e-06         0.159984            0.749924            0.00259974          0.0439956           
8.665               2398.35             0.0434331           6.14696e-05         1.23052e-14         3.97315e-07         1.68201e-07         1.41646e-06         0.159984            0.749924            0.00259974          0.0439956           
8.67                2398.71             0.0434331           6.14654e-05         1.22639e-14         3.99427e-07         1.6923e-07          1.42464e-06         0.159984            0.749924            0.00259974          0.0439956           
8.675               2399.07             0.0434332           6.14612e-05         1.22229e-14         4.01548e-07         1.70264e-07         1.43286e-06         0.159984            0.749924            0.00259974          0.0439956           
8.68                2399.43             0.0434332           6.1457e-05          1.21821e-14         4.03678e-07         1.71303e-07         1.44111e-06         0.159984            0.749924            0.00259974          0.0439956           
8.685               2399.79             0.0434332           6.14529e-05         1.21414e-14         4.05817e-07         1.72348e-07         1.44941e-06         0.159984            0.749924            0.00259974          0.0439956           
8.69                2400.15             0.0434332           6.14487e-05         1.21009e-14         4.07965e-07         1.73397e-07         1.45775e-06         0.159984            0.749924            0.00259974          0.0439956           
8.695               2400.51             0.0434332           6.14445e-05         1.20605e-14         4.10123e-07         1.74453e-07         1.46612e-06         0.159984            0.749924            0.00259974          0.0439956           
8.7                 2400.86             0.0434332           6.14404e-05         1.20204e-14         4.12289e-07         1.75513e-07         1.47454e-06         0.159984            0.749924            0.00259974          0.0439956           
8.705               2401.22             0.0434332           6.14362e-05         1.19804e-14         4.14465e-07         1.76579e-07         1.48299e-06         0.159984            0.749924            0.00259974          0.0439956           
8.71                2401.58             0.0434332           6.14321e-05         1.19406e-14         4.1665e-07          1.7765e-07          1.49148e-06         0.159984            0.749924            0.00259974          0.0439956           
8.715               2401.94             0.0434332           6.1428e-05          1.1901e-14          4.18844e-07         1.78727e-07         1.50002e-06         0.159984            0.749924            0.00259974          0.0439956           
8.72                2402.29             0.0434332           6.14238e-05         1.18615e-14         4.21047e-07         1.79808e-07         1.50859e-06         0.159984            0.749924            0.00259974          0.0439956           
8.725               2402.65             0.0434332           6.14197e-05         1.18223e-14         4.2326e-07          1.80896e-07         1.5172e-06          0.159984            0.749924            0.00259974          0.0439956           
8.73                2403.01             0.0434332           6.14156e-05         1.17831e-14         4.25481e-07         1.81989e-07         1.52586e-06         0.159984            0.749924            0.00259974          0.0439956           
8.735               2403.37             0.0434332           6.14115e-05         1.17442e-14         4.27713e-07         1.83087e-07         1.53455e-06         0.159984            0.749924            0.00259974          0.0439956           
8.74                2403.72             0.0434332           6.14074e-05         1.17054e-14         4.29953e-07         1.84191e-07         1.54329e-06         0.159984            0.749924            0.00259974          0.0439956           
8.745               2404.08             0.0434332           6.14033e-05         1.16668e-14         4.32203e-07         1.853e-07           1.55206e-06         0.159984            0.749924            0.00259974          0.0439955           
8.75                2404.43             0.0434332           6.13992e-05         1.16284e-14         4.34463e-07         1.86415e-07         1.56088e-06         0.159984            0.749924            0.00259974          0.0439955           
8.755               2404.79             0.0434332           6.13951e-05         1.15901e-14         4.36732e-07         1.87535e-07         1.56973e-06         0.159984            0.749924            0.00259974          0.0439955           
8.76                2405.14             0.0434332           6.1391e-05          1.1552e-14          4.3901e-07          1.88661e-07         1.57863e-06         0.159984            0.749924            0.00259974          0.0439955           
8.765               2405.5              0.0434332           6.13869e-05         1.1514e-14          4.41298e-07         1.89792e-07         1.58757e-06         0.159984            0.749924            0.00259974          0.0439955           
8.77                2405.85             0.0434332           6.13828e-05         1.14762e-14         4.43596e-07         1.90929e-07         1.59655e-06         0.159984            0.749924            0.00259974          0.0439955           
8.775               2406.21             0.0434332           6.13787e-05         1.14386e-14         4.45903e-07         1.92072e-07         1.60557e-06         0.159984            0.749924            0.00259974          0.0439955           
8.78                2406.56             0.0434332           6.13747e-05         1.14012e-14         4.4822e-07          1.93221e-07         1.61463e-06         0.159984            0.749924            0.00259974          0.0439955           
8.785               2406.92             0.0434332           6.13706e-05         1.13639e-14         4.50546e-07         1.94375e-07         1.62374e-06         0.159984            0.749924            0.00259974          0.0439955           
8.79                2407.27             0.0434332           6.13665e-05         1.13267e-14         4.52882e-07         1.95534e-07         1.63288e-06         0.159984            0.749924            0.00259974          0.0439955           
8.795               2407.62             0.0434332           6.13625e-05         1.12897e-14         4.55228e-07         1.967e-07           1.64207e-06         0.159984            0.749924            0.00259974          0.0439955           
8.8                 2407.98             0.0434332           6.13584e-05         1.12529e-14         4.57583e-07         1.97871e-07         1.6513e-06          0.159984            0.749924            0.00259974          0.0439955           
8.805               2408.33             0.0434332           6.13544e-05         1.12163e-14         4.59948e-07         1.99048e-07         1.66058e-06         0.159984            0.749924            0.00259974          0.0439955           
8.81                2408.68             0.0434332           6.13504e-05         1.11797e-14         4.62323e-07         2.00231e-07         1.66989e-06         0.159984            0.749924            0.00259974          0.0439955           
8.815               2409.03             0.0434332           6.13463e-05         1.11434e-14         4.64708e-07         2.01419e-07         1.67925e-06         0.159984            0.749924            0.00259974          0.0439955           
8.82                2409.39             0.0434332           6.13423e-05         1.11072e-14         4.67102e-07         2.02613e-07         1.68865e-06         0.159984            0.749924            0.00259974          0.0439955           
8.825               2409.74             0.0434332           6.13383e-05         1.10712e-14         4.69507e-07         2.03814e-07         1.6981e-06          0.159984            0.749924            0.00259974          0.0439955           
8.83                2410.09             0.0434332           6.13342e-05         1.10353e-14         4.71921e-07         2.0502e-07          1.70758e-06         0.159984            0.749924            0.00259974          0.0439955           
8.835               2410.44             0.0434332           6.13302e-05         1.09995e-14         4.74345e-07         2.06232e-07         1.71711e-06         0.159984            0.749924            0.00259974          0.0439955           
8.84                2410.79             0.0434332           6.13262e-05         1.09639e-14         4.76779e-07         2.0745e-07          1.72669e-06         0.159984            0.749924            0.00259974          0.0439955           
8.845               2411.14             0.0434332           6.13222e-05         1.09285e-14         4.79223e-07         2.08673e-07         1.7363e-06          0.159984            0.749924            0.00259974          0.0439955           
8.85                2411.49             0.0434332           6.13182e-05         1.08932e-14         4.81677e-07         2.09903e-07         1.74596e-06         0.159984            0.749924            0.00259974          0.0439955           
8.855               2411.84             0.0434332           6.13142e-05         1.08581e-14         4.84142e-07         2.11139e-07         1.75567e-06         0.159984            0.749924            0.00259974          0.0439955           
8.86                2412.19             0.0434332           6.13102e-05         1.08231e-14         4.86616e-07         2.12381e-07         1.76542e-06         0.159984            0.749924            0.00259974          0.0439955           
8.865               2412.54             0.0434332           6.13063e-05         1.07883e-14         4.891e-07           2.13628e-07         1.77521e-06         0.159984            0.749924            0.00259974          0.0439955           
8.87                2412.89             0.0434332           6.13023e-05         1.07536e-14         4.91594e-07         2.14882e-07         1.78505e-06         0.159984            0.749924            0.00259974          0.0439955           
8.875               2413.24             0.0434332           6.12983e-05         1.0719e-14          4.94099e-07         2.16142e-07         1.79493e-06         0.159984            0.749924            0.00259974          0.0439955           
8.88                2413.59             0.0434332           6.12943e-05         1.06846e-14         4.96614e-07         2.17408e-07         1.80485e-06         0.159984            0.749924            0.00259974          0.0439955           
8.885               2413.94             0.0434332           6.12904e-05         1.06504e-14         4.99139e-07         2.1868e-07          1.81482e-06         0.159984            0.749924            0.00259974          0.0439955           
8.89                2414.29             0.0434332           6.12864e-05         1.06163e-14         5.01674e-07         2.19958e-07         1.82484e-06         0.159984            0.749924            0.00259974          0.0439955           
8.895               2414.63             0.0434332           6.12825e-05         1.05823e-14         5.04219e-07         2.21242e-07         1.8349e-06          0.159984            0.749924            0.00259974          0.0439955           
8.9                 2414.98             0.0434332           6.12785e-05         1.05485e-14         5.06775e-07         2.22533e-07         1.845e-06           0.159984            0.749924            0.00259974          0.0439955           
8.905               2415.33             0.0434332           6.12746e-05         1.05148e-14         5.09341e-07         2.2383e-07          1.85515e-06         0.159984            0.749924            0.00259974          0.0439955           
8.91                2415.68             0.0434332           6.12706e-05         1.04813e-14         5.11918e-07         2.25132e-07         1.86535e-06         0.159984            0.749924            0.00259974          0.0439955           
8.915               2416.02             0.0434332           6.12667e-05         1.04479e-14         5.14505e-07         2.26442e-07         1.87559e-06         0.159984            0.749924            0.00259974          0.0439955           
8.92                2416.37             0.0434332           6.12628e-05         1.04146e-14         5.17102e-07         2.27757e-07         1.88587e-06         0.159984            0.749924            0.00259974          0.0439955           
8.925               2416.72             0.0434332           6.12588e-05         1.03815e-14         5.19709e-07         2.29079e-07         1.89621e-06         0.159984            0.749924            0.00259974          0.0439955           
8.93                2417.06             0.0434332           6.12549e-05         1.03485e-14         5.22328e-07         2.30407e-07         1.90658e-06         0.159984            0.749924            0.00259974          0.0439955           
8.935               2417.41             0.0434332           6.1251e-05          1.03157e-14         5.24956e-07         2.31741e-07         1.91701e-06         0.159984            0.749924            0.00259974          0.0439955           
8.94                2417.76             0.0434332           6.12471e-05         1.0283e-14          5.27595e-07         2.33082e-07         1.92748e-06         0.159984            0.749924            0.00259974          0.0439955           
8.945               2418.1              0.0434332           6.12432e-05         1.02504e-14         5.30245e-07         2.34429e-07         1.938e-06           0.159984            0.749924            0.00259974          0.0439955           
8.95                2418.45             0.0434333           6.12393e-05         1.0218e-14          5.32905e-07         2.35782e-07         1.94856e-06         0.159984            0.749924            0.00259974          0.0439955           
8.955               2418.79             0.0434333           6.12354e-05         1.01857e-14         5.35576e-07         2.37142e-07         1.95917e-06         0.159984            0.749924            0.00259974          0.0439955           
8.96                2419.14             0.0434333           6.12315e-05         1.01535e-14         5.38258e-07         2.38509e-07         1.96983e-06         0.159984            0.749924            0.00259974          0.0439955           
8.965               2419.48             0.0434333           6.12276e-05         1.01215e-14         5.4095e-07          2.39882e-07         1.98053e-06         0.159984            0.749924            0.00259974          0.0439955           
8.97                2419.83             0.0434333           6.12237e-05         1.00896e-14         5.43653e-07         2.41261e-07         1.99129e-06         0.159984            0.749924            0.00259974          0.0439955           
8.975               2420.17             0.0434333           6.12199e-05         1.00578e-14         5.46367e-07         2.42647e-07         2.00209e-06         0.159984            0.749924            0.00259974          0.0439955           
8.98                2420.52             0.0434333           6.1216e-05          1.00262e-14         5.49091e-07         2.44039e-07         2.01293e-06         0.159984            0.749924            0.00259974          0.0439955           
8.985               2420.86             0.0434333           6.12121e-05         9.99472e-15         5.51827e-07         2.45438e-07         2.02383e-06         0.159984            0.749924            0.00259974          0.0439955           
8.99                2421.2              0.0434333           6.12083e-05         9.96335e-15         5.54573e-07         2.46844e-07         2.03477e-06         0.159984            0.749924            0.00259974          0.0439955           
8.995               2421.55             0.0434333           6.12044e-05         9.93211e-15         5.5733e-07          2.48256e-07         2.04576e-06         0.159984            0.749924            0.00259974          0.0439955           
