t [s]               T [K]               Xfront [mm]         sdot [mm/s]         dodt [kg/m^2s]      dcodt [kg/m^2s]     dco2dt [kg/m^2s]    dcdt [kg/m^2s]      dc2dt [kg/m^2s]     dc3dt [kg/m^2s]     
0                   800                 0                   0                   0                   0                   0                   0                   0                   0                   
0.005               814.869             1.53983e-06         0.000307967         0.00182786          0.00110024          0.000275406         1.48868e-37         2.09647e-42         1.37282e-39         
0.01                826.844             3.08837e-06         0.000309707         0.00183431          0.00112594          0.000246346         6.79913e-37         1.20044e-41         7.14804e-39         
0.015               836.958             4.65839e-06         0.000314004         0.00183201          0.00115751          0.00022469          2.37041e-36         5.04036e-41         2.77556e-38         
0.02                845.801             6.25678e-06         0.000319678         0.00182478          0.00119186          0.000207651         6.89298e-36         1.71819e-40         8.84965e-38         
0.025               853.731             7.88763e-06         0.00032617          0.00181449          0.00122761          0.000193715         1.76164e-35         5.04964e-40         2.45241e-37         
0.03                860.974             9.55355e-06         0.000333185         0.00180215          0.00126413          0.000181991         4.08848e-35         1.32847e-39         6.12036e-37         
0.035               867.68              1.12563e-05         0.000340556         0.00178837          0.00130107          0.000171914         8.80421e-35         3.20691e-39         1.40813e-36         
0.04                873.956             1.29972e-05         0.000348178         0.00177353          0.00133824          0.000163111         1.78547e-34         7.22567e-39         3.03522e-36         
0.045               879.875             1.47772e-05         0.000355986         0.00175788          0.00137554          0.00015532          3.44647e-34         1.53828e-38         6.20082e-36         
0.05                885.495             1.65968e-05         0.000363934         0.00174161          0.00141289          0.000148353         6.38247e-34         3.12253e-38         1.211e-35           
0.055               890.858             1.84568e-05         0.000371988         0.00172483          0.00145024          0.000142069         1.14082e-33         6.08553e-38         2.27576e-35         
0.06                895.998             2.03574e-05         0.000380127         0.00170764          0.00148759          0.000136358         1.97746e-33         1.14491e-37         4.13639e-35         
0.065               900.941             2.22991e-05         0.000388333         0.00169012          0.00152489          0.000131138         3.33659e-33         2.08836e-37         7.3015e-35          
0.07                905.71              2.4282e-05          0.000396592         0.00167232          0.00156215          0.00012634          5.49713e-33         3.70627e-37         1.25588e-34         
0.075               910.324             2.63065e-05         0.000404895         0.00165428          0.00159936          0.00012191          8.86563e-33         6.41845e-37         2.11068e-34         
0.08                914.796             2.83727e-05         0.000413233         0.00163604          0.00163651          0.000117802         1.40263e-32         1.08728e-36         3.47407e-34         
0.085               919.141             3.04807e-05         0.000421601         0.00161763          0.0016736           0.000113979         2.18083e-32         1.8054e-36          5.61107e-34         
0.09                923.368             3.26306e-05         0.000429994         0.00159906          0.00171063          0.00011041          3.3374e-32          2.94365e-36         8.90776e-34         
0.095               927.489             3.48227e-05         0.000438408         0.00158036          0.0017476           0.000107069         5.03364e-32         4.72005e-36         1.39198e-33         
0.1                 931.51              3.70569e-05         0.000446839         0.00156155          0.00178452          0.000103931         7.49105e-32         7.45298e-36         2.14379e-33         
0.105               935.44              3.93333e-05         0.000455285         0.00154263          0.00182138          0.000100979         1.10111e-31         1.16022e-35         3.25759e-33         
0.11                939.285             4.1652e-05          0.000463744         0.00152363          0.00185819          9.81941e-05         1.60005e-31         1.78247e-35         4.88872e-33         
0.115               943.05              4.40131e-05         0.000472214         0.00150454          0.00189494          9.5562e-05          2.30035e-31         2.70504e-35         7.25189e-33         
0.12                946.741             4.64166e-05         0.000480694         0.00148538          0.00193165          9.30695e-05         3.27432e-31         4.05829e-35         1.06414e-32         
0.125               950.361             4.88625e-05         0.000489182         0.00146615          0.00196831          9.07053e-05         4.6173e-31          6.02352e-35         1.54574e-32         
0.13                953.917             5.13509e-05         0.000497678         0.00144686          0.00200492          8.84589e-05         6.45421e-31         8.85069e-35         2.224e-32           
0.135               957.41              5.38818e-05         0.00050618          0.00142751          0.0020415           8.63214e-05         8.94768e-31         1.2882e-34          3.17128e-32         
0.14                960.845             5.64552e-05         0.000514689         0.00140812          0.00207803          8.42844e-05         1.23081e-30         1.85823e-34         4.48391e-32         
0.145               964.224             5.90712e-05         0.000523203         0.00138867          0.00211453          8.23409e-05         1.68064e-30         2.6579e-34          6.28933e-32         
0.15                967.551             6.17298e-05         0.000531723         0.00136919          0.002151            8.04841e-05         2.27891e-30         3.77136e-34         8.75507e-32         
0.155               970.828             6.44311e-05         0.000540247         0.00134966          0.00218743          7.8708e-05          3.06976e-30         5.31072e-34         1.21002e-31         
0.16                974.057             6.71749e-05         0.000548775         0.00133009          0.00222384          7.70074e-05         4.10912e-30         7.42454e-34         1.66094e-31         
0.165               977.241             6.99615e-05         0.000557308         0.00131049          0.00226022          7.53773e-05         5.46754e-30         1.03085e-33         2.26513e-31         
0.17                980.382             7.27907e-05         0.000565845         0.00129086          0.00229657          7.38132e-05         7.23361e-30         1.42192e-33         3.06999e-31         
0.175               983.481             7.56626e-05         0.000574385         0.00127119          0.0023329           7.23111e-05         9.51812e-30         1.9491e-33          4.13627e-31         
0.18                986.54              7.85773e-05         0.00058293          0.00125149          0.0023692           7.08671e-05         1.2459e-29          2.65579e-33         5.54145e-31         
0.185               989.561             8.15347e-05         0.000591478         0.00123177          0.00240549          6.9478e-05          1.62275e-29         3.59803e-33         7.3839e-31          
0.19                992.546             8.45348e-05         0.000600029         0.00121201          0.00244176          6.81404e-05         2.10351e-29         4.84787e-33         9.78799e-31         
0.195               995.496             8.75777e-05         0.000608584         0.00119224          0.00247801          6.68516e-05         2.71422e-29         6.49757e-33         1.29104e-30         
0.2                 998.412             9.06635e-05         0.000617143         0.00117243          0.00251425          6.56088e-05         3.48687e-29         8.66474e-33         1.69476e-30         
0.205               1001.3              9.3792e-05          0.000625705         0.00115261          0.00255047          6.44095e-05         4.46055e-29         1.14987e-32         2.21453e-30         
0.21                1004.15             9.69633e-05         0.000634271         0.00113275          0.00258669          6.32514e-05         5.68296e-29         1.51884e-32         2.88095e-30         
0.215               1006.97             0.000100178         0.00064284          0.00111288          0.00262289          6.21325e-05         7.21203e-29         1.99718e-32         3.73198e-30         
0.22                1009.76             0.000103435         0.000651412         0.00109299          0.00265908          6.10506e-05         9.11802e-29         2.61481e-32         4.81462e-30         
0.225               1012.53             0.000106735         0.000659988         0.00107307          0.00269527          6.0004e-05          1.14858e-28         3.40914e-32         6.18679e-30         
0.23                1015.26             0.000110077         0.000668568         0.00105313          0.00273145          5.89909e-05         1.44176e-28         4.42684e-32         7.91971e-30         
0.235               1017.97             0.000113463         0.000677151         0.00103318          0.00276762          5.80097e-05         1.80364e-28         5.72594e-32         1.01007e-29         
0.24                1020.66             0.000116892         0.000685738         0.0010132           0.00280379          5.70589e-05         2.24895e-28         7.37838e-32         1.28363e-29         
0.245               1023.32             0.000120363         0.000694328         0.000993206         0.00283995          5.61371e-05         2.79531e-28         9.47305e-32         1.62567e-29         
0.25                1025.96             0.000123878         0.000702922         0.000973192         0.00287611          5.52429e-05         3.46373e-28         1.21194e-31         2.05198e-29         
0.255               1028.57             0.000127436         0.00071152          0.000953159         0.00291228          5.43752e-05         4.2792e-28          1.54521e-31         2.5817e-29          
0.26                1031.16             0.000131036         0.000720121         0.000933108         0.00294844          5.35327e-05         5.27141e-28         1.9636e-31          3.238e-29           
0.265               1033.73             0.00013468          0.000728727         0.00091304          0.0029846           5.27144e-05         6.47552e-28         2.48725e-31         4.0488e-29          
0.27                1036.28             0.000138367         0.000737336         0.000892954         0.00302076          5.19193e-05         7.93307e-28         3.14073e-31         5.04769e-29         
0.275               1038.8              0.000142096         0.000745949         0.000872851         0.00305692          5.11462e-05         9.69308e-28         3.95387e-31         6.275e-29           
0.28                1041.31             0.000145869         0.000754566         0.000852731         0.00309309          5.03944e-05         1.18132e-27         4.96291e-31         7.77903e-29         
0.285               1043.8              0.000149685         0.000763187         0.000832594         0.00312926          4.9663e-05          1.43613e-27         6.21163e-31         9.61747e-29         
0.29                1046.27             0.000153544         0.000771812         0.00081244          0.00316544          4.89511e-05         1.74166e-27         7.75294e-31         1.18591e-28         
0.295               1048.72             0.000157446         0.000780441         0.00079227          0.00320162          4.8258e-05          2.10723e-27         9.65051e-31         1.45859e-28         
0.3                 1051.15             0.000161392         0.000789075         0.000772083         0.0032378           4.75829e-05         2.54368e-27         1.19809e-30         1.78949e-28         
0.305               1053.56             0.00016538          0.000797712         0.000751881         0.003274            4.69251e-05         3.06368e-27         1.48359e-30         2.19015e-28         
0.31                1055.96             0.000169412         0.000806354         0.000731662         0.00331019          4.6284e-05          3.68196e-27         1.83253e-30         2.67418e-28         
0.315               1058.33             0.000173487         0.000814999         0.000711427         0.0033464           4.5659e-05          4.41563e-27         2.25804e-30         3.25766e-28         
0.32                1060.7              0.000177605         0.000823649         0.000691177         0.00338261          4.50495e-05         5.28456e-27         2.77574e-30         3.95955e-28         
0.325               1063.04             0.000181767         0.000832304         0.000670911         0.00341884          4.44548e-05         6.31174e-27         3.40424e-30         4.80214e-28         
0.33                1065.37             0.000185972         0.000840963         0.00065063          0.00345507          4.38745e-05         7.52375e-27         4.16562e-30         5.81159e-28         
0.335               1067.69             0.00019022          0.000849626         0.000630333         0.00349131          4.3308e-05          8.95129e-27         5.08606e-30         7.01857e-28         
0.34                1069.99             0.000194511         0.000858293         0.000610021         0.00352756          4.27549e-05         1.06297e-26         6.1965e-30          8.45899e-28         
0.345               1072.27             0.000198846         0.000866965         0.000589694         0.00356382          4.22146e-05         1.25998e-26         7.53353e-30         1.01748e-27         
0.35                1074.55             0.000203224         0.000875642         0.000569352         0.00360009          4.16868e-05         1.49083e-26         9.14024e-30         1.22148e-27         
0.355               1076.8              0.000207646         0.000884323         0.000548994         0.00363637          4.11711e-05         1.7609e-26          1.10674e-29         1.4636e-27          
0.36                1079.05             0.000212111         0.000893008         0.000528622         0.00367266          4.06669e-05         2.07633e-26         1.33745e-29         1.75046e-27         
0.365               1081.28             0.000216619         0.000901698         0.000508234         0.00370897          4.0174e-05          2.44418e-26         1.61316e-29         2.08974e-27         
0.37                1083.49             0.000221171         0.000910393         0.000487832         0.00374529          3.9692e-05          2.87249e-26         1.94205e-29         2.49036e-27         
0.375               1085.7              0.000225767         0.000919092         0.000467415         0.00378162          3.92205e-05         3.37046e-26         2.3337e-29          2.96263e-27         
0.38                1087.89             0.000230406         0.000927796         0.000446984         0.00381796          3.87592e-05         3.94858e-26         2.79929e-29         3.51846e-27         
0.385               1090.07             0.000235088         0.000936505         0.000426537         0.00385431          3.83077e-05         4.61876e-26         3.35185e-29         4.17162e-27         
0.39                1092.23             0.000239814         0.000945218         0.000406077         0.00389068          3.78657e-05         5.39459e-26         4.00658e-29         4.93798e-27         
0.395               1094.39             0.000244584         0.000953936         0.000385601         0.00392706          3.74331e-05         6.29147e-26         4.7811e-29          5.83578e-27         
0.4                 1096.53             0.000249397         0.000962659         0.000365112         0.00396346          3.70093e-05         7.32689e-26         5.69592e-29         6.88602e-27         
0.405               1098.66             0.000254254         0.000971386         0.000344608         0.00399987          3.65943e-05         8.52068e-26         6.77476e-29         8.11282e-27         
0.41                1100.78             0.000259155         0.000980119         0.000324089         0.0040363           3.61877e-05         9.89525e-26         8.04514e-29         9.54382e-27         
0.415               1102.89             0.000264099         0.000988856         0.000303556         0.00407274          3.57893e-05         1.1476e-25          9.53885e-29         1.12107e-26         
0.42                1104.98             0.000269087         0.000997597         0.00028301          0.00410919          3.53989e-05         1.32915e-25         1.12926e-28         1.31496e-26         
0.425               1107.07             0.000274119         0.00100634          0.000262448         0.00414566          3.50161e-05         1.53742e-25         1.33487e-28         1.54021e-26         
0.43                1109.15             0.000279194         0.0010151           0.000241873         0.00418214          3.46409e-05         1.77605e-25         1.5756e-28          1.80152e-26         
0.435               1111.21             0.000284314         0.00102385          0.000221284         0.00421864          3.42729e-05         2.04913e-25         1.85706e-28         2.1043e-26          
0.44                1113.27             0.000289477         0.00103261          0.000200681         0.00425516          3.3912e-05          2.36128e-25         2.18569e-28         2.45466e-26         
0.445               1115.31             0.000294684         0.00104138          0.000180063         0.00429169          3.35579e-05         2.71769e-25         2.56889e-28         2.8596e-26          
0.45                1117.35             0.000299934         0.00105015          0.000159432         0.00432824          3.32106e-05         3.12418e-25         3.01516e-28         3.32703e-26         
0.455               1119.37             0.000305229         0.00105893          0.000138787         0.0043648           3.28697e-05         3.58726e-25         3.5342e-28          3.86595e-26         
0.46                1121.39             0.000310568         0.00106771          0.000118128         0.00440138          3.25351e-05         4.11427e-25         4.13713e-28         4.48658e-26         
0.465               1123.4              0.00031595          0.00107649          9.74554e-05         0.00443797          3.22067e-05         4.71337e-25         4.83665e-28         5.20045e-26         
0.47                1125.4              0.000321376         0.00108528          7.67691e-05         0.00447458          3.18843e-05         5.39373e-25         5.64724e-28         6.02066e-26         
0.475               1127.38             0.000326847         0.00109408          5.6069e-05          0.00451121          3.15677e-05         6.16557e-25         6.58543e-28         6.96199e-26         
0.48                1129.36             0.000332361         0.00110288          3.53553e-05         0.00454786          3.12568e-05         7.04031e-25         7.67003e-28         8.04112e-26         
0.485               1131.33             0.00033792          0.00111168          1.46281e-05         0.00458452          3.09513e-05         8.0307e-25          8.92247e-28         9.27691e-26         
0.49                1133.3              0.000343522         0.00112049          -6.11268e-06        0.0046212           3.06513e-05         9.15092e-25         1.03671e-27         1.06906e-25         
0.495               1135.25             0.000349169         0.00112931          -2.68669e-05        0.00465789          3.03565e-05         1.04168e-24         1.20315e-27         1.2306e-25          
0.5                 1137.2              0.000354859         0.00113813          -4.76346e-05        0.0046946           3.00669e-05         1.18459e-24         1.3947e-27          1.41502e-25         
0.505               1139.13             0.000360594         0.00114695          -6.84156e-05        0.00473133          2.97822e-05         1.34578e-24         1.61492e-27         1.62533e-25         
0.51                1141.06             0.000366373         0.00115578          -8.921e-05          0.00476808          2.95023e-05         1.52741e-24         1.86783e-27         1.86493e-25         
0.515               1142.98             0.000372196         0.00116461          -0.000110018        0.00480484          2.92272e-05         1.73191e-24         2.15798e-27         2.13764e-25         
0.52                1144.89             0.000378063         0.00117345          -0.000130838        0.00484162          2.89567e-05         1.96195e-24         2.4905e-27          2.44772e-25         
0.525               1146.8              0.000383975         0.0011823           -0.000151672        0.00487842          2.86907e-05         2.22048e-24         2.87122e-27         2.79996e-25         
0.53                1148.7              0.00038993          0.00119115          -0.00017252         0.00491524          2.84292e-05         2.51079e-24         3.30666e-27         3.19973e-25         
0.535               1150.59             0.00039593          0.0012              -0.00019338         0.00495207          2.81719e-05         2.8365e-24          3.80423e-27         3.65301e-25         
0.54                1152.47             0.000401975         0.00120886          -0.000214253        0.00498892          2.79188e-05         3.20165e-24         4.37222e-27         4.1665e-25          
0.545               1154.34             0.000408063         0.00121772          -0.000235139        0.00502579          2.76698e-05         3.61065e-24         5.01999e-27         4.74769e-25         
0.55                1156.21             0.000414196         0.00122659          -0.000256038        0.00506267          2.74247e-05         4.06841e-24         5.75806e-27         5.4049e-25          
0.555               1158.07             0.000420374         0.00123546          -0.00027695         0.00509957          2.71836e-05         4.58034e-24         6.59824e-27         6.14745e-25         
0.56                1159.92             0.000426595         0.00124434          -0.000297875        0.00513649          2.69463e-05         5.15239e-24         7.55378e-27         6.98569e-25         
0.565               1161.77             0.000432861         0.00125322          -0.000318812        0.00517343          2.67127e-05         5.79113e-24         8.63955e-27         7.93115e-25         
0.57                1163.61             0.000439172         0.00126211          -0.000339762        0.00521039          2.64828e-05         6.50379e-24         9.87221e-27         8.99667e-25         
0.575               1165.44             0.000445527         0.001271            -0.000360724        0.00524736          2.62564e-05         7.29833e-24         1.12704e-26         1.01965e-24         
0.58                1167.27             0.000451926         0.0012799           -0.0003817          0.00528435          2.60335e-05         8.18351e-24         1.2855e-26          1.15465e-24         
0.585               1169.08             0.00045837          0.0012888           -0.000402687        0.00532136          2.5814e-05          9.16893e-24         1.46494e-26         1.30642e-24         
0.59                1170.9              0.000464859         0.00129771          -0.000423687        0.00535838          2.55978e-05         1.02652e-23         1.66796e-26         1.47692e-24         
0.595               1172.7              0.000471392         0.00130662          -0.0004447          0.00539543          2.53849e-05         1.14838e-23         1.89747e-26         1.6683e-24          
0.6                 1174.5              0.00047797          0.00131553          -0.000465724        0.00543249          2.51752e-05         1.28376e-23         2.15672e-26         1.88296e-24         
0.605               1176.29             0.000484592         0.00132446          -0.000486761        0.00546956          2.49685e-05         1.43404e-23         2.44932e-26         2.12354e-24         
0.61                1178.08             0.000491259         0.00133338          -0.00050781         0.00550666          2.47649e-05         1.60076e-23         2.77931e-26         2.39299e-24         
0.615               1179.86             0.00049797          0.00134231          -0.000528871        0.00554377          2.45643e-05         1.78559e-23         3.15118e-26         2.69453e-24         
0.62                1181.64             0.000504727         0.00135124          -0.000549944        0.0055809           2.43666e-05         1.99036e-23         3.5699e-26          3.03175e-24         
0.625               1183.4              0.000511528         0.00136018          -0.000571029        0.00561805          2.41718e-05         2.21706e-23         4.04105e-26         3.4086e-24          
0.63                1185.17             0.000518373         0.00136913          -0.000592126        0.00565521          2.39797e-05         2.4679e-23          4.57076e-26         3.82943e-24         
0.635               1186.92             0.000525264         0.00137808          -0.000613235        0.00569239          2.37904e-05         2.74525e-23         5.1659e-26          4.29907e-24         
0.64                1188.67             0.000532199         0.00138703          -0.000634355        0.00572959          2.36038e-05         3.05173e-23         5.83404e-26         4.82279e-24         
0.645               1190.42             0.000539179         0.00139599          -0.000655487        0.0057668           2.34198e-05         3.3902e-23          6.5836e-26          5.40644e-24         
0.65                1192.16             0.000546203         0.00140495          -0.00067663         0.00580404          2.32383e-05         3.76374e-23         7.42391e-26         6.05643e-24         
0.655               1193.89             0.000553273         0.00141391          -0.000697785        0.00584129          2.30594e-05         4.17576e-23         8.36529e-26         6.77983e-24         
0.66                1195.62             0.000560387         0.00142288          -0.000718952        0.00587855          2.2883e-05          4.62994e-23         9.41915e-26         7.5844e-24          
0.665               1197.34             0.000567547         0.00143186          -0.000740129        0.00591583          2.2709e-05          5.1303e-23          1.05981e-25         8.47866e-24         
0.67                1199.06             0.000574751         0.00144084          -0.000761318        0.00595313          2.25373e-05         5.68122e-23         1.19162e-25         9.47199e-24         
0.675               1200.77             0.000582            0.00144982          -0.000782518        0.00599045          2.2368e-05          6.28744e-23         1.33888e-25         1.05747e-23         
0.68                1202.47             0.000589294         0.00145881          -0.000803729        0.00602778          2.22009e-05         6.95414e-23         1.50329e-25         1.17979e-23         
0.685               1204.18             0.000596633         0.0014678           -0.000824951        0.00606513          2.20361e-05         7.68694e-23         1.68674e-25         1.31542e-23         
0.69                1205.87             0.000604017         0.0014768           -0.000846183        0.00610249          2.18735e-05         8.49195e-23         1.89128e-25         1.4657e-23          
0.695               1207.56             0.000611446         0.0014858           -0.000867427        0.00613987          2.1713e-05          9.37579e-23         2.11921e-25         1.6321e-23          
0.7                 1209.25             0.00061892          0.0014948           -0.000888681        0.00617727          2.15546e-05         1.03457e-22         2.37303e-25         1.81627e-23         
0.705               1210.93             0.000626439         0.00150381          -0.000909945        0.00621468          2.13983e-05         1.14094e-22         2.65552e-25         2.01997e-23         
0.71                1212.6              0.000634003         0.00151283          -0.00093122         0.00625211          2.12441e-05         1.25753e-22         2.96972e-25         2.24513e-23         
0.715               1214.27             0.000641612         0.00152184          -0.000952505        0.00628955          2.10918e-05         1.38527e-22         3.31896e-25         2.49389e-23         
0.72                1215.94             0.000649267         0.00153087          -0.000973801        0.00632701          2.09414e-05         1.52515e-22         3.70693e-25         2.76856e-23         
0.725               1217.6              0.000656966         0.00153989          -0.000995106        0.00636448          2.0793e-05          1.67824e-22         4.13767e-25         3.07166e-23         
0.73                1219.25             0.000664711         0.00154892          -0.00101642         0.00640197          2.06465e-05         1.84571e-22         4.61561e-25         3.40595e-23         
0.735               1220.9              0.000672501         0.00155795          -0.00103775         0.00643947          2.05018e-05         2.0288e-22          5.14561e-25         3.77445e-23         
0.74                1222.55             0.000680336         0.00156699          -0.00105908         0.00647699          2.03589e-05         2.22889e-22         5.733e-25           4.18042e-23         
0.745               1224.19             0.000688216         0.00157603          -0.00108043         0.00651452          2.02178e-05         2.44744e-22         6.38364e-25         4.62745e-23         
0.75                1225.83             0.000696141         0.00158507          -0.00110178         0.00655207          2.00784e-05         2.68603e-22         7.10391e-25         5.11942e-23         
0.755               1227.46             0.000704112         0.00159412          -0.00112314         0.00658963          1.99408e-05         2.94639e-22         7.90084e-25         5.66057e-23         
0.76                1229.09             0.000712128         0.00160317          -0.00114451         0.0066272           1.98048e-05         3.23035e-22         8.78209e-25         6.2555e-23          
0.765               1230.71             0.000720189         0.00161223          -0.0011659          0.00666479          1.96705e-05         3.53992e-22         9.75605e-25         6.90922e-23         
0.77                1232.33             0.000728295         0.00162129          -0.00118729         0.00670239          1.95378e-05         3.87726e-22         1.08319e-24         7.62718e-23         
0.775               1233.94             0.000736447         0.00163035          -0.00120868         0.00674001          1.94067e-05         4.24467e-22         1.20197e-24         8.41529e-23         
0.78                1235.55             0.000744644         0.00163941          -0.00123009         0.00677763          1.92771e-05         4.64465e-22         1.33303e-24         9.27998e-23         
0.785               1237.16             0.000752886         0.00164848          -0.00125151         0.00681527          1.91491e-05         5.07991e-22         1.47758e-24         1.02282e-22         
0.79                1238.76             0.000761174         0.00165755          -0.00127293         0.00685293          1.90226e-05         5.55334e-22         1.63691e-24         1.12676e-22         
0.795               1240.36             0.000769507         0.00166663          -0.00129436         0.00689059          1.88976e-05         6.06805e-22         1.81245e-24         1.24063e-22         
0.8                 1241.95             0.000777886         0.00167571          -0.0013158          0.00692827          1.87741e-05         6.62741e-22         2.00575e-24         1.36532e-22         
0.805               1243.54             0.00078631          0.00168479          -0.00133725         0.00696596          1.8652e-05          7.23502e-22         2.2185e-24          1.5018e-22          
0.81                1245.12             0.000794779         0.00169387          -0.0013587          0.00700365          1.85313e-05         7.89477e-22         2.45254e-24         1.6511e-22          
0.815               1246.7              0.000803294         0.00170296          -0.00138016         0.00704136          1.8412e-05          8.61082e-22         2.70988e-24         1.81437e-22         
0.82                1248.28             0.000811854         0.00171205          -0.00140163         0.00707908          1.8294e-05          9.38766e-22         2.99269e-24         1.99283e-22         
0.825               1249.85             0.00082046          0.00172114          -0.00142311         0.00711682          1.81774e-05         1.02301e-21         3.30336e-24         2.18779e-22         
0.83                1251.42             0.000829111         0.00173023          -0.00144459         0.00715456          1.80621e-05         1.11433e-21         3.64445e-24         2.4007e-22          
0.835               1252.98             0.000837808         0.00173933          -0.00146608         0.00719231          1.7948e-05          1.21328e-21         4.01878e-24         2.63309e-22         
0.84                1254.54             0.00084655          0.00174843          -0.00148757         0.00723007          1.78353e-05         1.32045e-21         4.42939e-24         2.88664e-22         
0.845               1256.1              0.000855337         0.00175753          -0.00150908         0.00726783          1.77238e-05         1.43648e-21         4.87959e-24         3.16316e-22         
0.85                1257.65             0.000864171         0.00176664          -0.00153058         0.00730561          1.76135e-05         1.56206e-21         5.37297e-24         3.4646e-22          
0.855               1259.2              0.000873049         0.00177574          -0.00155209         0.00734339          1.75045e-05         1.69791e-21         5.91342e-24         3.79306e-22         
0.86                1260.75             0.000881974         0.00178485          -0.00157361         0.00738118          1.73966e-05         1.84482e-21         6.50518e-24         4.15081e-22         
0.865               1262.29             0.000890943         0.00179396          -0.00159513         0.00741898          1.72899e-05         2.00364e-21         7.15281e-24         4.54031e-22         
0.87                1263.83             0.000899959         0.00180307          -0.00161666         0.00745679          1.71843e-05         2.17524e-21         7.8613e-24          4.96419e-22         
0.875               1265.36             0.00090902          0.00181219          -0.00163819         0.0074946           1.70799e-05         2.36061e-21         8.63602e-24         5.42529e-22         
0.88                1266.89             0.000918126         0.0018213           -0.00165972         0.00753242          1.69766e-05         2.56077e-21         9.48279e-24         5.92669e-22         
0.885               1268.42             0.000927278         0.00183042          -0.00168126         0.00757024          1.68743e-05         2.77681e-21         1.04079e-23         6.47168e-22         
0.89                1269.94             0.000936476         0.00183953          -0.0017028          0.00760806          1.67732e-05         3.00992e-21         1.14182e-23         7.06383e-22         
0.895               1271.46             0.000945719         0.00184865          -0.00172435         0.00764589          1.66731e-05         3.26134e-21         1.25211e-23         7.70694e-22         
0.9                 1272.97             0.000955008         0.00185777          -0.00174589         0.00768373          1.6574e-05          3.53243e-21         1.37245e-23         8.40514e-22         
0.905               1274.49             0.000964342         0.00186689          -0.00176744         0.00772156          1.6476e-05          3.82461e-21         1.50371e-23         9.16285e-22         
0.91                1275.99             0.000973723         0.00187601          -0.00178899         0.0077594           1.6379e-05          4.13942e-21         1.64681e-23         9.98482e-22         
0.915               1277.5              0.000983148         0.00188514          -0.00181055         0.00779724          1.62829e-05         4.47848e-21         1.80277e-23         1.08762e-21         
0.92                1279                0.00099262          0.00189426          -0.0018321          0.00783508          1.61879e-05         4.84355e-21         1.97267e-23         1.18424e-21         
0.925               1280.5              0.00100214          0.00190338          -0.00185366         0.00787293          1.60938e-05         5.23647e-21         2.15769e-23         1.28894e-21         
0.93                1281.99             0.0010117           0.0019125           -0.00187521         0.00791077          1.60006e-05         5.65924e-21         2.35908e-23         1.40234e-21         
0.935               1283.49             0.00102131          0.00192162          -0.00189677         0.00794861          1.59084e-05         6.11397e-21         2.57821e-23         1.52514e-21         
0.94                1284.97             0.00103096          0.00193075          -0.00191832         0.00798644          1.5817e-05          6.6029e-21          2.81656e-23         1.65805e-21         
0.945               1286.46             0.00104066          0.00193987          -0.00193988         0.00802428          1.57266e-05         7.12843e-21         3.0757e-23          1.80186e-21         
0.95                1287.94             0.00105041          0.00194899          -0.00196143         0.00806211          1.56371e-05         7.69313e-21         3.35736e-23         1.95741e-21         
0.955               1289.42             0.0010602           0.00195811          -0.00198298         0.00809994          1.55484e-05         8.29972e-21         3.66335e-23         2.12559e-21         
0.96                1290.89             0.00107003          0.00196723          -0.00200453         0.00813776          1.54606e-05         8.95108e-21         3.99568e-23         2.30736e-21         
0.965               1292.37             0.00107991          0.00197634          -0.00202608         0.00817558          1.53736e-05         9.6503e-21          4.35645e-23         2.50377e-21         
0.97                1293.83             0.00108984          0.00198546          -0.00204762         0.00821338          1.52875e-05         1.04007e-20         4.74798e-23         2.7159e-21          
0.975               1295.3              0.00109981          0.00199457          -0.00206916         0.00825119          1.52021e-05         1.12056e-20         5.17273e-23         2.94495e-21         
0.98                1296.76             0.00110983          0.00200369          -0.00209069         0.00828898          1.51176e-05         1.2069e-20          5.63334e-23         3.19217e-21         
0.985               1298.22             0.0011199           0.0020128           -0.00211222         0.00832676          1.50338e-05         1.29945e-20         6.13266e-23         3.45892e-21         
0.99                1299.68             0.00113001          0.0020219           -0.00213374         0.00836453          1.49509e-05         1.39866e-20         6.67377e-23         3.74664e-21         
0.995               1301.13             0.00114016          0.00203101          -0.00215526         0.00840229          1.48687e-05         1.50496e-20         7.25994e-23         4.05688e-21         
1                   1302.58             0.00115036          0.00204011          -0.00217677         0.00844004          1.47872e-05         1.61881e-20         7.89472e-23         4.3913e-21          
1.005               1304.03             0.00116061          0.00204921          -0.00219828         0.00847777          1.47065e-05         1.74074e-20         8.58188e-23         4.75165e-21         
1.01                1305.47             0.0011709           0.0020583           -0.00221977         0.00851549          1.46265e-05         1.87126e-20         9.3255e-23          5.13983e-21         
1.015               1306.91             0.00118124          0.00206739          -0.00224126         0.00855319          1.45472e-05         2.01095e-20         1.013e-22           5.55785e-21         
1.02                1308.35             0.00119162          0.00207648          -0.00226273         0.00859088          1.44687e-05         2.16039e-20         1.09999e-22         6.00786e-21         
1.025               1309.78             0.00120205          0.00208556          -0.0022842          0.00862854          1.43908e-05         2.32024e-20         1.19404e-22         6.49215e-21         
1.03                1311.22             0.00121252          0.00209464          -0.00230566         0.00866619          1.43136e-05         2.49116e-20         1.29568e-22         7.01318e-21         
1.035               1312.64             0.00122304          0.00210371          -0.0023271          0.00870381          1.42371e-05         2.67387e-20         1.40548e-22         7.57355e-21         
