t [s]               T [K]               Xfront [mm]         sdot [mm/s]         dodt [kg/m^2s]      dcodt [kg/m^2s]     dco2dt [kg/m^2s]    dcdt [kg/m^2s]      dc2dt [kg/m^2s]     dc3dt [kg/m^2s]     
1.22                1363.62             0.00164308          0.0024309           4.21487e-05         0.0100605           1.1783e-05          3.03699e-19         2.29627e-21         1.05806e-19         
1.225               1364.96             0.00165528          0.00243941          4.35695e-05         0.0100958           1.17249e-05         3.22783e-19         2.46289e-21         1.13044e-19         
1.23                1366.28             0.00166752          0.0024479           4.50321e-05         0.010131            1.16672e-05         3.42989e-19         2.64093e-21         1.20749e-19         
1.235               1367.61             0.0016798           0.00245636          4.65376e-05         0.010166            1.16099e-05         3.64379e-19         2.83111e-21         1.28947e-19         
1.24                1368.93             0.00169212          0.00246479          4.8087e-05          0.010201            1.15528e-05         3.87018e-19         3.03421e-21         1.37669e-19         
1.245               1370.25             0.00170449          0.00247319          4.96812e-05         0.0102358           1.1496e-05          4.10972e-19         3.25106e-21         1.46946e-19         
1.25                1371.57             0.00171689          0.00248155          5.13216e-05         0.0102705           1.14395e-05         4.36315e-19         3.48254e-21         1.56811e-19         
1.255               1372.89             0.00172934          0.00248989          5.3009e-05          0.010305            1.13833e-05         4.63119e-19         3.72957e-21         1.67299e-19         
1.26                1374.21             0.00174183          0.00249819          5.47447e-05         0.0103395           1.13274e-05         4.91464e-19         3.99313e-21         1.78447e-19         
1.265               1375.52             0.00175437          0.00250645          5.65298e-05         0.0103737           1.12718e-05         5.21433e-19         4.27428e-21         1.90293e-19         
1.27                1376.83             0.00176694          0.00251468          5.83654e-05         0.0104078           1.12165e-05         5.53112e-19         4.5741e-21          2.02879e-19         
1.275               1378.14             0.00177955          0.00252287          6.02527e-05         0.0104418           1.11614e-05         5.86592e-19         4.89376e-21         2.16247e-19         
1.28                1379.44             0.00179221          0.00253103          6.2193e-05          0.0104756           1.11065e-05         6.21968e-19         5.23451e-21         2.30445e-19         
1.285               1380.75             0.00180491          0.00253914          6.41873e-05         0.0105092           1.10519e-05         6.59341e-19         5.59764e-21         2.45519e-19         
1.29                1382.05             0.00181764          0.00254721          6.6237e-05          0.0105427           1.09976e-05         6.98815e-19         5.98455e-21         2.6152e-19          
1.295               1383.35             0.00183042          0.00255525          6.83432e-05         0.010576            1.09435e-05         7.40499e-19         6.39668e-21         2.78502e-19         
1.3                 1384.65             0.00184323          0.00256323          7.05073e-05         0.0106091           1.08896e-05         7.84511e-19         6.8356e-21          2.96521e-19         
1.305               1385.94             0.00185609          0.00257118          7.27306e-05         0.0106421           1.08359e-05         8.30969e-19         7.30293e-21         3.15637e-19         
1.31                1387.23             0.00186899          0.00257908          7.50143e-05         0.0106748           1.07825e-05         8.80002e-19         7.80041e-21         3.35911e-19         
1.315               1388.53             0.00188192          0.00258693          7.73597e-05         0.0107074           1.07293e-05         9.31742e-19         8.32987e-21         3.5741e-19          
1.32                1389.81             0.00189489          0.00259473          7.97683e-05         0.0107397           1.06762e-05         9.86328e-19         8.89322e-21         3.80203e-19         
1.325               1391.1              0.00190791          0.00260248          8.22413e-05         0.0107719           1.06234e-05         1.04391e-18         9.49253e-21         4.04363e-19         
1.33                1392.39             0.00192096          0.00261019          8.47801e-05         0.0108038           1.05707e-05         1.10463e-18         1.01299e-20         4.29967e-19         
1.335               1393.67             0.00193405          0.00261784          8.73861e-05         0.0108355           1.05183e-05         1.16865e-18         1.08077e-20         4.57095e-19         
1.34                1394.95             0.00194717          0.00262543          9.00607e-05         0.010867            1.0466e-05          1.23615e-18         1.15283e-20         4.85832e-19         
1.345               1396.23             0.00196034          0.00263297          9.28054e-05         0.0108983           1.04139e-05         1.3073e-18          1.22942e-20         5.16269e-19         
1.35                1397.51             0.00197354          0.00264046          9.56216e-05         0.0109293           1.03619e-05         1.38227e-18         1.31081e-20         5.48498e-19         
1.355               1398.78             0.00198678          0.00264788          9.85107e-05         0.0109601           1.03102e-05         1.46127e-18         1.39728e-20         5.82619e-19         
1.36                1400.05             0.00200006          0.00265525          0.000101474         0.0109906           1.02585e-05         1.54449e-18         1.48914e-20         6.18736e-19         
1.365               1401.32             0.00201337          0.00266255          0.000104514         0.0110209           1.0207e-05          1.63214e-18         1.58669e-20         6.56958e-19         
1.37                1402.59             0.00202672          0.00266979          0.00010763          0.0110509           1.01557e-05         1.72445e-18         1.69026e-20         6.974e-19           
1.375               1403.86             0.0020401           0.00267697          0.000110826         0.0110807           1.01045e-05         1.82164e-18         1.80022e-20         7.40183e-19         
1.38                1405.12             0.00205352          0.00268408          0.000114102         0.0111102           1.00534e-05         1.92395e-18         1.91692e-20         7.85433e-19         
1.385               1406.39             0.00206698          0.00269112          0.00011746          0.0111394           1.00024e-05         2.03164e-18         2.04076e-20         8.33284e-19         
1.39                1407.65             0.00208047          0.00269809          0.000120902         0.0111683           9.95158e-06         2.14496e-18         2.17215e-20         8.83876e-19         
1.395               1408.91             0.00209399          0.00270499          0.000124429         0.0111969           9.90085e-06         2.2642e-18          2.31151e-20         9.37355e-19         
1.4                 1410.16             0.00210755          0.00271182          0.000128042         0.0112252           9.85022e-06         2.38964e-18         2.45931e-20         9.93876e-19         
1.405               1411.42             0.00212115          0.00271857          0.000131744         0.0112532           9.7997e-06          2.52157e-18         2.61603e-20         1.0536e-18          
1.41                1412.67             0.00213477          0.00272525          0.000135536         0.0112809           9.74927e-06         2.66032e-18         2.78216e-20         1.1167e-18          
1.415               1413.92             0.00214843          0.00273185          0.000139419         0.0113082           9.69893e-06         2.8062e-18          2.95824e-20         1.18335e-18         
1.42                1415.17             0.00216212          0.00273837          0.000143395         0.0113353           9.64868e-06         2.95957e-18         3.14483e-20         1.25374e-18         
1.425               1416.42             0.00217585          0.0027448           0.000147466         0.0113619           9.5985e-06          3.12078e-18         3.34252e-20         1.32807e-18         
1.43                1417.67             0.0021896           0.00275115          0.000151634         0.0113883           9.5484e-06          3.29019e-18         3.55193e-20         1.40654e-18         
1.435               1418.91             0.00220339          0.00275742          0.000155899         0.0114143           9.49836e-06         3.46821e-18         3.77371e-20         1.48937e-18         
1.44                1420.15             0.00221721          0.00276359          0.000160264         0.0114399           9.44839e-06         3.65523e-18         4.00856e-20         1.57678e-18         
1.445               1421.39             0.00223106          0.00276968          0.00016473          0.0114651           9.39848e-06         3.85168e-18         4.25718e-20         1.66902e-18         
1.45                1422.63             0.00224494          0.00277568          0.0001693           0.01149             9.34862e-06         4.05801e-18         4.52035e-20         1.76632e-18         
1.455               1423.87             0.00225884          0.00278158          0.000173974         0.0115145           9.2988e-06          4.27466e-18         4.79886e-20         1.86896e-18         
1.46                1425.1              0.00227278          0.00278738          0.000178754         0.0115385           9.24903e-06         4.50214e-18         5.09355e-20         1.9772e-18          
1.465               1426.33             0.00228675          0.00279309          0.000183642         0.0115622           9.1993e-06          4.74092e-18         5.4053e-20          2.09134e-18         
1.47                1427.56             0.00230074          0.0027987           0.00018864          0.0115855           9.1496e-06          4.99155e-18         5.73505e-20         2.21167e-18         
1.475               1428.79             0.00231476          0.0028042           0.000193749         0.0116083           9.09993e-06         5.25457e-18         6.08376e-20         2.3385e-18          
1.48                1430.02             0.00232881          0.00280961          0.000198971         0.0116307           9.05029e-06         5.53054e-18         6.45247e-20         2.47217e-18         
1.485               1431.25             0.00234288          0.0028149           0.000204307         0.0116527           9.00066e-06         5.82007e-18         6.84225e-20         2.61302e-18         
1.49                1432.47             0.00235698          0.00282009          0.00020976          0.0116742           8.95105e-06         6.12376e-18         7.25422e-20         2.76141e-18         
1.495               1433.69             0.00237111          0.00282517          0.00021533          0.0116952           8.90145e-06         6.44226e-18         7.68958e-20         2.91773e-18         
1.5                 1434.91             0.00238526          0.00283013          0.00022102          0.0117158           8.85186e-06         6.77625e-18         8.14958e-20         3.08235e-18         
1.505               1436.13             0.00239943          0.00283498          0.000226832         0.0117359           8.80227e-06         7.12642e-18         8.63552e-20         3.25571e-18         
1.51                1437.35             0.00241363          0.00283971          0.000232765         0.0117556           8.75268e-06         7.49351e-18         9.14878e-20         3.43822e-18         
1.515               1438.56             0.00242785          0.00284433          0.000238823         0.0117747           8.70308e-06         7.87827e-18         9.6908e-20          3.63036e-18         
1.52                1439.78             0.0024421           0.00284882          0.000245007         0.0117934           8.65348e-06         8.2815e-18          1.02631e-19         3.83258e-18         
1.525               1440.99             0.00245636          0.00285319          0.000251319         0.0118115           8.60386e-06         8.70402e-18         1.08672e-19         4.04538e-18         
1.53                1442.2              0.00247065          0.00285743          0.000257759         0.0118291           8.55423e-06         9.14668e-18         1.15049e-19         4.26929e-18         
1.535               1443.41             0.00248496          0.00286155          0.00026433          0.0118462           8.50457e-06         9.61038e-18         1.21779e-19         4.50484e-18         
1.54                1444.61             0.00249929          0.00286554          0.000271033         0.0118627           8.45489e-06         1.00961e-17         1.28879e-19         4.7526e-18          
1.545               1445.82             0.00251363          0.00286939          0.000277869         0.0118787           8.40519e-06         1.06047e-17         1.3637e-19          5.01317e-18         
1.55                1447.02             0.002528            0.00287311          0.000284841         0.0118942           8.35545e-06         1.11372e-17         1.44271e-19         5.28715e-18         
1.555               1448.22             0.00254238          0.0028767           0.000291948         0.011909            8.30569e-06         1.16948e-17         1.52604e-19         5.57521e-18         
1.56                1449.42             0.00255678          0.00288014          0.000299194         0.0119233           8.25588e-06         1.22784e-17         1.6139e-19          5.87801e-18         
1.565               1450.62             0.0025712           0.00288345          0.000306579         0.0119371           8.20604e-06         1.28892e-17         1.70653e-19         6.19626e-18         
1.57                1451.82             0.00258563          0.00288661          0.000314104         0.0119502           8.15616e-06         1.35285e-17         1.80418e-19         6.5307e-18          
1.575               1453.01             0.00260008          0.00288963          0.000321771         0.0119627           8.10623e-06         1.41974e-17         1.90708e-19         6.8821e-18          
1.58                1454.21             0.00261454          0.00289249          0.000329581         0.0119746           8.05626e-06         1.48971e-17         2.01552e-19         7.25125e-18         
1.585               1455.4              0.00262902          0.00289522          0.000337536         0.0119859           8.00624e-06         1.56291e-17         2.12978e-19         7.63901e-18         
1.59                1456.59             0.00264351          0.00289778          0.000345636         0.0119966           7.95616e-06         1.63947e-17         2.25013e-19         8.04625e-18         
1.595               1457.78             0.00265801          0.0029002           0.000353882         0.0120066           7.90604e-06         1.71953e-17         2.3769e-19          8.47388e-18         
1.6                 1458.96             0.00267252          0.00290246          0.000362277         0.012016            7.85586e-06         1.80325e-17         2.51039e-19         8.92287e-18         
1.605               1460.15             0.00268705          0.00290456          0.00037082          0.0120248           7.80563e-06         1.89077e-17         2.65095e-19         9.39419e-18         
1.61                1461.33             0.00270158          0.00290651          0.000379514         0.0120328           7.75534e-06         1.98227e-17         2.79893e-19         9.8889e-18          
1.615               1462.51             0.00271612          0.00290829          0.000388358         0.0120403           7.70498e-06         2.07789e-17         2.95469e-19         1.04081e-17         
1.62                1463.69             0.00273067          0.00290991          0.000397354         0.012047            7.65457e-06         2.17783e-17         3.11861e-19         1.09529e-17         
1.625               1464.87             0.00274523          0.00291136          0.000406503         0.012053            7.6041e-06          2.28226e-17         3.29111e-19         1.15244e-17         
1.63                1466.05             0.00275979          0.00291265          0.000415805         0.0120584           7.55357e-06         2.39136e-17         3.4726e-19          1.2124e-17          
1.635               1467.23             0.00277436          0.00291376          0.000425262         0.0120631           7.50297e-06         2.50534e-17         3.66352e-19         1.27529e-17         
1.64                1468.4              0.00278893          0.00291471          0.000434873         0.012067            7.45231e-06         2.62439e-17         3.86433e-19         1.34124e-17         
1.645               1469.57             0.00280351          0.00291548          0.00044464          0.0120702           7.40159e-06         2.74873e-17         4.07551e-19         1.4104e-17          
1.65                1470.74             0.00281809          0.00291608          0.000454563         0.0120727           7.3508e-06          2.87857e-17         4.29756e-19         1.4829e-17          
1.655               1471.91             0.00283267          0.0029165           0.000464643         0.0120745           7.29995e-06         3.01413e-17         4.53101e-19         1.5589e-17          
1.66                1473.08             0.00284726          0.00291674          0.00047488          0.0120756           7.24904e-06         3.15566e-17         4.77641e-19         1.63856e-17         
1.665               1474.25             0.00286184          0.00291681          0.000485275         0.0120759           7.19806e-06         3.30339e-17         5.03433e-19         1.72205e-17         
1.67                1475.41             0.00287642          0.00291669          0.000495827         0.0120754           7.14702e-06         3.45759e-17         5.30538e-19         1.80953e-17         
1.675               1476.58             0.00289101          0.00291639          0.000506537         0.0120742           7.09592e-06         3.6185e-17          5.59016e-19         1.90118e-17         
1.68                1477.74             0.00290558          0.00291591          0.000517406         0.0120723           7.04476e-06         3.78641e-17         5.88935e-19         1.99719e-17         
1.685               1478.9              0.00292016          0.00291524          0.000528433         0.0120695           6.99353e-06         3.9616e-17          6.20363e-19         2.09775e-17         
1.69                1480.06             0.00293473          0.00291439          0.000539618         0.012066            6.94225e-06         4.14435e-17         6.5337e-19          2.20307e-17         
1.695               1481.22             0.0029493           0.00291335          0.000550962         0.0120617           6.89091e-06         4.33498e-17         6.88032e-19         2.31336e-17         
1.7                 1482.37             0.00296386          0.00291212          0.000562464         0.0120567           6.83951e-06         4.53379e-17         7.24425e-19         2.42882e-17         
1.705               1483.53             0.00297841          0.0029107           0.000574123         0.0120508           6.78806e-06         4.74112e-17         7.62632e-19         2.5497e-17          
1.71                1484.68             0.00299296          0.00290909          0.00058594          0.0120442           6.73655e-06         4.9573e-17          8.02738e-19         2.67623e-17         
1.715               1485.83             0.0030075           0.00290728          0.000597915         0.0120367           6.685e-06           5.18268e-17         8.4483e-19          2.80865e-17         
1.72                1486.98             0.00302202          0.00290528          0.000610046         0.0120285           6.6334e-06          5.41763e-17         8.89e-19            2.94723e-17         
1.725               1488.13             0.00303654          0.00290309          0.000622333         0.0120195           6.58175e-06         5.66253e-17         9.35345e-19         3.09222e-17         
1.73                1489.28             0.00305104          0.00290071          0.000634776         0.0120096           6.53006e-06         5.91775e-17         9.83966e-19         3.24391e-17         
1.735               1490.42             0.00306553          0.00289813          0.000647374         0.011999            6.47832e-06         6.18372e-17         1.03497e-18         3.40258e-17         
1.74                1491.57             0.00308001          0.00289535          0.000660126         0.0119875           6.42655e-06         6.46085e-17         1.08846e-18         3.56854e-17         
1.745               1492.71             0.00309447          0.00289238          0.000673031         0.0119752           6.37475e-06         6.74957e-17         1.14455e-18         3.7421e-17          
1.75                1493.85             0.00310892          0.00288921          0.000686088         0.0119621           6.32292e-06         7.05034e-17         1.20337e-18         3.92359e-17         
1.755               1494.99             0.00312335          0.00288584          0.000699296         0.0119482           6.27106e-06         7.36361e-17         1.26503e-18         4.11334e-17         
1.76                1496.13             0.00313776          0.00288228          0.000712653         0.0119335           6.21917e-06         7.68988e-17         1.32967e-18         4.3117e-17          
1.765               1497.27             0.00315215          0.00287852          0.00072616          0.0119179           6.16727e-06         8.02965e-17         1.39742e-18         4.51904e-17         
1.77                1498.41             0.00316652          0.00287456          0.000739813         0.0119016           6.11535e-06         8.38342e-17         1.46842e-18         4.73573e-17         
1.775               1499.54             0.00318087          0.00287041          0.000753612         0.0118844           6.06342e-06         8.75175e-17         1.54281e-18         4.96219e-17         
1.78                1500.67             0.0031952           0.00286605          0.000767556         0.0118664           6.01148e-06         9.13517e-17         1.62076e-18         5.1988e-17          
1.785               1501.81             0.00320951          0.0028615           0.000781642         0.0118476           5.95954e-06         9.53428e-17         1.70241e-18         5.44601e-17         
1.79                1502.94             0.0032238           0.00285676          0.000795869         0.011828            5.9076e-06          9.94966e-17         1.78793e-18         5.70425e-17         
1.795               1504.07             0.00323806          0.00285181          0.000810235         0.0118075           5.85567e-06         1.03819e-16         1.87751e-18         5.97398e-17         
1.8                 1505.19             0.00325229          0.00284668          0.000824739         0.0117863           5.80375e-06         1.08317e-16         1.9713e-18          6.25568e-17         
1.805               1506.32             0.0032665           0.00284134          0.000839377         0.0117642           5.75185e-06         1.12997e-16         2.06951e-18         6.54985e-17         
1.81                1507.45             0.00328067          0.00283582          0.000854149         0.0117414           5.69996e-06         1.17865e-16         2.17232e-18         6.857e-17           
1.815               1508.57             0.00329482          0.0028301           0.000869051         0.0117177           5.64811e-06         1.2293e-16          2.27994e-18         7.17767e-17         
1.82                1509.69             0.00330895          0.00282418          0.000884083         0.0116933           5.59629e-06         1.28197e-16         2.39259e-18         7.51241e-17         
1.825               1510.81             0.00332304          0.00281808          0.00089924          0.011668            5.54451e-06         1.33675e-16         2.51047e-18         7.8618e-17          
1.83                1511.93             0.00333709          0.00281178          0.000914522         0.011642            5.49277e-06         1.39371e-16         2.63381e-18         8.22644e-17         
1.835               1513.05             0.00335112          0.0028053           0.000929925         0.0116151           5.44108e-06         1.45294e-16         2.76287e-18         8.60695e-17         
1.84                1514.17             0.00336511          0.00279863          0.000945448         0.0115875           5.38945e-06         1.51451e-16         2.89787e-18         9.00397e-17         
1.845               1515.28             0.00337907          0.00279177          0.000961086         0.0115592           5.33788e-06         1.57852e-16         3.03909e-18         9.41818e-17         
1.85                1516.4              0.003393            0.00278472          0.000976838         0.01153             5.28637e-06         1.64506e-16         3.18678e-18         9.85027e-17         
1.855               1517.51             0.00340688          0.0027775           0.000992701         0.0115001           5.23494e-06         1.71421e-16         3.34123e-18         1.0301e-16          
1.86                1518.62             0.00342073          0.00277009          0.00100867          0.0114695           5.1836e-06          1.78607e-16         3.50272e-18         1.0771e-16          
1.865               1519.73             0.00343455          0.0027625           0.00102475          0.0114381           5.13233e-06         1.86074e-16         3.67156e-18         1.12611e-16         
1.87                1520.84             0.00344832          0.00275473          0.00104092          0.011406            5.08117e-06         1.93833e-16         3.84806e-18         1.17722e-16         
1.875               1521.95             0.00346206          0.00274679          0.0010572           0.0113731           5.0301e-06          2.01893e-16         4.03255e-18         1.23051e-16         
1.88                1523.06             0.00347575          0.00273868          0.00107357          0.0113395           4.97914e-06         2.10266e-16         4.22536e-18         1.28605e-16         
1.885               1524.16             0.0034894           0.00273039          0.00109004          0.0113052           4.92829e-06         2.18962e-16         4.42685e-18         1.34395e-16         
1.89                1525.27             0.00350301          0.00272193          0.00110659          0.0112702           4.87756e-06         2.27995e-16         4.63737e-18         1.4043e-16          
1.895               1526.37             0.00351658          0.00271331          0.00112323          0.0112346           4.82695e-06         2.37374e-16         4.85732e-18         1.46718e-16         
1.9                 1527.47             0.0035301           0.00270452          0.00113995          0.0111982           4.77648e-06         2.47114e-16         5.08709e-18         1.53271e-16         
1.905               1528.57             0.00354358          0.00269557          0.00115675          0.0111611           4.72615e-06         2.57226e-16         5.32708e-18         1.60099e-16         
1.91                1529.67             0.00355701          0.00268646          0.00117363          0.0111235           4.67596e-06         2.67725e-16         5.57773e-18         1.67211e-16         
1.915               1530.77             0.0035704           0.0026772           0.00119058          0.0110851           4.62593e-06         2.78623e-16         5.83948e-18         1.7462e-16          
1.92                1531.86             0.00358373          0.00266778          0.0012076           0.0110461           4.57606e-06         2.89934e-16         6.11278e-18         1.82337e-16         
1.925               1532.96             0.00359703          0.0026582           0.00122468          0.0110065           4.52635e-06         3.01674e-16         6.39812e-18         1.90374e-16         
1.93                1534.05             0.00361027          0.00264849          0.00124183          0.0109663           4.47681e-06         3.13857e-16         6.69599e-18         1.98743e-16         
1.935               1535.15             0.00362346          0.00263862          0.00125903          0.0109255           4.42746e-06         3.26499e-16         7.0069e-18          2.07457e-16         
1.94                1536.24             0.0036366           0.00262861          0.00127628          0.0108841           4.37829e-06         3.39615e-16         7.3314e-18          2.16529e-16         
1.945               1537.33             0.0036497           0.00261847          0.00129359          0.0108421           4.32932e-06         3.53223e-16         7.67004e-18         2.25973e-16         
1.95                1538.42             0.00366274          0.00260819          0.00131094          0.0107995           4.28054e-06         3.6734e-16          8.0234e-18          2.35804e-16         
1.955               1539.51             0.00367573          0.00259777          0.00132834          0.0107564           4.23197e-06         3.81982e-16         8.39206e-18         2.46035e-16         
1.96                1540.59             0.00368866          0.00258723          0.00134577          0.0107128           4.18361e-06         3.97168e-16         8.77667e-18         2.56683e-16         
1.965               1541.68             0.00370155          0.00257656          0.00136324          0.0106686           4.13547e-06         4.12918e-16         9.17785e-18         2.67763e-16         
1.97                1542.76             0.00371437          0.00256577          0.00138075          0.010624            4.08756e-06         4.29249e-16         9.59628e-18         2.79292e-16         
1.975               1543.84             0.00372715          0.00255486          0.00139828          0.0105788           4.03988e-06         4.46183e-16         1.00327e-17         2.91286e-16         
1.98                1544.93             0.00373987          0.00254383          0.00141583          0.0105332           3.99243e-06         4.63739e-16         1.04877e-17         3.03762e-16         
1.985               1546.01             0.00375253          0.00253269          0.0014334           0.0104871           3.94523e-06         4.81939e-16         1.09622e-17         3.1674e-16          
1.99                1547.09             0.00376514          0.00252145          0.00145099          0.0104405           3.89828e-06         5.00805e-16         1.14568e-17         3.30237e-16         
1.995               1548.17             0.00377769          0.00251009          0.0014686           0.0103935           3.85158e-06         5.20359e-16         1.19724e-17         3.44274e-16         
2                   1549.24             0.00379018          0.00249864          0.00148621          0.0103461           3.80515e-06         5.40625e-16         1.25099e-17         3.5887e-16          
2.005               1550.32             0.00380262          0.00248709          0.00150383          0.0102983           3.75898e-06         5.61627e-16         1.30701e-17         3.74046e-16         
2.01                1551.39             0.00381499          0.00247544          0.00152144          0.0102501           3.71309e-06         5.83388e-16         1.36538e-17         3.89824e-16         
2.015               1552.47             0.00382731          0.00246371          0.00153906          0.0102015           3.66747e-06         6.05936e-16         1.42621e-17         4.06225e-16         
2.02                1553.54             0.00383957          0.00245188          0.00155667          0.0101526           3.62214e-06         6.29296e-16         1.48958e-17         4.23274e-16         
2.025               1554.61             0.00385177          0.00243998          0.00157427          0.0101033           3.57709e-06         6.53495e-16         1.5556e-17          4.40992e-16         
2.03                1555.68             0.00386391          0.00242799          0.00159186          0.0100537           3.53234e-06         6.78561e-16         1.62438e-17         4.59406e-16         
2.035               1556.75             0.00387599          0.00241593          0.00160943          0.0100038           3.48789e-06         7.04522e-16         1.69601e-17         4.78541e-16         
2.04                1557.82             0.00388801          0.0024038           0.00162698          0.00995355          3.44374e-06         7.3141e-16          1.77061e-17         4.98422e-16         
2.045               1558.88             0.00389997          0.0023916           0.00164451          0.00990305          3.3999e-06          7.59253e-16         1.8483e-17          5.19077e-16         
2.05                1559.95             0.00391187          0.00237934          0.001662            0.00985228          3.35637e-06         7.88084e-16         1.92919e-17         5.40535e-16         
2.055               1561.01             0.0039237           0.00236701          0.00167947          0.00980126          3.31316e-06         8.17935e-16         2.01342e-17         5.62823e-16         
2.06                1562.07             0.00393547          0.00235463          0.00169691          0.00975001          3.27027e-06         8.48838e-16         2.10109e-17         5.85973e-16         
2.065               1563.14             0.00394718          0.00234219          0.0017143           0.00969853          3.2277e-06          8.8083e-16          2.19236e-17         6.10015e-16         
2.07                1564.2              0.00395883          0.00232971          0.00173166          0.00964685          3.18547e-06         9.13945e-16         2.28736e-17         6.34981e-16         
2.075               1565.26             0.00397042          0.00231718          0.00174897          0.00959498          3.14357e-06         9.48219e-16         2.38622e-17         6.60904e-16         
2.08                1566.32             0.00398194          0.00230461          0.00176623          0.00954293          3.102e-06           9.83691e-16         2.4891e-17          6.87819e-16         
2.085               1567.37             0.0039934           0.00229199          0.00178345          0.00949073          3.06077e-06         1.0204e-15          2.59615e-17         7.1576e-16          
2.09                1568.43             0.0040048           0.00227935          0.00180061          0.00943838          3.01989e-06         1.05838e-15         2.70753e-17         7.44765e-16         
2.095               1569.48             0.00401613          0.00226667          0.00181771          0.00938589          2.97935e-06         1.09768e-15         2.8234e-17          7.7487e-16          
2.1                 1570.54             0.0040274           0.00225396          0.00183476          0.0093333           2.93917e-06         1.13834e-15         2.94392e-17         8.06116e-16         
2.105               1571.59             0.00403861          0.00224123          0.00185174          0.0092806           2.89933e-06         1.1804e-15          3.06929e-17         8.38541e-16         
2.11                1572.64             0.00404975          0.00222848          0.00186866          0.00922781          2.85985e-06         1.22391e-15         3.19967e-17         8.72188e-16         
2.115               1573.69             0.00406083          0.00221571          0.00188551          0.00917496          2.82073e-06         1.26891e-15         3.33525e-17         9.071e-16           
2.12                1574.74             0.00407184          0.00220293          0.00190229          0.00912204          2.78196e-06         1.31545e-15         3.47624e-17         9.4332e-16          
2.125               1575.79             0.00408279          0.00219014          0.00191899          0.00906908          2.74356e-06         1.36359e-15         3.62282e-17         9.80894e-16         
2.13                1576.84             0.00409368          0.00217734          0.00193562          0.00901609          2.70552e-06         1.41336e-15         3.77522e-17         1.01987e-15         
2.135               1577.88             0.0041045           0.00216453          0.00195217          0.00896308          2.66785e-06         1.46482e-15         3.93363e-17         1.0603e-15          
2.14                1578.93             0.00411526          0.00215173          0.00196865          0.00891007          2.63054e-06         1.51802e-15         4.09829e-17         1.10222e-15         
2.145               1579.97             0.00412596          0.00213892          0.00198503          0.00885706          2.59361e-06         1.57303e-15         4.26943e-17         1.1457e-15          
2.15                1581.02             0.00413659          0.00212613          0.00200134          0.00880408          2.55704e-06         1.62989e-15         4.44728e-17         1.19078e-15         
2.155               1582.06             0.00414715          0.00211334          0.00201755          0.00875113          2.52084e-06         1.68866e-15         4.63209e-17         1.23753e-15         
2.16                1583.1              0.00415766          0.00210056          0.00203368          0.00869823          2.48502e-06         1.74941e-15         4.82412e-17         1.28599e-15         
2.165               1584.14             0.0041681           0.00208779          0.00204972          0.00864539          2.44957e-06         1.81219e-15         5.02362e-17         1.33623e-15         
2.17                1585.18             0.00417847          0.00207505          0.00206566          0.00859261          2.41449e-06         1.87707e-15         5.23087e-17         1.3883e-15          
2.175               1586.21             0.00418878          0.00206232          0.0020815           0.00853993          2.37978e-06         1.9441e-15          5.44616e-17         1.44228e-15         
2.18                1587.25             0.00419903          0.00204962          0.00209725          0.00848733          2.34545e-06         2.01337e-15         5.66976e-17         1.49822e-15         
2.185               1588.29             0.00420922          0.00203694          0.0021129           0.00843484          2.3115e-06          2.08493e-15         5.90199e-17         1.55619e-15         
2.19                1589.32             0.00421934          0.00202429          0.00212845          0.00838247          2.27792e-06         2.15886e-15         6.14315e-17         1.61626e-15         
2.195               1590.35             0.0042294           0.00201167          0.0021439           0.00833022          2.24471e-06         2.23523e-15         6.39357e-17         1.6785e-15          
2.2                 1591.38             0.00423939          0.00199908          0.00215925          0.00827811          2.21188e-06         2.31411e-15         6.65357e-17         1.74298e-15         
2.205               1592.42             0.00424932          0.00198653          0.00217448          0.00822615          2.17943e-06         2.39558e-15         6.9235e-17          1.80978e-15         
2.21                1593.45             0.00425919          0.00197402          0.00218962          0.00817435          2.14734e-06         2.47972e-15         7.20371e-17         1.87897e-15         
2.215               1594.47             0.004269            0.00196154          0.00220464          0.00812271          2.11563e-06         2.5666e-15          7.49458e-17         1.95064e-15         
2.22                1595.5              0.00427875          0.00194911          0.00221955          0.00807125          2.0843e-06          2.65632e-15         7.79647e-17         2.02487e-15         
2.225               1596.53             0.00428843          0.00193673          0.00223436          0.00801998          2.05333e-06         2.74896e-15         8.10977e-17         2.10173e-15         
2.23                1597.55             0.00429805          0.00192439          0.00224905          0.0079689           2.02274e-06         2.8446e-15          8.4349e-17          2.18133e-15         
2.235               1598.58             0.00430761          0.0019121           0.00226363          0.00791802          1.99252e-06         2.94333e-15         8.77226e-17         2.26375e-15         
2.24                1599.6              0.00431711          0.00189986          0.0022781           0.00786736          1.96266e-06         3.04525e-15         9.12229e-17         2.34908e-15         
2.245               1600.63             0.00432655          0.00188768          0.00229245          0.00781691          1.93317e-06         3.15045e-15         9.48543e-17         2.43742e-15         
2.25                1601.65             0.00433593          0.00187555          0.00230669          0.00776669          1.90405e-06         3.25903e-15         9.86214e-17         2.52886e-15         
2.255               1602.67             0.00434525          0.00186348          0.00232081          0.00771671          1.87529e-06         3.3711e-15          1.02529e-16         2.62352e-15         
2.26                1603.69             0.0043545           0.00185146          0.00233482          0.00766697          1.8469e-06          3.48674e-15         1.06582e-16         2.72148e-15         
