0 0.5 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8 8.5 9 9.5 10 
0 0.5 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8 8.5 9 9.5 10 
0 0.48539078951384029281 0.74752342295602280942 1.6266731772820215429 1.9216193121127966847 2.5526963103122040089 3.2727958006530952773 3.389449751274146827 3.9578661458174377863 4.7494460890530119102 5.1281197546311849678 5.7004303109836111929 5.7531388286996092418 6.3022125919370131086 7.1849085970641208831 7.6922055726798337361 7.9691732535782984215 8.4467574083681853381 9.1728751487777344664 9.7645344401379503552 10.000000000000005329 
