t                   T                   sdot_tot            Xfront              
9.86            2134.88         0.000578989    0.011373       
9.87            2135.4          0.000578894    0.0113788      
9.88            2135.92         0.0005788      0.0113846      
9.89            2136.44         0.000578706    0.0113904      
9.9             2136.97         0.000578612    0.0113962      
9.91            2137.49         0.000578518    0.011402       
9.92            2138.01         0.000578425    0.0114077      
9.93            2138.53         0.000578331    0.0114135      
9.94            2139.05         0.000578238    0.0114193      
9.95            2139.57         0.000578145    0.0114251      
9.96            2140.09         0.000578053    0.0114309      
9.97            2140.61         0.00057796     0.0114367      
9.98            2141.12         0.000577868    0.0114424      
9.99            2141.64         0.000577776    0.0114482      
10              2142.16         0.000577684    0.011454       
10.01           2142.68         0.000577593    0.0114598      
10.02           2143.19         0.000577502    0.0114655      
10.03           2143.71         0.000577411    0.0114713      
10.04           2144.22         0.00057732     0.0114771      
10.05           2144.74         0.000577229    0.0114829      
10.06           2145.25         0.000577138    0.0114886      
10.07           2145.77         0.000577048    0.0114944      
10.08           2146.28         0.000576958    0.0115002      
10.09           2146.79         0.000576868    0.0115059      
10.1            2147.31         0.000576779    0.0115117      
10.11           2147.82         0.000576689    0.0115175      
10.12           2148.33         0.0005766      0.0115232      
10.13           2148.84         0.000576511    0.011529       
10.14           2149.35         0.000576422    0.0115348      
10.15           2149.86         0.000576333    0.0115405      
10.16           2150.37         0.000576245    0.0115463      
10.17           2150.88         0.000576157    0.0115521      
10.18           2151.39         0.000576069    0.0115578      
10.19           2151.9          0.000575981    0.0115636      
10.2            2152.41         0.000575893    0.0115693      
10.21           2152.92         0.000575806    0.0115751      
10.22           2153.43         0.000575718    0.0115808      
10.23           2153.93         0.000575631    0.0115866      
10.24           2154.44         0.000575544    0.0115924      
10.25           2154.95         0.000575458    0.0115981      
10.26           2155.45         0.000575371    0.0116039      
10.27           2155.96         0.000575285    0.0116096      
10.28           2156.46         0.000575199    0.0116154      
10.29           2156.97         0.000575113    0.0116211      
10.3            2157.47         0.000575027    0.0116269      
10.31           2157.97         0.000574942    0.0116326      
10.32           2158.48         0.000574856    0.0116384      
10.33           2158.98         0.000574771    0.0116441      
10.34           2159.48         0.000574686    0.0116499      
10.35           2159.98         0.000574601    0.0116556      
10.36           2160.49         0.000574517    0.0116614      
10.37           2160.99         0.000574432    0.0116671      
10.38           2161.49         0.000574348    0.0116728      
10.39           2161.99         0.000574264    0.0116786      
10.4            2162.49         0.00057418     0.0116843      
10.41           2162.99         0.000574097    0.0116901      
10.42           2163.49         0.000574013    0.0116958      
10.43           2163.98         0.00057393     0.0117016      
10.44           2164.48         0.000573847    0.0117073      
10.45           2164.98         0.000573764    0.011713       
10.46           2165.48         0.000573681    0.0117188      
10.47           2165.97         0.000573598    0.0117245      
10.48           2166.47         0.000573516    0.0117302      
10.49           2166.97         0.000573433    0.011736       
10.5            2167.46         0.000573351    0.0117417      
10.51           2167.96         0.000573269    0.0117474      
10.52           2168.45         0.000573188    0.0117532      
10.53           2168.95         0.000573106    0.0117589      
10.54           2169.44         0.000573025    0.0117646      
10.55           2169.93         0.000572944    0.0117704      
10.56           2170.43         0.000572862    0.0117761      
10.57           2170.92         0.000572782    0.0117818      
10.58           2171.41         0.000572701    0.0117875      
10.59           2171.9          0.00057262     0.0117933      
10.6            2172.39         0.00057254     0.011799       
10.61           2172.89         0.00057246     0.0118047      
10.62           2173.38         0.00057238     0.0118104      
10.63           2173.87         0.0005723      0.0118162      
10.64           2174.36         0.00057222     0.0118219      
10.65           2174.85         0.00057214     0.0118276      
10.66           2175.34         0.000572061    0.0118333      
10.67           2175.82         0.000571982    0.011839       
10.68           2176.31         0.000571903    0.0118448      
10.69           2176.8          0.000571824    0.0118505      
10.7            2177.29         0.000571745    0.0118562      
10.71           2177.77         0.000571667    0.0118619      
10.72           2178.26         0.000571588    0.0118676      
10.73           2178.75         0.00057151     0.0118734      
10.74           2179.23         0.000571432    0.0118791      
10.75           2179.72         0.000571354    0.0118848      
10.76           2180.2          0.000571276    0.0118905      
10.77           2180.69         0.000571198    0.0118962      
10.78           2181.17         0.000571121    0.0119019      
10.79           2181.66         0.000571044    0.0119076      
10.8            2182.14         0.000570967    0.0119133      
10.81           2182.62         0.00057089     0.011919       
10.82           2183.11         0.000570813    0.0119248      
10.83           2183.59         0.000570736    0.0119305      
10.84           2184.07         0.000570659    0.0119362      
10.85           2184.55         0.000570583    0.0119419      
10.86           2185.03         0.000570507    0.0119476      
10.87           2185.51         0.000570431    0.0119533      
10.88           2185.99         0.000570355    0.011959       
10.89           2186.47         0.000570279    0.0119647      
10.9            2186.95         0.000570204    0.0119704      
10.91           2187.43         0.000570128    0.0119761      
10.92           2187.91         0.000570053    0.0119818      
10.93           2188.39         0.000569978    0.0119875      
10.94           2188.87         0.000569903    0.0119932      
10.95           2189.34         0.000569828    0.0119989      
10.96           2189.82         0.000569753    0.0120046      
10.97           2190.3          0.000569678    0.0120103      
10.98           2190.77         0.000569604    0.012016       
10.99           2191.25         0.00056953     0.0120217      
11              2191.73         0.000569455    0.0120274      
11.01           2192.2          0.000569382    0.0120331      
11.02           2192.68         0.000569308    0.0120388      
11.03           2193.15         0.000569234    0.0120444      
11.04           2193.63         0.00056916     0.0120501      
11.05           2194.1          0.000569087    0.0120558      
11.06           2194.57         0.000569014    0.0120615      
11.07           2195.05         0.000568941    0.0120672      
11.08           2195.52         0.000568868    0.0120729      
11.09           2195.99         0.000568795    0.0120786      
11.1            2196.46         0.000568722    0.0120843      
11.11           2196.93         0.000568649    0.01209        
11.12           2197.41         0.000568577    0.0120956      
11.13           2197.88         0.000568505    0.0121013      
11.14           2198.35         0.000568433    0.012107       
11.15           2198.82         0.000568361    0.0121127      
11.16           2199.29         0.000568289    0.0121184      
11.17           2199.76         0.000568217    0.0121241      
11.18           2200.22         0.000568145    0.0121297      
11.19           2200.69         0.000568074    0.0121354      
11.2            2201.16         0.000568003    0.0121411      
11.21           2201.63         0.000567931    0.0121468      
11.22           2202.1          0.00056786     0.0121525      
11.23           2202.56         0.000567789    0.0121581      
11.24           2203.03         0.000567719    0.0121638      
11.25           2203.5          0.000567648    0.0121695      
11.26           2203.96         0.000567577    0.0121752      
11.27           2204.43         0.000567507    0.0121808      
11.28           2204.89         0.000567437    0.0121865      
11.29           2205.36         0.000567367    0.0121922      
11.3            2205.82         0.000567297    0.0121979      
11.31           2206.29         0.000567227    0.0122035      
11.32           2206.75         0.000567157    0.0122092      
11.33           2207.21         0.000567087    0.0122149      
11.34           2207.68         0.000567018    0.0122206      
11.35           2208.14         0.000566949    0.0122262      
11.36           2208.6          0.000566879    0.0122319      
11.37           2209.06         0.00056681     0.0122376      
11.38           2209.53         0.000566741    0.0122432      
11.39           2209.99         0.000566673    0.0122489      
11.4            2210.45         0.000566604    0.0122546      
11.41           2210.91         0.000566535    0.0122602      
11.42           2211.37         0.000566467    0.0122659      
11.43           2211.83         0.000566399    0.0122716      
11.44           2212.29         0.00056633     0.0122772      
11.45           2212.75         0.000566262    0.0122829      
11.46           2213.21         0.000566194    0.0122885      
11.47           2213.66         0.000566127    0.0122942      
11.48           2214.12         0.000566059    0.0122999      
11.49           2214.58         0.000565991    0.0123055      
11.5            2215.04         0.000565924    0.0123112      
11.51           2215.5          0.000565857    0.0123168      
11.52           2215.95         0.000565789    0.0123225      
11.53           2216.41         0.000565722    0.0123282      
11.54           2216.86         0.000565655    0.0123338      
11.55           2217.32         0.000565588    0.0123395      
11.56           2217.78         0.000565522    0.0123451      
11.57           2218.23         0.000565455    0.0123508      
11.58           2218.68         0.000565389    0.0123564      
11.59           2219.14         0.000565322    0.0123621      
11.6            2219.59         0.000565256    0.0123677      
11.61           2220.05         0.00056519     0.0123734      
11.62           2220.5          0.000565124    0.012379       
11.63           2220.95         0.000565058    0.0123847      
11.64           2221.41         0.000564992    0.0123903      
11.65           2221.86         0.000564927    0.012396       
11.66           2222.31         0.000564861    0.0124016      
11.67           2222.76         0.000564796    0.0124073      
11.68           2223.21         0.000564731    0.0124129      
11.69           2223.66         0.000564665    0.0124186      
11.7            2224.11         0.0005646      0.0124242      
11.71           2224.56         0.000564535    0.0124299      
11.72           2225.01         0.000564471    0.0124355      
11.73           2225.46         0.000564406    0.0124412      
11.74           2225.91         0.000564341    0.0124468      
11.75           2226.36         0.000564277    0.0124524      
11.76           2226.81         0.000564213    0.0124581      
11.77           2227.26         0.000564148    0.0124637      
11.78           2227.71         0.000564084    0.0124694      
11.79           2228.15         0.00056402     0.012475       
11.8            2228.6          0.000563956    0.0124807      
11.81           2229.05         0.000563892    0.0124863      
11.82           2229.49         0.000563829    0.0124919      
11.83           2229.94         0.000563765    0.0124976      
11.84           2230.38         0.000563702    0.0125032      
11.85           2230.83         0.000563638    0.0125088      
11.86           2231.28         0.000563575    0.0125145      
11.87           2231.72         0.000563512    0.0125201      
11.88           2232.16         0.000563449    0.0125257      
11.89           2232.61         0.000563386    0.0125314      
11.9            2233.05         0.000563323    0.012537       
11.91           2233.5          0.000563261    0.0125426      
11.92           2233.94         0.000563198    0.0125483      
11.93           2234.38         0.000563136    0.0125539      
11.94           2234.82         0.000563073    0.0125595      
11.95           2235.27         0.000563011    0.0125652      
11.96           2235.71         0.000562949    0.0125708      
11.97           2236.15         0.000562887    0.0125764      
11.98           2236.59         0.000562825    0.0125821      
11.99           2237.03         0.000562763    0.0125877      
12              2237.47         0.000562702    0.0125933      
12.01           2237.91         0.00056264     0.0125989      
12.02           2238.35         0.000562578    0.0126046      
12.03           2238.79         0.000562517    0.0126102      
12.04           2239.23         0.000562456    0.0126158      
12.05           2239.67         0.000562395    0.0126214      
12.06           2240.11         0.000562334    0.0126271      
12.07           2240.55         0.000562273    0.0126327      
12.08           2240.99         0.000562212    0.0126383      
12.09           2241.42         0.000562151    0.0126439      
12.1            2241.86         0.00056209     0.0126495      
12.11           2242.3          0.00056203     0.0126552      
12.12           2242.73         0.000561969    0.0126608      
12.13           2243.17         0.000561909    0.0126664      
12.14           2243.61         0.000561849    0.012672       
12.15           2244.04         0.000561789    0.0126776      
12.16           2244.48         0.000561729    0.0126833      
12.17           2244.91         0.000561669    0.0126889      
12.18           2245.35         0.000561609    0.0126945      
12.19           2245.78         0.000561549    0.0127001      
12.2            2246.22         0.00056149     0.0127057      
12.21           2246.65         0.00056143     0.0127113      
12.22           2247.08         0.000561371    0.0127169      
12.23           2247.52         0.000561311    0.0127226      
12.24           2247.95         0.000561252    0.0127282      
12.25           2248.38         0.000561193    0.0127338      
12.26           2248.81         0.000561134    0.0127394      
12.27           2249.25         0.000561075    0.012745       
12.28           2249.68         0.000561016    0.0127506      
12.29           2250.11         0.000560957    0.0127562      
12.3            2250.54         0.000560899    0.0127618      
12.31           2250.97         0.00056084     0.0127674      
12.32           2251.4          0.000560782    0.0127731      
12.33           2251.83         0.000560724    0.0127787      
12.34           2252.26         0.000560665    0.0127843      
12.35           2252.69         0.000560607    0.0127899      
12.36           2253.12         0.000560549    0.0127955      
12.37           2253.55         0.000560491    0.0128011      
12.38           2253.98         0.000560433    0.0128067      
12.39           2254.41         0.000560376    0.0128123      
12.4            2254.83         0.000560318    0.0128179      
12.41           2255.26         0.000560261    0.0128235      
12.42           2255.69         0.000560203    0.0128291      
12.43           2256.12         0.000560146    0.0128347      
12.44           2256.54         0.000560088    0.0128403      
12.45           2256.97         0.000560031    0.0128459      
12.46           2257.4          0.000559974    0.0128515      
12.47           2257.82         0.000559917    0.0128571      
12.48           2258.25         0.00055986     0.0128627      
12.49           2258.67         0.000559804    0.0128683      
12.5            2259.1          0.000559747    0.0128739      
12.51           2259.52         0.00055969     0.0128795      
12.52           2259.95         0.000559634    0.0128851      
12.53           2260.37         0.000559577    0.0128907      
12.54           2260.79         0.000559521    0.0128963      
12.55           2261.22         0.000559465    0.0129019      
12.56           2261.64         0.000559409    0.0129075      
12.57           2262.06         0.000559353    0.0129131      
12.58           2262.49         0.000559297    0.0129187      
12.59           2262.91         0.000559241    0.0129242      
12.6            2263.33         0.000559185    0.0129298      
12.61           2263.75         0.000559129    0.0129354      
12.62           2264.17         0.000559074    0.012941       
12.63           2264.59         0.000559018    0.0129466      
12.64           2265.02         0.000558963    0.0129522      
12.65           2265.44         0.000558908    0.0129578      
12.66           2265.86         0.000558852    0.0129634      
12.67           2266.28         0.000558797    0.012969       
12.68           2266.7          0.000558742    0.0129746      
12.69           2267.12         0.000558687    0.0129801      
12.7            2267.53         0.000558632    0.0129857      
12.71           2267.95         0.000558578    0.0129913      
12.72           2268.37         0.000558523    0.0129969      
12.73           2268.79         0.000558468    0.0130025      
12.74           2269.21         0.000558414    0.0130081      
12.75           2269.63         0.000558359    0.0130137      
12.76           2270.04         0.000558305    0.0130192      
12.77           2270.46         0.000558251    0.0130248      
12.78           2270.88         0.000558197    0.0130304      
12.79           2271.29         0.000558143    0.013036       
12.8            2271.71         0.000558089    0.0130416      
12.81           2272.13         0.000558035    0.0130471      
12.82           2272.54         0.000557981    0.0130527      
12.83           2272.96         0.000557927    0.0130583      
12.84           2273.37         0.000557874    0.0130639      
12.85           2273.79         0.00055782     0.0130695      
12.86           2274.2          0.000557767    0.013075       
12.87           2274.61         0.000557713    0.0130806      
12.88           2275.03         0.00055766     0.0130862      
12.89           2275.44         0.000557607    0.0130918      
12.9            2275.86         0.000557554    0.0130973      
12.91           2276.27         0.000557501    0.0131029      
12.92           2276.68         0.000557448    0.0131085      
12.93           2277.09         0.000557395    0.0131141      
12.94           2277.51         0.000557342    0.0131196      
12.95           2277.92         0.00055729     0.0131252      
12.96           2278.33         0.000557237    0.0131308      
12.97           2278.74         0.000557185    0.0131364      
12.98           2279.15         0.000557132    0.0131419      
12.99           2279.56         0.00055708     0.0131475      
13              2279.97         0.000557028    0.0131531      
13.01           2280.38         0.000556975    0.0131586      
13.02           2280.79         0.000556923    0.0131642      
13.03           2281.2          0.000556871    0.0131698      
13.04           2281.61         0.000556819    0.0131753      
13.05           2282.02         0.000556768    0.0131809      
13.06           2282.43         0.000556716    0.0131865      
13.07           2282.84         0.000556664    0.013192       
13.08           2283.25         0.000556613    0.0131976      
13.09           2283.66         0.000556561    0.0132032      
13.1            2284.06         0.00055651     0.0132087      
13.11           2284.47         0.000556458    0.0132143      
13.12           2284.88         0.000556407    0.0132199      
13.13           2285.29         0.000556356    0.0132254      
13.14           2285.69         0.000556305    0.013231       
13.15           2286.1          0.000556254    0.0132366      
13.16           2286.5          0.000556203    0.0132421      
13.17           2286.91         0.000556152    0.0132477      
13.18           2287.32         0.000556101    0.0132532      
13.19           2287.72         0.000556051    0.0132588      
13.2            2288.13         0.000556       0.0132644      
13.21           2288.53         0.00055595     0.0132699      
13.22           2288.94         0.000555899    0.0132755      
13.23           2289.34         0.000555849    0.013281       
13.24           2289.74         0.000555798    0.0132866      
13.25           2290.15         0.000555748    0.0132922      
13.26           2290.55         0.000555698    0.0132977      
13.27           2290.95         0.000555648    0.0133033      
13.28           2291.36         0.000555598    0.0133088      
13.29           2291.76         0.000555548    0.0133144      
13.3            2292.16         0.000555498    0.0133199      
13.31           2292.57         0.000555449    0.0133255      
13.32           2292.97         0.000555399    0.013331       
13.33           2293.37         0.00055535     0.0133366      
13.34           2293.77         0.0005553      0.0133422      
13.35           2294.17         0.000555251    0.0133477      
13.36           2294.57         0.000555201    0.0133533      
13.37           2294.97         0.000555152    0.0133588      
13.38           2295.37         0.000555103    0.0133644      
13.39           2295.77         0.000555054    0.0133699      
13.4            2296.17         0.000555005    0.0133755      
13.41           2296.57         0.000554956    0.013381       
13.42           2296.97         0.000554907    0.0133866      
13.43           2297.37         0.000554858    0.0133921      
13.44           2297.77         0.00055481     0.0133977      
13.45           2298.17         0.000554761    0.0134032      
13.46           2298.57         0.000554712    0.0134087      
13.47           2298.96         0.000554664    0.0134143      
13.48           2299.36         0.000554616    0.0134198      
13.49           2299.76         0.000554567    0.0134254      
13.5            2300.16         0.000554519    0.0134309      
13.51           2300.55         0.000554471    0.0134365      
13.52           2300.95         0.000554423    0.013442       
13.53           2301.35         0.000554375    0.0134476      
13.54           2301.74         0.000554327    0.0134531      
13.55           2302.14         0.000554279    0.0134587      
13.56           2302.53         0.000554231    0.0134642      
13.57           2302.93         0.000554183    0.0134697      
13.58           2303.32         0.000554136    0.0134753      
13.59           2303.72         0.000554088    0.0134808      
13.6            2304.11         0.000554041    0.0134864      
13.61           2304.51         0.000553993    0.0134919      
13.62           2304.9          0.000553946    0.0134974      
13.63           2305.3          0.000553899    0.013503       
13.64           2305.69         0.000553852    0.0135085      
13.65           2306.08         0.000553805    0.0135141      
13.66           2306.48         0.000553757    0.0135196      
13.67           2306.87         0.000553711    0.0135251      
13.68           2307.26         0.000553664    0.0135307      
13.69           2307.65         0.000553617    0.0135362      
13.7            2308.05         0.00055357     0.0135417      
13.71           2308.44         0.000553523    0.0135473      
13.72           2308.83         0.000553477    0.0135528      
13.73           2309.22         0.00055343     0.0135583      
13.74           2309.61         0.000553384    0.0135639      
13.75           2310            0.000553338    0.0135694      
13.76           2310.39         0.000553291    0.0135749      
13.77           2310.78         0.000553245    0.0135805      
13.78           2311.17         0.000553199    0.013586       
13.79           2311.56         0.000553153    0.0135915      
13.8            2311.95         0.000553107    0.0135971      
13.81           2312.34         0.000553061    0.0136026      
13.82           2312.73         0.000553015    0.0136081      
13.83           2313.12         0.000552969    0.0136137      
13.84           2313.51         0.000552924    0.0136192      
13.85           2313.9          0.000552878    0.0136247      
13.86           2314.29         0.000552832    0.0136302      
13.87           2314.67         0.000552787    0.0136358      
13.88           2315.06         0.000552742    0.0136413      
13.89           2315.45         0.000552696    0.0136468      
13.9            2315.84         0.000552651    0.0136524      
13.91           2316.22         0.000552606    0.0136579      
13.92           2316.61         0.000552561    0.0136634      
13.93           2317            0.000552516    0.0136689      
13.94           2317.38         0.000552471    0.0136745      
13.95           2317.77         0.000552426    0.01368        
13.96           2318.15         0.000552381    0.0136855      
13.97           2318.54         0.000552336    0.013691       
13.98           2318.92         0.000552291    0.0136965      
13.99           2319.31         0.000552247    0.0137021      
14              2319.69         0.000552202    0.0137076      
14.01           2320.08         0.000552158    0.0137131      
14.02           2320.46         0.000552113    0.0137186      
14.03           2320.85         0.000552069    0.0137242      
14.04           2321.23         0.000552025    0.0137297      
14.05           2321.61         0.00055198     0.0137352      
14.06           2322            0.000551936    0.0137407      
14.07           2322.38         0.000551892    0.0137462      
14.08           2322.76         0.000551848    0.0137518      
14.09           2323.15         0.000551804    0.0137573      
14.1            2323.53         0.000551761    0.0137628      
14.11           2323.91         0.000551717    0.0137683      
14.12           2324.29         0.000551673    0.0137738      
14.13           2324.67         0.000551629    0.0137793      
14.14           2325.05         0.000551586    0.0137849      
14.15           2325.44         0.000551542    0.0137904      
14.16           2325.82         0.000551499    0.0137959      
14.17           2326.2          0.000551456    0.0138014      
14.18           2326.58         0.000551412    0.0138069      
14.19           2326.96         0.000551369    0.0138124      
14.2            2327.34         0.000551326    0.0138179      
14.21           2327.72         0.000551283    0.0138235      
14.22           2328.1          0.00055124     0.013829       
14.23           2328.48         0.000551197    0.0138345      
14.24           2328.86         0.000551154    0.01384        
14.25           2329.23         0.000551111    0.0138455      
14.26           2329.61         0.000551068    0.013851       
14.27           2329.99         0.000551026    0.0138565      
14.28           2330.37         0.000550983    0.013862       
14.29           2330.75         0.000550941    0.0138675      
14.3            2331.12         0.000550898    0.0138731      
14.31           2331.5          0.000550856    0.0138786      
14.32           2331.88         0.000550813    0.0138841      
14.33           2332.26         0.000550771    0.0138896      
14.34           2332.63         0.000550729    0.0138951      
14.35           2333.01         0.000550687    0.0139006      
14.36           2333.39         0.000550645    0.0139061      
14.37           2333.76         0.000550603    0.0139116      
14.38           2334.14         0.000550561    0.0139171      
14.39           2334.51         0.000550519    0.0139226      
14.4            2334.89         0.000550477    0.0139281      
14.41           2335.26         0.000550436    0.0139336      
14.42           2335.64         0.000550394    0.0139391      
14.43           2336.01         0.000550352    0.0139446      
14.44           2336.39         0.000550311    0.0139501      
14.45           2336.76         0.000550269    0.0139556      
14.46           2337.14         0.000550228    0.0139611      
14.47           2337.51         0.000550187    0.0139666      
14.48           2337.88         0.000550145    0.0139721      
14.49           2338.26         0.000550104    0.0139776      
14.5            2338.63         0.000550063    0.0139831      
14.51           2339            0.000550022    0.0139886      
14.52           2339.38         0.000549981    0.0139941      
14.53           2339.75         0.00054994     0.0139996      
14.54           2340.12         0.000549899    0.0140051      
14.55           2340.49         0.000549859    0.0140106      
14.56           2340.86         0.000549818    0.0140161      
14.57           2341.24         0.000549777    0.0140216      
14.58           2341.61         0.000549737    0.0140271      
14.59           2341.98         0.000549696    0.0140326      
14.6            2342.35         0.000549656    0.0140381      
14.61           2342.72         0.000549615    0.0140436      
14.62           2343.09         0.000549575    0.0140491      
14.63           2343.46         0.000549535    0.0140546      
14.64           2343.83         0.000549495    0.0140601      
14.65           2344.2          0.000549455    0.0140656      
14.66           2344.57         0.000549414    0.0140711      
14.67           2344.94         0.000549374    0.0140766      
14.68           2345.31         0.000549335    0.0140821      
14.69           2345.68         0.000549295    0.0140876      
14.7            2346.05         0.000549255    0.0140931      
14.71           2346.41         0.000549215    0.0140986      
14.72           2346.78         0.000549176    0.0141041      
14.73           2347.15         0.000549136    0.0141095      
14.74           2347.52         0.000549096    0.014115       
14.75           2347.89         0.000549057    0.0141205      
14.76           2348.25         0.000549018    0.014126       
14.77           2348.62         0.000548978    0.0141315      
14.78           2348.99         0.000548939    0.014137       
14.79           2349.35         0.0005489      0.0141425      
14.8            2349.72         0.000548861    0.014148       
14.81           2350.09         0.000548822    0.0141535      
14.82           2350.45         0.000548783    0.0141589      
14.83           2350.82         0.000548744    0.0141644      
14.84           2351.18         0.000548705    0.0141699      
14.85           2351.55         0.000548666    0.0141754      
14.86           2351.92         0.000548627    0.0141809      
14.87           2352.28         0.000548589    0.0141864      
14.88           2352.64         0.00054855     0.0141919      
14.89           2353.01         0.000548512    0.0141974      
14.9            2353.37         0.000548473    0.0142028      
14.91           2353.74         0.000548435    0.0142083      
14.92           2354.1          0.000548396    0.0142138      
14.93           2354.47         0.000548358    0.0142193      
14.94           2354.83         0.00054832     0.0142248      
14.95           2355.19         0.000548282    0.0142303      
14.96           2355.56         0.000548244    0.0142357      
14.97           2355.92         0.000548206    0.0142412      
14.98           2356.28         0.000548168    0.0142467      
14.99           2356.64         0.00054813     0.0142522      
15              2357.01         0.000548092    0.0142577      
15.01           2357.37         0.000548054    0.0142631      
15.02           2357.73         0.000548017    0.0142686      
15.03           2358.09         0.000547979    0.0142741      
15.04           2358.45         0.000547941    0.0142796      
15.05           2358.81         0.000547904    0.0142851      
15.06           2359.17         0.000547866    0.0142905      
15.07           2359.54         0.000547829    0.014296       
15.08           2359.9          0.000547792    0.0143015      
15.09           2360.26         0.000547754    0.014307       
15.1            2360.62         0.000547717    0.0143125      
15.11           2360.98         0.00054768     0.0143179      
15.12           2361.34         0.000547643    0.0143234      
15.13           2361.7          0.000547606    0.0143289      
15.14           2362.06         0.000547569    0.0143344      
15.15           2362.41         0.000547532    0.0143398      
15.16           2362.77         0.000547496    0.0143453      
15.17           2363.13         0.000547459    0.0143508      
15.18           2363.49         0.000547422    0.0143563      
15.19           2363.85         0.000547386    0.0143617      
15.2            2364.21         0.000547349    0.0143672      
15.21           2364.57         0.000547313    0.0143727      
15.22           2364.92         0.000547276    0.0143782      
15.23           2365.28         0.00054724     0.0143836      
15.24           2365.64         0.000547203    0.0143891      
15.25           2365.99         0.000547167    0.0143946      
15.26           2366.35         0.000547131    0.0144         
15.27           2366.71         0.000547095    0.0144055      
15.28           2367.06         0.000547059    0.014411       
15.29           2367.42         0.000547023    0.0144164      
15.3            2367.78         0.000546987    0.0144219      
15.31           2368.13         0.000546951    0.0144274      
15.32           2368.49         0.000546916    0.0144329      
15.33           2368.84         0.00054688     0.0144383      
15.34           2369.2          0.000546844    0.0144438      
15.35           2369.55         0.000546809    0.0144493      
15.36           2369.91         0.000546773    0.0144547      
15.37           2370.26         0.000546738    0.0144602      
15.38           2370.62         0.000546702    0.0144657      
15.39           2370.97         0.000546667    0.0144711      
15.4            2371.33         0.000546632    0.0144766      
15.41           2371.68         0.000546596    0.0144821      
15.42           2372.03         0.000546561    0.0144875      
15.43           2372.39         0.000546526    0.014493       
15.44           2372.74         0.000546491    0.0144985      
15.45           2373.09         0.000546456    0.0145039      
15.46           2373.45         0.000546421    0.0145094      
15.47           2373.8          0.000546387    0.0145149      
15.48           2374.15         0.000546352    0.0145203      
15.49           2374.5          0.000546317    0.0145258      
15.5            2374.86         0.000546282    0.0145312      
15.51           2375.21         0.000546248    0.0145367      
15.52           2375.56         0.000546213    0.0145422      
15.53           2375.91         0.000546179    0.0145476      
15.54           2376.26         0.000546145    0.0145531      
15.55           2376.61         0.00054611     0.0145586      
15.56           2376.96         0.000546076    0.014564       
15.57           2377.32         0.000546042    0.0145695      
15.58           2377.67         0.000546008    0.0145749      
15.59           2378.02         0.000545974    0.0145804      
15.6            2378.37         0.00054594     0.0145859      
15.61           2378.72         0.000545906    0.0145913      
15.62           2379.07         0.000545872    0.0145968      
15.63           2379.42         0.000545838    0.0146022      
15.64           2379.76         0.000545804    0.0146077      
15.65           2380.11         0.000545771    0.0146131      
15.66           2380.46         0.000545737    0.0146186      
15.67           2380.81         0.000545703    0.0146241      
15.68           2381.16         0.00054567     0.0146295      
15.69           2381.51         0.000545636    0.014635       
15.7            2381.86         0.000545603    0.0146404      
15.71           2382.2          0.00054557     0.0146459      
15.72           2382.55         0.000545537    0.0146513      
15.73           2382.9          0.000545503    0.0146568      
15.74           2383.25         0.00054547     0.0146622      
15.75           2383.59         0.000545437    0.0146677      
15.76           2383.94         0.000545404    0.0146732      
15.77           2384.29         0.000545371    0.0146786      
15.78           2384.63         0.000545338    0.0146841      
15.79           2384.98         0.000545306    0.0146895      
15.8            2385.33         0.000545273    0.014695       
15.81           2385.67         0.00054524     0.0147004      
15.82           2386.02         0.000545208    0.0147059      
15.83           2386.37         0.000545175    0.0147113      
15.84           2386.71         0.000545143    0.0147168      
15.85           2387.06         0.00054511     0.0147222      
15.86           2387.4          0.000545078    0.0147277      
15.87           2387.75         0.000545046    0.0147331      
15.88           2388.09         0.000545013    0.0147386      
15.89           2388.44         0.000544981    0.014744       
15.9            2388.78         0.000544949    0.0147495      
15.91           2389.12         0.000544917    0.0147549      
15.92           2389.47         0.000544885    0.0147604      
15.93           2389.81         0.000544853    0.0147658      
15.94           2390.16         0.000544821    0.0147713      
15.95           2390.5          0.00054479     0.0147767      
15.96           2390.84         0.000544758    0.0147822      
15.97           2391.19         0.000544726    0.0147876      
15.98           2391.53         0.000544695    0.0147931      
15.99           2391.87         0.000544663    0.0147985      
16              2392.21         0.000544632    0.014804       
16.01           2392.56         0.0005446      0.0148094      
16.02           2392.9          0.000544569    0.0148148      
16.03           2393.24         0.000544538    0.0148203      
16.04           2393.58         0.000544506    0.0148257      
16.05           2393.92         0.000544475    0.0148312      
16.06           2394.26         0.000544444    0.0148366      
16.07           2394.61         0.000544413    0.0148421      
16.08           2394.95         0.000544382    0.0148475      
16.09           2395.29         0.000544351    0.014853       
16.1            2395.63         0.00054432     0.0148584      
16.11           2395.97         0.00054429     0.0148638      
16.12           2396.31         0.000544259    0.0148693      
16.13           2396.65         0.000544228    0.0148747      
16.14           2396.99         0.000544198    0.0148802      
16.15           2397.33         0.000544167    0.0148856      
16.16           2397.67         0.000544137    0.0148911      
16.17           2398.01         0.000544106    0.0148965      
16.18           2398.35         0.000544076    0.0149019      
16.19           2398.69         0.000544046    0.0149074      
16.2            2399.02         0.000544016    0.0149128      
16.21           2399.36         0.000543985    0.0149183      
16.22           2399.7          0.000543955    0.0149237      
16.23           2400.04         0.000543925    0.0149291      
