t                   T                   sdot_tot            Xfront              
0                   800                 0                   0                   
0.01            824.56          0.000309084    3.09084e-06    
0.02            843.173         0.000317814    6.26898e-06    
0.03            858.345         0.000330523    9.57421e-06    
0.04            871.336         0.000344913    1.30233e-05    
0.05            882.833         0.000360105    1.66244e-05    
0.06            893.239         0.000375709    2.03815e-05    
0.07            902.81          0.00039153     2.42968e-05    
0.08            911.716         0.000407461    2.83714e-05    
0.09            920.078         0.00042344     3.26058e-05    
0.1             927.982         0.00043943     3.70001e-05    
0.11            935.496         0.000455407    4.15542e-05    
0.12            942.672         0.000471357    4.62677e-05    
0.13            949.552         0.00048727     5.11404e-05    
0.14            956.168         0.000503141    5.61718e-05    
0.15            962.55          0.000518966    6.13615e-05    
0.16            968.718         0.000534744    6.67089e-05    
0.17            974.695         0.000550474    7.22137e-05    
0.18            980.495         0.000566155    7.78752e-05    
0.19            986.134         0.000581789    8.36931e-05    
0.2             991.624         0.000597376    8.96669e-05    
0.21            996.976         0.000612917    9.57961e-05    
0.22            1002.2          0.000628413    0.00010208     
0.23            1007.31         0.000643866    0.000108519    
0.24            1012.3          0.000659276    0.000115112    
0.25            1017.19         0.000674644    0.000121858    
0.26            1021.98         0.000689973    0.000128758    
0.27            1026.67         0.000705263    0.00013581     
0.28            1031.28         0.000720516    0.000143016    
0.29            1035.81         0.000735732    0.000150373    
0.3             1040.25         0.000750912    0.000157882    
0.31            1044.62         0.000766058    0.000165543    
0.32            1048.92         0.000781171    0.000173354    
0.33            1053.15         0.000796252    0.000181317    
0.34            1057.32         0.000811301    0.00018943     
0.35            1061.42         0.00082632     0.000197693    
0.36            1065.47         0.000841309    0.000206106    
0.37            1069.45         0.000856269    0.000214669    
0.38            1073.39         0.000871201    0.000223381    
0.39            1077.26         0.000886106    0.000232242    
0.4             1081.09         0.000900984    0.000241252    
0.41            1084.87         0.000915836    0.00025041     
0.42            1088.61         0.000930662    0.000259717    
0.43            1092.29         0.000945464    0.000269171    
0.44            1095.94         0.000960242    0.000278774    
0.45            1099.54         0.000974995    0.000288524    
0.46            1103.1          0.000989726    0.000298421    
0.47            1106.62         0.00100443     0.000308465    
0.48            1110.1          0.00101912     0.000318657    
0.49            1113.54         0.00103378     0.000328994    
0.5             1116.95         0.00104843     0.000339479    
0.51            1120.32         0.00106305     0.000350109    
0.52            1123.66         0.00107765     0.000360886    
0.53            1126.97         0.00109223     0.000371808    
0.54            1130.24         0.00110679     0.000382876    
0.55            1133.48         0.00112133     0.000394089    
0.56            1136.7          0.00113585     0.000405448    
0.57            1139.88         0.00115036     0.000416951    
0.58            1143.03         0.00116484     0.0004286      
0.59            1146.16         0.00117931     0.000440393    
0.6             1149.25         0.00119375     0.00045233     
0.61            1152.33         0.00120819     0.000464412    
0.62            1155.37         0.0012226      0.000476638    
0.63            1158.39         0.00123699     0.000489008    
0.64            1161.39         0.00125137     0.000501522    
0.65            1164.36         0.00126573     0.000514179    
0.66            1167.3          0.00128008     0.00052698     
0.67            1170.23         0.0012944      0.000539924    
0.68            1173.13         0.00130872     0.000553011    
0.69            1176            0.00132301     0.000566241    
0.7             1178.86         0.00133729     0.000579614    
0.71            1181.7          0.00135155     0.000593129    
0.72            1184.51         0.0013658      0.000606787    
0.73            1187.31         0.00138003     0.000620588    
0.74            1190.08         0.00139424     0.00063453     
0.75            1192.83         0.00140844     0.000648615    
0.76            1195.57         0.00142263     0.000662841    
0.77            1198.29         0.0014368      0.000677209    
0.78            1200.98         0.00145095     0.000691718    
0.79            1203.66         0.00146509     0.000706369    
0.8             1206.32         0.00147921     0.000721161    
0.81            1208.97         0.00149332     0.000736095    
0.82            1211.6          0.00150741     0.000751169    
0.83            1214.21         0.00152149     0.000766384    
0.84            1216.8          0.00153555     0.000781739    
0.85            1219.38         0.0015496      0.000797235    
0.86            1221.94         0.00156363     0.000812872    
0.87            1224.48         0.00157765     0.000828648    
0.88            1227.02         0.00159165     0.000844565    
0.89            1229.53         0.00160564     0.000860621    
0.9             1232.03         0.00161961     0.000876817    
0.91            1234.52         0.00163357     0.000893153    
0.92            1236.99         0.00164751     0.000909628    
0.93            1239.44         0.00166143     0.000926242    
0.94            1241.89         0.00167534     0.000942995    
0.95            1244.32         0.00168923     0.000959888    
0.96            1246.73         0.00170311     0.000976919    
0.97            1249.13         0.00171697     0.000994089    
0.98            1251.52         0.00173082     0.0010114      
0.99            1253.9          0.00174465     0.00102884     
1               1256.26         0.00175846     0.00104643     
1.01            1258.61         0.00177226     0.00106415     
1.02            1260.95         0.00178603     0.00108201     
1.03            1263.27         0.0017998      0.00110001     
1.04            1265.59         0.00181354     0.00111814     
1.05            1267.89         0.00182727     0.00113642     
1.06            1270.18         0.00184097     0.00115483     
1.07            1272.46         0.00185466     0.00117337     
1.08            1274.72         0.00186833     0.00119206     
1.09            1276.98         0.00188199     0.00121088     
1.1             1279.23         0.00189562     0.00122983     
1.11            1281.46         0.00190923     0.00124892     
1.12            1283.68         0.00192282     0.00126815     
1.13            1285.89         0.00193639     0.00128752     
1.14            1288.1          0.00194994     0.00130702     
1.15            1290.29         0.00196347     0.00132665     
1.16            1292.47         0.00197698     0.00134642     
1.17            1294.64         0.00199046     0.00136633     
1.18            1296.8          0.00200392     0.00138636     
1.19            1298.95         0.00201736     0.00140654     
1.2             1301.09         0.00203077     0.00142685     
1.21            1303.22         0.00204415     0.00144729     
1.22            1305.35         0.00205751     0.00146786     
1.23            1307.46         0.00207085     0.00148857     
1.24            1309.56         0.00208415     0.00150941     
1.25            1311.65         0.00209743     0.00153039     
1.26            1313.74         0.00211068     0.00155149     
1.27            1315.82         0.00212389     0.00157273     
1.28            1317.88         0.00213708     0.0015941      
1.29            1319.94         0.00215023     0.00161561     
1.3             1321.99         0.00216335     0.00163724     
1.31            1324.03         0.00217644     0.001659       
1.32            1326.06         0.00218949     0.0016809      
1.33            1328.09         0.00220251     0.00170292     
1.34            1330.1          0.00221549     0.00172508     
1.35            1332.11         0.00222842     0.00174736     
1.36            1334.11         0.00224132     0.00176978     
1.37            1336.1          0.00225418     0.00179232     
1.38            1338.08         0.00226699     0.00181499     
1.39            1340.06         0.00227976     0.00183779     
1.4             1342.03         0.00229249     0.00186071     
1.41            1343.99         0.00230517     0.00188376     
1.42            1345.94         0.00231779     0.00190694     
1.43            1347.88         0.00233037     0.00193024     
1.44            1349.82         0.0023429      0.00195367     
1.45            1351.75         0.00235537     0.00197723     
1.46            1353.67         0.00236779     0.0020009      
1.47            1355.59         0.00238014     0.00202471     
1.48            1357.5          0.00239244     0.00204863     
1.49            1359.4          0.00240468     0.00207268     
1.5             1361.29         0.00241685     0.00209685     
1.51            1363.18         0.00242896     0.00212114     
1.52            1365.06         0.002441       0.00214555     
1.53            1366.93         0.00245297     0.00217007     
1.54            1368.8          0.00246486     0.00219472     
1.55            1370.66         0.00247668     0.00221949     
1.56            1372.51         0.00248842     0.00224437     
1.57            1374.36         0.00250009     0.00226938     
1.58            1376.2          0.00251167     0.00229449     
1.59            1378.03         0.00252316     0.00231972     
1.6             1379.86         0.00253457     0.00234507     
1.61            1381.68         0.00254588     0.00237053     
1.62            1383.49         0.0025571      0.0023961      
1.63            1385.3          0.00256822     0.00242178     
1.64            1387.1          0.00257925     0.00244757     
1.65            1388.9          0.00259017     0.00247348     
1.66            1390.69         0.00260098     0.00249949     
1.67            1392.47         0.00261168     0.0025256      
1.68            1394.25         0.00262227     0.00255182     
1.69            1396.02         0.00263275     0.00257815     
1.7             1397.79         0.0026431      0.00260458     
1.71            1399.55         0.00265333     0.00263112     
1.72            1401.3          0.00266343     0.00265775     
1.73            1403.05         0.0026734      0.00268449     
1.74            1404.79         0.00268324     0.00271132     
1.75            1406.53         0.00269294     0.00273825     
1.76            1408.26         0.00270249     0.00276527     
1.77            1409.99         0.0027119      0.00279239     
1.78            1411.71         0.00272116     0.0028196      
1.79            1413.42         0.00273026     0.0028469      
1.8             1415.13         0.0027392      0.0028743      
1.81            1416.83         0.00274799     0.00290178     
1.82            1418.53         0.0027566      0.00292934     
1.83            1420.23         0.00276504     0.00295699     
1.84            1421.92         0.00277331     0.00298473     
1.85            1423.6          0.00278139     0.00301254     
1.86            1425.28         0.00278929     0.00304043     
1.87            1426.95         0.002797       0.0030684      
1.88            1428.62         0.00280452     0.00309645     
1.89            1430.28         0.00281184     0.00312457     
1.9             1431.94         0.00281895     0.00315276     
1.91            1433.59         0.00282586     0.00318101     
1.92            1435.24         0.00283255     0.00320934     
1.93            1436.88         0.00283903     0.00323773     
1.94            1438.52         0.00284529     0.00326618     
1.95            1440.15         0.00285132     0.0032947      
1.96            1441.78         0.00285712     0.00332327     
1.97            1443.41         0.00286269     0.00335189     
1.98            1445.03         0.00286801     0.00338058     
1.99            1446.64         0.00287309     0.00340931     
2               1448.25         0.00287793     0.00343809     
2.01            1449.86         0.00288251     0.00346691     
2.02            1451.46         0.00288683     0.00349578     
2.03            1453.05         0.00289089     0.00352469     
2.04            1454.65         0.00289468     0.00355363     
2.05            1456.23         0.0028982      0.00358262     
2.06            1457.82         0.00290145     0.00361163     
2.07            1459.39         0.00290442     0.00364067     
2.08            1460.97         0.00290711     0.00366975     
2.09            1462.54         0.00290951     0.00369884     
2.1             1464.1          0.00291162     0.00372796     
2.11            1465.67         0.00291343     0.00375709     
2.12            1467.22         0.00291495     0.00378624     
2.13            1468.78         0.00291617     0.0038154      
2.14            1470.32         0.00291708     0.00384457     
2.15            1471.87         0.00291769     0.00387375     
2.16            1473.41         0.00291799     0.00390293     
2.17            1474.94         0.00291797     0.00393211     
2.18            1476.48         0.00291764     0.00396129     
2.19            1478.01         0.00291699     0.00399046     
2.2             1479.53         0.00291603     0.00401962     
2.21            1481.05         0.00291474     0.00404876     
2.22            1482.57         0.00291312     0.0040779      
2.23            1484.08         0.00291118     0.00410701     
2.24            1485.59         0.00290892     0.0041361      
2.25            1487.09         0.00290632     0.00416516     
2.26            1488.59         0.0029034      0.00419419     
2.27            1490.09         0.00290015     0.0042232      
2.28            1491.58         0.00289656     0.00425216     
2.29            1493.07         0.00289265     0.00428109     
2.3             1494.56         0.00288841     0.00430997     
2.31            1496.04         0.00288384     0.00433881     
2.32            1497.51         0.00287894     0.0043676      
2.33            1498.99         0.0028737      0.00439634     
2.34            1500.46         0.00286815     0.00442502     
2.35            1501.93         0.00286226     0.00445364     
2.36            1503.39         0.00285606     0.0044822      
2.37            1504.85         0.00284952     0.0045107      
2.38            1506.31         0.00284267     0.00453912     
2.39            1507.76         0.0028355      0.00456748     
2.4             1509.21         0.00282802     0.00459576     
2.41            1510.65         0.00282022     0.00462396     
2.42            1512.1          0.00281211     0.00465208     
2.43            1513.53         0.0028037      0.00468012     
2.44            1514.97         0.00279498     0.00470807     
2.45            1516.4          0.00278597     0.00473593     
2.46            1517.83         0.00277666     0.00476369     
2.47            1519.26         0.00276706     0.00479136     
2.48            1520.68         0.00275717     0.00481894     
2.49            1522.1          0.00274701     0.00484641     
2.5             1523.51         0.00273657     0.00487377     
2.51            1524.92         0.00272586     0.00490103     
2.52            1526.33         0.00271488     0.00492818     
2.53            1527.74         0.00270365     0.00495522     
2.54            1529.14         0.00269216     0.00498214     
2.55            1530.54         0.00268043     0.00500894     
2.56            1531.93         0.00266845     0.00503563     
2.57            1533.32         0.00265624     0.00506219     
2.58            1534.71         0.00264381     0.00508863     
2.59            1536.1          0.00263115     0.00511494     
2.6             1537.48         0.00261828     0.00514112     
2.61            1538.86         0.0026052      0.00516717     
2.62            1540.24         0.00259192     0.00519309     
2.63            1541.61         0.00257845     0.00521888     
2.64            1542.98         0.0025648      0.00524453     
2.65            1544.35         0.00255096     0.00527003     
2.66            1545.71         0.00253696     0.0052954      
2.67            1547.08         0.00252279     0.00532063     
2.68            1548.43         0.00250847     0.00534572     
2.69            1549.79         0.002494       0.00537066     
2.7             1551.14         0.00247939     0.00539545     
2.71            1552.49         0.00246464     0.0054201      
2.72            1553.84         0.00244978     0.00544459     
2.73            1555.18         0.00243479     0.00546894     
2.74            1556.52         0.00241969     0.00549314     
2.75            1557.86         0.0024045      0.00551718     
2.76            1559.2          0.00238921     0.00554108     
2.77            1560.53         0.00237383     0.00556482     
2.78            1561.86         0.00235837     0.0055884      
2.79            1563.18         0.00234284     0.00561183     
2.8             1564.51         0.00232724     0.0056351      
2.81            1565.83         0.00231159     0.00565822     
2.82            1567.15         0.00229589     0.00568117     
2.83            1568.46         0.00228014     0.00570398     
2.84            1569.77         0.00226436     0.00572662     
2.85            1571.08         0.00224854     0.0057491      
2.86            1572.39         0.00223271     0.00577143     
2.87            1573.69         0.00221686     0.0057936      
2.88            1574.99         0.002201       0.00581561     
2.89            1576.29         0.00218514     0.00583746     
2.9             1577.59         0.00216928     0.00585915     
2.91            1578.88         0.00215342     0.00588069     
2.92            1580.17         0.00213759     0.00590206     
2.93            1581.46         0.00212177     0.00592328     
2.94            1582.75         0.00210599     0.00594434     
2.95            1584.03         0.00209023     0.00596524     
2.96            1585.31         0.00207451     0.00598599     
2.97            1586.59         0.00205884     0.00600658     
2.98            1587.86         0.00204321     0.00602701     
2.99            1589.13         0.00202763     0.00604729     
3               1590.4          0.00201212     0.00606741     
3.01            1591.67         0.00199666     0.00608737     
3.02            1592.93         0.00198127     0.00610719     
3.03            1594.2          0.00196595     0.00612685     
3.04            1595.46         0.00195071     0.00614635     
3.05            1596.71         0.00193554     0.00616571     
3.06            1597.97         0.00192046     0.00618491     
3.07            1599.22         0.00190546     0.00620397     
3.08            1600.47         0.00189055     0.00622287     
3.09            1601.72         0.00187573     0.00624163     
3.1             1602.96         0.00186101     0.00626024     
3.11            1604.2          0.00184639     0.0062787      
3.12            1605.44         0.00183187     0.00629702     
3.13            1606.68         0.00181745     0.0063152      
3.14            1607.91         0.00180314     0.00633323     
3.15            1609.15         0.00178894     0.00635112     
3.16            1610.38         0.00177485     0.00636887     
3.17            1611.6          0.00176087     0.00638648     
3.18            1612.83         0.00174701     0.00640395     
3.19            1614.05         0.00173326     0.00642128     
3.2             1615.27         0.00171963     0.00643848     
3.21            1616.49         0.00170613     0.00645554     
3.22            1617.7          0.00169274     0.00647246     
3.23            1618.92         0.00167948     0.00648926     
3.24            1620.13         0.00166634     0.00650592     
3.25            1621.34         0.00165332     0.00652246     
3.26            1622.54         0.00164044     0.00653886     
3.27            1623.75         0.00162767     0.00655514     
3.28            1624.95         0.00161504     0.00657129     
3.29            1626.15         0.00160254     0.00658731     
3.3             1627.34         0.00159016     0.00660321     
3.31            1628.54         0.00157791     0.00661899     
3.32            1629.73         0.00156579     0.00663465     
3.33            1630.92         0.0015538      0.00665019     
3.34            1632.11         0.00154195     0.00666561     
3.35            1633.3          0.00153022     0.00668091     
3.36            1634.48         0.00151862     0.0066961      
3.37            1635.66         0.00150715     0.00671117     
3.38            1636.84         0.00149581     0.00672613     
3.39            1638.02         0.00148461     0.00674097     
3.4             1639.19         0.00147353     0.00675571     
3.41            1640.36         0.00146258     0.00677033     
3.42            1641.53         0.00145176     0.00678485     
3.43            1642.7          0.00144107     0.00679926     
3.44            1643.87         0.0014305      0.00681357     
3.45            1645.03         0.00142007     0.00682777     
3.46            1646.19         0.00140976     0.00684186     
3.47            1647.35         0.00139957     0.00685586     
3.48            1648.51         0.00138951     0.00686976     
3.49            1649.67         0.00137958     0.00688355     
3.5             1650.82         0.00136977     0.00689725     
3.51            1651.97         0.00136008     0.00691085     
3.52            1653.12         0.00135052     0.00692436     
3.53            1654.27         0.00134108     0.00693777     
3.54            1655.41         0.00133176     0.00695108     
3.55            1656.55         0.00132255     0.00696431     
3.56            1657.7          0.00131347     0.00697744     
3.57            1658.83         0.0013045      0.00699049     
3.58            1659.97         0.00129566     0.00700345     
3.59            1661.11         0.00128692     0.00701631     
3.6             1662.24         0.0012783      0.0070291      
3.61            1663.37         0.0012698      0.0070418      
3.62            1664.5          0.00126141     0.00705441     
3.63            1665.62         0.00125313     0.00706694     
3.64            1666.75         0.00124496     0.00707939     
3.65            1667.87         0.0012369      0.00709176     
3.66            1668.99         0.00122894     0.00710405     
3.67            1670.11         0.0012211      0.00711626     
3.68            1671.23         0.00121336     0.00712839     
3.69            1672.34         0.00120572     0.00714045     
3.7             1673.45         0.00119819     0.00715243     
3.71            1674.56         0.00119076     0.00716434     
3.72            1675.67         0.00118343     0.00717617     
3.73            1676.78         0.0011762      0.00718794     
3.74            1677.88         0.00116907     0.00719963     
3.75            1678.99         0.00116204     0.00721125     
3.76            1680.09         0.00115511     0.0072228      
3.77            1681.19         0.00114827     0.00723428     
3.78            1682.28         0.00114152     0.0072457      
3.79            1683.38         0.00113487     0.00725705     
3.8             1684.47         0.00112831     0.00726833     
3.81            1685.56         0.00112184     0.00727955     
3.82            1686.65         0.00111546     0.0072907      
3.83            1687.74         0.00110917     0.00730179     
3.84            1688.83         0.00110296     0.00731282     
3.85            1689.91         0.00109685     0.00732379     
3.86            1690.99         0.00109081     0.0073347      
3.87            1692.07         0.00108486     0.00734555     
3.88            1693.15         0.001079       0.00735634     
3.89            1694.23         0.00107321     0.00736707     
3.9             1695.3          0.00106751     0.00737775     
3.91            1696.37         0.00106188     0.00738836     
3.92            1697.44         0.00105634     0.00739893     
3.93            1698.51         0.00105087     0.00740944     
3.94            1699.58         0.00104548     0.00741989     
3.95            1700.65         0.00104016     0.00743029     
3.96            1701.71         0.00103492     0.00744064     
3.97            1702.77         0.00102975     0.00745094     
3.98            1703.83         0.00102465     0.00746119     
3.99            1704.89         0.00101962     0.00747138     
4               1705.95         0.00101466     0.00748153     
4.01            1707            0.00100977     0.00749163     
4.02            1708.06         0.00100495     0.00750168     
4.03            1709.11         0.0010002      0.00751168     
4.04            1710.16         0.000995514    0.00752163     
4.05            1711.21         0.000990892    0.00753154     
4.06            1712.25         0.000986335    0.00754141     
4.07            1713.3          0.00098184     0.00755122     
4.08            1714.34         0.000977408    0.007561       
4.09            1715.38         0.000973037    0.00757073     
4.1             1716.42         0.000968727    0.00758042     
4.11            1717.46         0.000964477    0.00759006     
4.12            1718.49         0.000960285    0.00759966     
4.13            1719.53         0.000956151    0.00760922     
4.14            1720.56         0.000952074    0.00761875     
4.15            1721.59         0.000948053    0.00762823     
4.16            1722.62         0.000944088    0.00763767     
4.17            1723.65         0.000940177    0.00764707     
4.18            1724.67         0.000936319    0.00765643     
4.19            1725.7          0.000932515    0.00766576     
4.2             1726.72         0.000928763    0.00767504     
4.21            1727.74         0.000925062    0.00768429     
4.22            1728.76         0.000921411    0.00769351     
4.23            1729.78         0.000917811    0.00770269     
4.24            1730.79         0.000914259    0.00771183     
4.25            1731.81         0.000910755    0.00772094     
4.26            1732.82         0.0009073      0.00773001     
4.27            1733.83         0.000903891    0.00773905     
4.28            1734.84         0.000900528    0.00774805     
4.29            1735.85         0.00089721     0.00775703     
4.3             1736.85         0.000893938    0.00776597     
4.31            1737.86         0.000890709    0.00777487     
4.32            1738.86         0.000887524    0.00778375     
4.33            1739.86         0.000884381    0.00779259     
4.34            1740.86         0.000881281    0.0078014      
4.35            1741.86         0.000878222    0.00781019     
4.36            1742.86         0.000875203    0.00781894     
4.37            1743.85         0.000872225    0.00782766     
4.38            1744.85         0.000869287    0.00783635     
4.39            1745.84         0.000866388    0.00784502     
4.4             1746.83         0.000863527    0.00785365     
4.41            1747.82         0.000860703    0.00786226     
4.42            1748.8          0.000857917    0.00787084     
4.43            1749.79         0.000855168    0.00787939     
4.44            1750.77         0.000852455    0.00788792     
4.45            1751.76         0.000849777    0.00789641     
4.46            1752.74         0.000847134    0.00790488     
4.47            1753.72         0.000844526    0.00791333     
4.48            1754.7          0.000841952    0.00792175     
4.49            1755.67         0.000839411    0.00793014     
4.5             1756.65         0.000836903    0.00793851     
4.51            1757.62         0.000834428    0.00794686     
4.52            1758.59         0.000831984    0.00795518     
4.53            1759.56         0.000829572    0.00796347     
4.54            1760.53         0.000827191    0.00797174     
4.55            1761.5          0.00082484     0.00797999     
4.56            1762.47         0.00082252     0.00798822     
4.57            1763.43         0.000820229    0.00799642     
4.58            1764.39         0.000817967    0.0080046      
4.59            1765.36         0.000815734    0.00801276     
4.6             1766.32         0.000813529    0.00802089     
4.61            1767.27         0.000811352    0.00802901     
4.62            1768.23         0.000809203    0.0080371      
4.63            1769.19         0.00080708     0.00804517     
4.64            1770.14         0.000804984    0.00805322     
4.65            1771.1          0.000802915    0.00806125     
4.66            1772.05         0.000800871    0.00806926     
4.67            1773            0.000798852    0.00807725     
4.68            1773.95         0.000796859    0.00808521     
4.69            1774.89         0.00079489     0.00809316     
4.7             1775.84         0.000792946    0.00810109     
4.71            1776.78         0.000791025    0.008109       
4.72            1777.73         0.000789128    0.00811689     
4.73            1778.67         0.000787255    0.00812477     
4.74            1779.61         0.000785404    0.00813262     
4.75            1780.55         0.000783575    0.00814046     
4.76            1781.48         0.000781769    0.00814827     
4.77            1782.42         0.000779985    0.00815607     
4.78            1783.35         0.000778222    0.00816386     
4.79            1784.29         0.000776481    0.00817162     
4.8             1785.22         0.000774761    0.00817937     
4.81            1786.15         0.000773061    0.0081871      
4.82            1787.08         0.000771381    0.00819481     
4.83            1788.01         0.000769721    0.00820251     
4.84            1788.93         0.000768082    0.00821019     
4.85            1789.86         0.000766461    0.00821786     
4.86            1790.78         0.00076486     0.0082255      
4.87            1791.7          0.000763277    0.00823314     
4.88            1792.63         0.000761713    0.00824075     
4.89            1793.54         0.000760168    0.00824836     
4.9             1794.46         0.00075864     0.00825594     
4.91            1795.38         0.000757131    0.00826351     
4.92            1796.3          0.000755638    0.00827107     
4.93            1797.21         0.000754163    0.00827861     
4.94            1798.12         0.000752705    0.00828614     
4.95            1799.03         0.000751264    0.00829365     
4.96            1799.94         0.00074984     0.00830115     
4.97            1800.85         0.000748431    0.00830863     
4.98            1801.76         0.000747039    0.0083161      
4.99            1802.67         0.000745662    0.00832356     
5               1803.57         0.000744301    0.008331       
5.01            1804.48         0.000742956    0.00833843     
5.02            1805.38         0.000741625    0.00834585     
5.03            1806.28         0.00074031     0.00835325     
5.04            1807.18         0.000739009    0.00836064     
5.05            1808.08         0.000737723    0.00836802     
5.06            1808.97         0.000736451    0.00837538     
5.07            1809.87         0.000735193    0.00838274     
5.08            1810.77         0.000733949    0.00839008     
5.09            1811.66         0.000732719    0.0083974      
5.1             1812.55         0.000731502    0.00840472     
5.11            1813.44         0.000730299    0.00841202     
5.12            1814.33         0.000729109    0.00841931     
5.13            1815.22         0.000727931    0.00842659     
5.14            1816.11         0.000726767    0.00843386     
5.15            1816.99         0.000725615    0.00844112     
5.16            1817.88         0.000724475    0.00844836     
5.17            1818.76         0.000723348    0.00845559     
5.18            1819.64         0.000722233    0.00846282     
5.19            1820.52         0.00072113     0.00847003     
5.2             1821.4          0.000720038    0.00847723     
5.21            1822.28         0.000718958    0.00848442     
5.22            1823.16         0.000717889    0.0084916      
5.23            1824.03         0.000716832    0.00849876     
5.24            1824.91         0.000715786    0.00850592     
5.25            1825.78         0.00071475     0.00851307     
5.26            1826.66         0.000713726    0.00852021     
5.27            1827.53         0.000712712    0.00852733     
5.28            1828.4          0.000711709    0.00853445     
5.29            1829.26         0.000710716    0.00854156     
5.3             1830.13         0.000709733    0.00854866     
5.31            1831            0.00070876     0.00855574     
5.32            1831.86         0.000707797    0.00856282     
5.33            1832.73         0.000706844    0.00856989     
5.34            1833.59         0.000705901    0.00857695     
5.35            1834.45         0.000704967    0.008584       
5.36            1835.31         0.000704043    0.00859104     
5.37            1836.17         0.000703128    0.00859807     
5.38            1837.03         0.000702222    0.00860509     
5.39            1837.88         0.000701325    0.00861211     
5.4             1838.74         0.000700437    0.00861911     
5.41            1839.59         0.000699558    0.00862611     
5.42            1840.45         0.000698688    0.00863309     
5.43            1841.3          0.000697826    0.00864007     
5.44            1842.15         0.000696972    0.00864704     
5.45            1843            0.000696127    0.008654       
5.46            1843.85         0.00069529     0.00866095     
5.47            1844.7          0.000694462    0.0086679      
5.48            1845.54         0.000693641    0.00867484     
5.49            1846.39         0.000692828    0.00868176     
5.5             1847.23         0.000692023    0.00868868     
5.51            1848.07         0.000691226    0.0086956      
5.52            1848.92         0.000690436    0.0087025      
5.53            1849.76         0.000689654    0.0087094      
5.54            1850.6          0.00068888     0.00871629     
5.55            1851.43         0.000688112    0.00872317     
5.56            1852.27         0.000687352    0.00873004     
5.57            1853.11         0.000686599    0.00873691     
5.58            1853.94         0.000685853    0.00874377     
5.59            1854.78         0.000685114    0.00875062     
5.6             1855.61         0.000684382    0.00875746     
5.61            1856.44         0.000683656    0.0087643      
5.62            1857.27         0.000682937    0.00877113     
5.63            1858.1          0.000682225    0.00877795     
5.64            1858.93         0.00068152     0.00878476     
5.65            1859.76         0.00068082     0.00879157     
5.66            1860.58         0.000680127    0.00879837     
5.67            1861.41         0.000679441    0.00880517     
5.68            1862.23         0.00067876     0.00881196     
5.69            1863.05         0.000678086    0.00881874     
5.7             1863.87         0.000677418    0.00882551     
5.71            1864.7          0.000676756    0.00883228     
5.72            1865.52         0.000676099    0.00883904     
5.73            1866.33         0.000675449    0.00884579     
5.74            1867.15         0.000674804    0.00885254     
5.75            1867.97         0.000674164    0.00885928     
5.76            1868.78         0.000673531    0.00886602     
5.77            1869.6          0.000672903    0.00887275     
5.78            1870.41         0.00067228     0.00887947     
5.79            1871.22         0.000671663    0.00888619     
5.8             1872.03         0.000671051    0.0088929      
5.81            1872.84         0.000670444    0.0088996      
5.82            1873.65         0.000669843    0.0089063      
5.83            1874.46         0.000669247    0.00891299     
5.84            1875.27         0.000668656    0.00891968     
5.85            1876.07         0.000668069    0.00892636     
5.86            1876.88         0.000667488    0.00893303     
5.87            1877.68         0.000666912    0.0089397      
5.88            1878.48         0.00066634     0.00894637     
5.89            1879.28         0.000665773    0.00895302     
5.9             1880.08         0.000665211    0.00895968     
5.91            1880.88         0.000664654    0.00896632     
5.92            1881.68         0.000664101    0.00897296     
5.93            1882.48         0.000663553    0.0089796      
5.94            1883.28         0.000663009    0.00898623     
5.95            1884.07         0.00066247     0.00899285     
5.96            1884.86         0.000661935    0.00899947     
5.97            1885.66         0.000661404    0.00900609     
5.98            1886.45         0.000660878    0.0090127      
5.99            1887.24         0.000660356    0.0090193      
6               1888.03         0.000659838    0.0090259      
6.01            1888.82         0.000659325    0.00903249     
6.02            1889.61         0.000658815    0.00903908     
6.03            1890.4          0.000658309    0.00904566     
6.04            1891.18         0.000657808    0.00905224     
6.05            1891.97         0.00065731     0.00905881     
6.06            1892.75         0.000656816    0.00906538     
6.07            1893.53         0.000656326    0.00907195     
6.08            1894.32         0.00065584     0.0090785      
6.09            1895.1          0.000655358    0.00908506     
6.1             1895.88         0.000654879    0.00909161     
6.11            1896.66         0.000654405    0.00909815     
6.12            1897.44         0.000653933    0.00910469     
6.13            1898.21         0.000653466    0.00911122     
6.14            1898.99         0.000653002    0.00911775     
6.15            1899.76         0.000652541    0.00912428     
6.16            1900.54         0.000652084    0.0091308      
6.17            1901.31         0.00065163     0.00913732     
6.18            1902.08         0.00065118     0.00914383     
6.19            1902.86         0.000650733    0.00915034     
6.2             1903.63         0.000650289    0.00915684     
6.21            1904.4          0.000649849    0.00916334     
6.22            1905.16         0.000649412    0.00916983     
6.23            1905.93         0.000648978    0.00917632     
6.24            1906.7          0.000648548    0.00918281     
6.25            1907.46         0.00064812     0.00918929     
6.26            1908.23         0.000647696    0.00919577     
6.27            1908.99         0.000647274    0.00920224     
6.28            1909.76         0.000646856    0.00920871     
6.29            1910.52         0.000646441    0.00921517     
6.3             1911.28         0.000646029    0.00922163     
6.31            1912.04         0.000645619    0.00922809     
6.32            1912.8          0.000645213    0.00923454     
6.33            1913.56         0.000644809    0.00924099     
6.34            1914.31         0.000644409    0.00924743     
6.35            1915.07         0.000644011    0.00925387     
