0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
0 2.15514e-08 6.72404e-08 1.18412e-07 1.75724e-07 2.39914e-07 3.11806e-07 3.92326e-07 4.82508e-07 5.83512e-07 6.96636e-07 8.23335e-07 9.65238e-07 1.12417e-06 1.30217e-06 1.50154e-06 1.72482e-06 1.9749e-06 2.255e-06 2.5687e-06 2.92004e-06 3.31355e-06 3.75428e-06 4.2479e-06 4.80075e-06 5.41994e-06 6.11344e-06 6.89015e-06 7.76007e-06 8.73439e-06 9.82561e-06 1.10478e-05 1.24166e-05 1.39497e-05 1.56668e-05 1.75899e-05 1.97438e-05 2.21562e-05 2.4858e-05 2.78841e-05 3.12733e-05 3.50692e-05 3.93206e-05 4.40821e-05 4.94151e-05 5.5388e-05 6.20777e-05 6.95701e-05 7.79616e-05 8.73601e-05 9.78864e-05 0.000109676 0.00012288 0.000137669 0.000154232 0.000172783 0.00019356 0.000216831 0.000242893 0.000272084 0.000304777 0.000341393 0.000382403 0.000428335 0.000479778 0.000537395 0.000601925 0.000674199 0.000755146 0.000845807 0.000947347 0.00106107 0.00118844 0.0013311 0.00149087 0.00166982 0.00187024 0.00209472 0.00234613 0.0026277 0.00294307 0.00329628 0.00369188 0.00413495 0.00463119 0.00518697 0.00580945 0.00650663 0.00728747 0.00816201 0.00914149 0.0102385 0.0114672 0.0128433 0.0143845 0.0161107 0.018044 0.0202094 0.0226345 0.0253507 0.0283928  0.03
